ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,GSR_AD_OBS_C1M,GSR_AD_OBS_C1Y,GSR_AD_OBS_C3Y,GSR_AD_N_C1M,GSR_AD_N_C1Y,GSR_AD_N_C3Y,GSR_P0_OBS_C1M,GSR_P0_OBS_C1Y,GSR_P0_OBS_C3Y,GSR_P0_N_C1M,GSR_P0_N_C1Y,YEAR,MONTH
Montefiore Medical Center (NYMA),NYMA,TX1,2022-01-06 18:00:00,KI,4,17,35,330,330,321,0,0,1,12,12,2021,11
Mount Sinai Medical Center (NYMS),NYMS,TX1,2022-01-06 18:00:00,KI,5,13,26,344,344,414,0,2,3,31,31,2021,11
North Shore University Hospital/Northwell Health (NYNS),NYNS,TX1,2022-01-06 18:00:00,KI,3,7,9,240,240,151,0,0,0,0,0,2021,11
New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY),NYNY,TX1,2022-01-06 18:00:00,KI,7,25,42,571,571,516,0,0,1,9,9,2021,11
University Hospital of State University of New York at Stony Brook (NYSB),NYSB,TX1,2022-01-06 18:00:00,KI,1,5,29,173,173,198,0,0,0,2,2,2021,11
New York University Medical Center (NYUC),NYUC,TX1,2022-01-06 18:00:00,KI,4,13,34,442,442,314,0,0,0,9,9,2021,11
State University of New York Upstate Medical University (NYUM),NYUM,TX1,2022-01-06 18:00:00,KI,4,8,28,139,139,231,0,0,0,8,8,2021,11
James J. Peters VA Medical Center (NYVA),NYVA,TX1,2022-01-06 18:00:00,KI,0,0,2,18,18,8,0,0,0,0,0,2021,11
Westchester Medical Center (NYWC),NYWC,TX1,2022-01-06 18:00:00,KI,4,13,14,110,110,114,0,0,0,3,3,2021,11
The Cleveland Clinic Foundation (OHCC),OHCC,TX1,2022-01-06 18:00:00,KI,0,13,21,448,448,336,0,0,1,7,7,2021,11
Nationwide Children's Hospital (OHCH),OHCH,TX1,2022-01-06 18:00:00,KI,0,0,1,3,3,1,0,0,0,11,11,2021,11
Children's Hospital Medical Center (OHCM),OHCM,TX1,2022-01-06 18:00:00,KI,0,0,0,1,1,1,2,3,3,53,53,2021,11
University of Toledo Medical Center (OHCO),OHCO,TX1,2022-01-06 18:00:00,KI,5,10,16,240,240,171,0,0,0,0,0,2021,11
Ohio State University Medical Center (OHOU),OHOU,TX1,2022-01-06 18:00:00,KI,4,11,58,623,623,574,0,0,0,0,0,2021,11
The Christ Hospital (OHTC),OHTC,TX1,2022-01-06 18:00:00,KI,4,7,3,128,128,159,0,0,0,0,0,2021,11
University of Cincinnati  Medical Center (OHUC),OHUC,TX1,2022-01-06 18:00:00,KI,4,13,17,361,361,262,0,0,0,0,0,2021,11
University Hospitals of Cleveland (OHUH),OHUH,TX1,2022-01-06 18:00:00,KI,6,14,21,302,302,214,0,0,0,7,7,2021,11
Integris Baptist Medical Center (OKBC),OKBC,TX1,2022-01-06 18:00:00,KI,3,17,26,205,205,233,0,0,0,3,3,2021,11
OU Medical Center (OKMD),OKMD,TX1,2022-01-06 18:00:00,KI,2,7,5,88,88,94,0,0,1,16,16,2021,11
St John Medical Center (OKSJ),OKSJ,TX1,2022-01-06 18:00:00,KI,2,3,4,137,137,105,0,0,0,0,0,2021,11
Legacy Good Samaritan Hospital and Medical Center (ORGS),ORGS,TX1,2022-01-06 18:00:00,KI,5,7,21,225,225,232,0,0,0,0,0,2021,11
Oregon Health & Science University (ORUO),ORUO,TX1,2022-01-06 18:00:00,KI,5,8,14,278,278,220,0,0,0,21,21,2021,11
VA Portland Health Care System (ORVA),ORVA,TX1,2022-01-06 18:00:00,KI,1,4,6,150,150,103,0,0,0,0,0,2021,11
Albert Einstein Medical Center (PAAE),PAAE,TX1,2022-01-06 18:00:00,KI,4,5,17,133,133,151,0,0,0,0,0,2021,11
Allegheny General Hospital (PAAG),PAAG,TX1,2022-01-06 18:00:00,KI,3,6,21,231,231,227,0,0,0,0,0,2021,11
Crozer-Chester Medical Center (PACC),PACC,TX1,2022-01-06 18:00:00,KI,1,2,5,24,24,28,0,0,0,0,0,2021,11
UPMC Children's Hospital of Pittsburgh (PACH),PACH,TX1,2022-01-06 18:00:00,KI,0,0,0,3,3,4,0,0,2,22,22,2021,11
Children's Hospital of Philadelphia (PACP),PACP,TX1,2022-01-06 18:00:00,KI,0,0,0,0,0,1,1,1,1,35,35,2021,11
Geisinger Medical Center (PAGM),PAGM,TX1,2022-01-06 18:00:00,KI,0,6,9,186,186,122,1,1,0,2,2,2021,11
Penn State Milton S Hershey Medical Center (PAHE),PAHE,TX1,2022-01-06 18:00:00,KI,0,0,7,63,63,62,0,0,0,12,12,2021,11
Pinnacle Health System at Harrisburg Hospital (PAHH),PAHH,TX1,2022-01-06 18:00:00,KI,1,4,4,125,125,98,0,0,0,0,0,2021,11
Hahnemann University Hospital (PAHM),PAHM,TX1,2022-01-06 18:00:00,KI,1,3,4,37,37,114,0,0,0,0,0,2021,11
The Lankenau Hospital (PALH),PALH,TX1,2022-01-06 18:00:00,KI,2,2,4,48,48,68,0,0,0,0,0,2021,11
Lehigh Valley Hospital (PALV),PALV,TX1,2022-01-06 18:00:00,KI,3,9,22,226,226,238,0,0,0,0,0,2021,11
UPMC Hamot (PAPH),PAPH,TX1,2022-01-06 18:00:00,KI,1,3,1,40,40,16,0,0,0,0,0,2021,11
University of Pittsburgh Medical Center (PAPT),PAPT,TX1,2022-01-06 18:00:00,KI,6,13,55,454,454,473,0,0,0,0,0,2021,11
0,PARH,TX1,2022-01-06 18:00:00,KI,0,0,0,2,2,0,0,0,0,0,0,2021,11
St. Christopher's Hospital for Children (PASC),PASC,TX1,2022-01-06 18:00:00,KI,0,0,0,0,0,0,0,0,0,5,5,2021,11
Thomas Jefferson University Hospital (PATJ),PATJ,TX1,2022-01-06 18:00:00,KI,1,7,18,229,229,221,0,0,0,0,0,2021,11
Temple University Hospital (PATU),PATU,TX1,2022-01-06 18:00:00,KI,0,0,10,76,76,112,0,0,0,0,0,2021,11
Hospital of the University of Pennsylvania (PAUP),PAUP,TX1,2022-01-06 18:00:00,KI,2,15,34,494,494,449,0,0,0,2,2,2021,11
VA Pittsburgh Healthcare System (PAVA),PAVA,TX1,2022-01-06 18:00:00,KI,0,0,5,99,99,118,0,0,0,0,0,2021,11
Auxilio Mutuo Hospital (PRSJ),PRSJ,TX1,2022-01-06 18:00:00,KI,3,5,15,143,143,177,0,0,0,10,10,2021,11
Rhode Island Hospital (RIRH),RIRH,TX1,2022-01-06 18:00:00,KI,4,7,16,132,132,126,0,0,0,3,3,2021,11
Medical University of South Carolina (SCMU),SCMU,TX1,2022-01-06 18:00:00,KI,4,22,45,612,612,528,0,0,2,17,17,2021,11
Avera McKennan Hospital (SDMK),SDMK,TX1,2022-01-06 18:00:00,KI,0,0,5,79,79,77,0,0,1,0,0,2021,11
Sanford Health/USD Medical Center (SDSV),SDSV,TX1,2022-01-06 18:00:00,KI,0,2,4,42,42,53,0,0,0,1,1,2021,11
Erlanger Medical Center (TNEM),TNEM,TX1,2022-01-06 18:00:00,KI,3,3,6,54,54,64,0,0,0,0,0,2021,11
Le Bonheur Children's Medical Center (TNLB),TNLB,TX1,2022-01-06 18:00:00,KI,0,0,0,0,0,0,1,1,2,9,9,2021,11
Methodist University Hospital (TNMH),TNMH,TX1,2022-01-06 18:00:00,KI,5,10,33,280,280,310,0,0,0,2,2,2021,11
Centennial Medical Center (TNPV),TNPV,TX1,2022-01-06 18:00:00,KI,2,5,2,28,28,31,0,0,0,0,0,2021,11
Saint Thomas Hospital (TNST),TNST,TX1,2022-01-06 18:00:00,KI,4,17,15,228,228,127,0,0,0,0,0,2021,11
University of Tennessee Medical Center at Knoxville (TNUK),TNUK,TX1,2022-01-06 18:00:00,KI,1,3,28,111,111,156,0,0,0,0,0,2021,11
0,TNVA,TX1,2022-01-06 18:00:00,KI,0,1,3,47,47,48,0,0,0,0,0,2021,11
Vanderbilt University Medical Center (TNVU),TNVU,TX1,2022-01-06 18:00:00,KI,4,18,33,551,551,420,0,0,3,22,22,2021,11
Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS),TXAS,TX1,2022-01-06 18:00:00,KI,6,12,10,201,201,158,0,0,0,0,0,2021,11
"University Hospital, University of Texas Health Science Center (TXBC)",TXBC,TX1,2022-01-06 18:00:00,KI,1,7,9,252,252,194,0,0,3,8,8,2021,11
Cook Children's Medical Center (TXCF),TXCF,TX1,2022-01-06 18:00:00,KI,0,0,0,0,0,0,1,1,1,32,32,2021,11
Children's Medical Center of Dallas (TXCM),TXCM,TX1,2022-01-06 18:00:00,KI,0,0,0,1,1,0,0,0,3,38,38,2021,11
Driscoll Children's Hospital (TXDC),TXDC,TX1,2022-01-06 18:00:00,KI,0,0,0,0,0,4,1,1,1,14,14,2021,11
North Austin Medical Center (TXDM),TXDM,TX1,2022-01-06 18:00:00,KI,12,15,3,148,148,72,0,0,0,0,0,2021,11
Doctor's Hospital at Renaissance (TXDR),TXDR,TX1,2022-01-06 18:00:00,KI,0,0,1,45,45,14,0,0,0,0,0,2021,11
Texas Health Harris Methodist Fort Worth Hospital (TXFW),TXFW,TX1,2022-01-06 18:00:00,KI,1,2,10,51,51,81,0,0,0,0,0,2021,11
Medical City Dallas Hospital (TXHD),TXHD,TX1,2022-01-06 18:00:00,KI,5,17,22,313,313,199,0,0,0,11,11,2021,11
"Memorial Hermann Hospital, University of Texas at Houston (TXHH)",TXHH,TX1,2022-01-06 18:00:00,KI,4,8,13,116,116,145,0,0,0,10,10,2021,11
CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI),TXHI,TX1,2022-01-06 18:00:00,KI,3,7,22,284,284,281,0,0,0,0,0,2021,11
Methodist Specialty and Transplant Hospital (TXHS),TXHS,TX1,2022-01-06 18:00:00,KI,4,21,62,791,791,776,0,0,0,0,0,2021,11
University of Texas Medical Branch at Galveston (TXJS),TXJS,TX1,2022-01-06 18:00:00,KI,3,7,18,165,165,183,0,0,0,0,0,2021,11
Las Palmas Medical Center (TXLP),TXLP,TX1,2022-01-06 18:00:00,KI,2,5,10,67,67,98,0,0,0,0,0,2021,11
Methodist Dallas Medical Center (TXMC),TXMC,TX1,2022-01-06 18:00:00,KI,2,7,14,216,216,176,0,0,0,0,0,2021,11
Houston Methodist Hospital (TXMH),TXMH,TX1,2022-01-06 18:00:00,KI,5,11,38,510,510,497,0,0,0,0,0,2021,11
Medical City Fort Worth (TXPL),TXPL,TX1,2022-01-06 18:00:00,KI,6,8,13,217,217,308,0,0,0,0,0,2021,11
Parkland Health and Hospital System (TXPM),TXPM,TX1,2022-01-06 18:00:00,KI,0,0,0,19,19,28,0,0,0,0,0,2021,11
UT Southwestern Medical Center/ (TXSP),TXSP,TX1,2022-01-06 18:00:00,KI,1,6,4,325,325,133,0,0,0,0,0,2021,11
Scott and White Memorial Hospital (TXSW),TXSW,TX1,2022-01-06 18:00:00,KI,6,15,32,209,209,230,0,0,0,0,0,2021,11
Texas Children's Hospital (TXTC),TXTC,TX1,2022-01-06 18:00:00,KI,0,0,0,0,0,5,0,2,4,53,53,2021,11
Baylor University Medical Center (TXTX),TXTX,TX1,2022-01-06 18:00:00,KI,5,13,18,317,317,293,0,0,0,0,0,2021,11
University Children?s Health (TXUC),TXUC,TX1,2022-01-06 18:00:00,KI,0,0,0,0,0,0,1,1,0,35,35,2021,11
Michael E. DeBakey VA Medical Center (TXVA),TXVA,TX1,2022-01-06 18:00:00,KI,1,3,3,55,55,40,0,0,0,0,0,2021,11
Intermountain Medical Center (UTLD),UTLD,TX1,2022-01-06 18:00:00,KI,2,5,13,278,278,206,0,0,0,1,1,2021,11
University of Utah Medical Center (UTMC),UTMC,TX1,2022-01-06 18:00:00,KI,3,9,26,287,287,296,0,0,0,1,1,2021,11
Primary Children's Hospital (UTPC),UTPC,TX1,2022-01-06 18:00:00,KI,0,0,1,1,1,2,0,0,1,46,46,2021,11
Children's Hospital of the King's Daughters (VACH),VACH,TX1,2022-01-06 18:00:00,KI,0,0,0,3,3,5,0,0,0,12,12,2021,11
Inova Fairfax Hospital (VAFH),VAFH,TX1,2022-01-06 18:00:00,KI,4,13,16,236,236,226,0,0,0,0,0,2021,11
Henrico Doctors' Hospital (VAHD),VAHD,TX1,2022-01-06 18:00:00,KI,0,2,9,86,86,76,0,0,0,0,0,2021,11
Medical College of Virginia Hospitals (VAMC),VAMC,TX1,2022-01-06 18:00:00,KI,4,19,34,583,583,362,0,0,1,14,14,2021,11
Sentara Norfolk General Hospital (VANG),VANG,TX1,2022-01-06 18:00:00,KI,3,12,10,242,242,208,0,0,0,0,0,2021,11
University of Virginia Health Sciences Center (VAUV),VAUV,TX1,2022-01-06 18:00:00,KI,3,9,25,306,306,258,0,0,0,15,15,2021,11
The University of Vermont Medical Center (VTMC),VTMC,TX1,2022-01-06 18:00:00,KI,0,0,7,31,31,50,0,0,0,1,1,2021,11
Seattle Children's Hospital (WACH),WACH,TX1,2022-01-06 18:00:00,KI,0,0,0,1,1,0,0,0,2,57,57,2021,11
Providence Sacred Heart Medical Center & Children's Hospital (WASH),WASH,TX1,2022-01-06 18:00:00,KI,0,2,8,74,74,101,0,0,0,1,1,2021,11
Swedish Medical Center (WASM),WASM,TX1,2022-01-06 18:00:00,KI,2,4,17,247,247,200,0,0,0,0,0,2021,11
University of Washington Medical Center (WAUW),WAUW,TX1,2022-01-06 18:00:00,KI,2,6,15,404,404,371,0,0,0,0,0,2021,11
Virginia Mason Medical Center (WAVM),WAVM,TX1,2022-01-06 18:00:00,KI,1,7,16,222,222,230,0,0,0,0,0,2021,11
Children's Hospital of Wisconsin (WICH),WICH,TX1,2022-01-06 18:00:00,KI,0,0,0,0,0,0,0,0,1,14,14,2021,11
Froedtert Memorial Lutheran Hospital (WISE),WISE,TX1,2022-01-06 18:00:00,KI,1,5,15,138,138,195,0,0,0,0,0,2021,11
Aurora St. Luke's Medical Center (WISL),WISL,TX1,2022-01-06 18:00:00,KI,0,0,3,91,91,72,0,0,0,0,0,2021,11
University of Wisconsin Hospital and Clinics (WIUW),WIUW,TX1,2022-01-06 18:00:00,KI,7,25,46,670,670,692,0,0,0,11,11,2021,11
Charleston Area Medical Center (WVCA),WVCA,TX1,2022-01-06 18:00:00,KI,4,11,7,205,205,93,0,0,0,0,0,2021,11
West Virginia University Hospital (WVWU),WVWU,TX1,2022-01-06 18:00:00,KI,0,0,0,6,6,0,0,0,0,0,0,2021,11
Children's of Alabama (ALCH),ALCH,TX1,2021-01-04 18:00:00,KI,0,0,0,0,0,0,0,0,0,34,34,2020,11
University of Alabama Hospital (ALUA),ALUA,TX1,2021-01-04 18:00:00,KI,3,17,39,650,650,514,0,0,0,0,0,2020,11
Birmingham VA Medical Center (ALVA),ALVA,TX1,2021-01-04 18:00:00,KI,0,0,0,15,15,7,0,0,0,0,0,2020,11
Baptist Medical Center (ARBH),ARBH,TX1,2021-01-04 18:00:00,KI,0,0,3,0,0,32,0,0,0,0,0,2020,11
Arkansas Children's Hospital (ARCH),ARCH,TX1,2021-01-04 18:00:00,KI,0,0,0,0,0,0,0,0,2,21,21,2020,11
UAMS Medical Center (ARUA),ARUA,TX1,2021-01-04 18:00:00,KI,0,7,16,313,313,140,0,0,0,0,0,2020,11
Phoenix Children's Hospital (AZCH),AZCH,TX1,2021-01-04 18:00:00,KI,0,0,0,2,2,0,1,1,1,48,48,2020,11
Banner-University Medical Center Phoenix (AZGS),AZGS,TX1,2021-01-04 18:00:00,KI,5,18,46,394,394,368,0,0,0,2,2,2020,11
Mayo Clinic Hospital (AZMC),AZMC,TX1,2021-01-04 18:00:00,KI,11,31,81,863,863,725,0,0,0,0,0,2020,11
St. Joseph's Hospital and Medical Center (AZSJ),AZSJ,TX1,2021-01-04 18:00:00,KI,1,1,2,58,58,18,0,0,0,0,0,2020,11
Banner University Medical Center-Tucson (AZUA),AZUA,TX1,2021-01-04 18:00:00,KI,3,12,32,242,242,226,0,0,0,0,0,2020,11
Rady Children's Hospital and Health Center (CACH),CACH,TX1,2021-01-04 18:00:00,KI,0,0,0,1,1,0,0,0,0,26,26,2020,11
Childrens Hospital Los Angeles (CACL),CACL,TX1,2021-01-04 18:00:00,KI,0,0,0,0,0,1,2,2,2,44,44,2020,11
Cedars-Sinai Medical Center (CACS),CACS,TX1,2021-01-04 18:00:00,KI,5,18,52,495,495,461,0,0,0,13,13,2020,11
Scripps Green Hospital (CAGH),CAGH,TX1,2021-01-04 18:00:00,KI,4,7,4,180,180,146,0,0,0,0,0,2020,11
University of California Irvine Medical Center (CAIM),CAIM,TX1,2021-01-04 18:00:00,KI,3,10,6,257,257,106,0,0,0,0,0,2020,11
Harbor UCLA Medical Center (CALA),CALA,TX1,2021-01-04 18:00:00,KI,0,0,5,91,91,56,0,0,0,0,0,2020,11
Loma Linda University Medical Center (CALL),CALL,TX1,2021-01-04 18:00:00,KI,6,11,31,426,426,279,0,0,7,22,22,2020,11
UCSF Medical Center at Mission Bay (CAMB),CAMB,TX1,2021-01-04 18:00:00,KI,0,0,0,1,1,2,0,1,1,32,32,2020,11
Lucile Salter Packard Children's Hospital at Stanford (CAPC),CAPC,TX1,2021-01-04 18:00:00,KI,0,0,0,0,0,1,0,0,0,75,75,2020,11
California Pacific Medical Center (CAPM),CAPM,TX1,2021-01-04 18:00:00,KI,10,19,48,484,484,464,0,0,0,0,0,2020,11
Riverside Community Hospital (CARC),CARC,TX1,2021-01-04 18:00:00,KI,2,3,7,20,20,50,0,0,0,0,0,2020,11
University of California San Diego Medical Center (CASD),CASD,TX1,2021-01-04 18:00:00,KI,1,7,9,248,248,154,0,0,0,0,0,2020,11
University of California San Francisco Medical Center (CASF),CASF,TX1,2021-01-04 18:00:00,KI,7,18,68,864,864,792,0,0,1,2,2,2020,11
Sharp Memorial Hospital (CASH),CASH,TX1,2021-01-04 18:00:00,KI,1,6,12,185,185,150,0,0,0,0,0,2020,11
Saint Joseph Hospital (CASJ),CASJ,TX1,2021-01-04 18:00:00,KI,0,1,1,38,38,44,0,0,0,0,0,2020,11
University of California Davis Medical Center (CASM),CASM,TX1,2021-01-04 18:00:00,KI,23,33,79,632,632,800,0,0,1,22,22,2020,11
Stanford Health Care (CASU),CASU,TX1,2021-01-04 18:00:00,KI,0,8,7,313,313,225,0,0,0,0,0,2020,11
St. Vincent Medical Center (CASV),CASV,TX1,2021-01-04 18:00:00,KI,3,7,21,129,129,156,0,0,0,0,0,2020,11
University of California at Los Angeles Medical Center (CAUC),CAUC,TX1,2021-01-04 18:00:00,KI,12,29,52,899,899,752,0,0,1,42,42,2020,11
Keck Hospital of USC (CAUH),CAUH,TX1,2021-01-04 18:00:00,KI,3,11,38,387,387,342,0,0,0,0,0,2020,11
Children's Hospital Colorado (COCH),COCH,TX1,2021-01-04 18:00:00,KI,0,0,0,2,2,3,1,1,7,60,60,2020,11
Centura Porter Adventist Hospital (COPM),COPM,TX1,2021-01-04 18:00:00,KI,0,2,17,32,32,108,0,0,0,0,0,2020,11
Presbyterian/St Luke's Medical Center (COSL),COSL,TX1,2021-01-04 18:00:00,KI,4,9,10,170,170,147,0,0,0,0,0,2020,11
University of Colorado Hospital/Health Science Center (COUC),COUC,TX1,2021-01-04 18:00:00,KI,9,18,29,633,633,350,0,0,0,1,1,2020,11
Hartford Hospital (CTHH),CTHH,TX1,2021-01-04 18:00:00,KI,5,12,20,268,268,141,0,0,0,3,3,2020,11
Yale New Haven Hospital (CTYN),CTYN,TX1,2021-01-04 18:00:00,KI,2,14,19,314,314,291,0,0,1,8,8,2020,11
Children's National Medical Center (DCCH),DCCH,TX1,2021-01-04 18:00:00,KI,0,0,0,0,0,1,0,0,2,48,48,2020,11
Georgetown University Medical Center (DCGU),DCGU,TX1,2021-01-04 18:00:00,KI,8,19,57,537,537,455,0,0,1,1,1,2020,11
George Washington University Hospital (DCGW),DCGW,TX1,2021-01-04 18:00:00,KI,3,11,9,158,158,100,0,0,0,0,0,2020,11
Washington Hospital Center (DCWH),DCWH,TX1,2021-01-04 18:00:00,KI,0,0,2,0,0,18,0,0,0,0,0,2020,11
Walter Reed National Military Medical Center at Bethesda (DCWR),DCWR,TX1,2021-01-04 18:00:00,KI,0,1,6,113,113,103,0,0,0,0,0,2020,11
Alfred I DuPont Hospital for Children (DEAI),DEAI,TX1,2021-01-04 18:00:00,KI,0,0,0,1,1,0,0,0,0,23,23,2020,11
Christiana Care Health Services (DECC),DECC,TX1,2021-01-04 18:00:00,KI,5,7,5,60,60,62,0,0,0,0,0,2020,11
Cleveland Clinic Florida Weston (FLCC),FLCC,TX1,2021-01-04 18:00:00,KI,6,20,23,424,424,237,0,0,0,0,0,2020,11
Florida Hospital Medical Center (FLFH),FLFH,TX1,2021-01-04 18:00:00,KI,2,15,59,371,371,397,0,0,1,18,18,2020,11
Gulf Coast Medical Center (FLFR),FLFR,TX1,2021-01-04 18:00:00,KI,0,0,11,22,22,65,0,0,0,0,0,2020,11
Halifax Medical Center (FLHM),FLHM,TX1,2021-01-04 18:00:00,KI,0,0,9,37,37,29,0,0,0,0,0,2020,11
Jackson Memorial Hospital University of Miami School of Medicine (FLJM),FLJM,TX1,2021-01-04 18:00:00,KI,14,63,96,1017,1017,674,0,0,3,42,42,2020,11
Largo Medical Center (FLLM),FLLM,TX1,2021-01-04 18:00:00,KI,0,4,10,84,84,56,0,0,0,0,0,2020,11
Memorial Regional Hospital (FLMR),FLMR,TX1,2021-01-04 18:00:00,KI,1,6,0,70,70,0,0,0,0,4,4,2020,11
Sacred Heart Hospital Pensacola (FLSH),FLSH,TX1,2021-01-04 18:00:00,KI,1,3,1,35,35,3,0,0,0,0,0,2020,11
Mayo Clinic Florida (FLSL),FLSL,TX1,2021-01-04 18:00:00,KI,4,11,42,395,395,332,0,0,0,0,0,2020,11
Tampa General Hospital (FLTG),FLTG,TX1,2021-01-04 18:00:00,KI,15,34,50,676,676,535,0,0,4,33,33,2020,11
UF Health Shands Hospital (FLUF),FLUF,TX1,2021-01-04 18:00:00,KI,2,4,19,136,136,175,0,0,4,23,23,2020,11
Children's Healthcare of Atlanta at Egleston (GAEH),GAEH,TX1,2021-01-04 18:00:00,KI,0,0,0,4,4,3,2,2,6,43,43,2020,11
Emory University Hospital (GAEM),GAEM,TX1,2021-01-04 18:00:00,KI,7,21,75,660,660,625,0,0,0,0,0,2020,11
"AU Medical Center, Inc. (GAMC)",GAMC,TX1,2021-01-04 18:00:00,KI,1,5,22,184,184,144,0,0,1,15,15,2020,11
Piedmont Hospital (GAPH),GAPH,TX1,2021-01-04 18:00:00,KI,4,24,38,528,528,358,0,0,0,0,0,2020,11
The Queen's Medical Center (HIQM),HIQM,TX1,2021-01-04 18:00:00,KI,0,2,9,115,115,121,0,0,0,2,2,2020,11
Iowa Methodist Medical Center (IAIM),IAIM,TX1,2021-01-04 18:00:00,KI,7,12,20,194,194,153,0,0,0,0,0,2020,11
University of Iowa Hospitals and Clinics Transplant Programs (IAIV),IAIV,TX1,2021-01-04 18:00:00,KI,1,7,12,199,199,138,0,0,0,22,22,2020,11
Mercy Medical Center-Des Moines (IAMH),IAMH,TX1,2021-01-04 18:00:00,KI,3,4,15,60,60,68,0,0,0,1,1,2020,11
The Iowa City VA Health Care System (IAVA),IAVA,TX1,2021-01-04 18:00:00,KI,0,4,7,61,61,59,0,0,0,0,0,2020,11
Advocate Christ Medical Center (ILCH),ILCH,TX1,2021-01-04 18:00:00,KI,0,1,3,65,65,36,0,0,0,0,0,2020,11
Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM),ILCM,TX1,2021-01-04 18:00:00,KI,0,0,1,0,0,2,0,0,2,48,48,2020,11
Loyola University Medical Center (ILLU),ILLU,TX1,2021-01-04 18:00:00,KI,2,9,15,288,288,146,0,0,0,3,3,2020,11
Memorial Medical Center (ILMM),ILMM,TX1,2021-01-04 18:00:00,KI,3,4,6,72,72,49,0,0,0,0,0,2020,11
Northwestern Memorial Hospital (ILNM),ILNM,TX1,2021-01-04 18:00:00,KI,8,23,40,545,545,487,0,0,0,0,0,2020,11
Rush University Medical Center (ILPL),ILPL,TX1,2021-01-04 18:00:00,KI,0,4,19,243,243,246,0,0,1,2,2,2020,11
OSF Saint Francis Medical Center (ILSF),ILSF,TX1,2021-01-04 18:00:00,KI,0,2,7,97,97,81,1,1,1,4,4,2020,11
University of Chicago Medical Center (ILUC),ILUC,TX1,2021-01-04 18:00:00,KI,4,13,20,162,162,135,0,0,0,11,11,2020,11
University of Illinois Medical Center (ILUI),ILUI,TX1,2021-01-04 18:00:00,KI,6,18,28,426,426,227,0,0,2,2,2,2020,11
Indiana University Health (INIM),INIM,TX1,2021-01-04 18:00:00,KI,6,19,40,446,446,409,0,0,1,30,30,2020,11
Lutheran Hospital of Fort Wayne (INLH),INLH,TX1,2021-01-04 18:00:00,KI,0,2,13,53,53,71,0,0,0,0,0,2020,11
St Vincent Hospital and Health Care Center (INSV),INSV,TX1,2021-01-04 18:00:00,KI,1,3,8,128,128,122,0,0,0,9,9,2020,11
University of Kansas Hospital (KSUK),KSUK,TX1,2021-01-04 18:00:00,KI,6,14,23,311,311,294,0,0,0,0,0,2020,11
Jewish Hospital (KYJH),KYJH,TX1,2021-01-04 18:00:00,KI,3,16,21,192,192,160,0,0,0,0,0,2020,11
Norton Children's Hospital (KYKC),KYKC,TX1,2021-01-04 18:00:00,KI,0,0,0,0,0,1,0,0,3,6,6,2020,11
University of Kentucky Medical Center (KYUK),KYUK,TX1,2021-01-04 18:00:00,KI,1,8,20,234,234,182,0,0,0,6,6,2020,11
Children's Hospital (LACH),LACH,TX1,2021-01-04 18:00:00,KI,0,0,1,0,0,1,0,1,0,15,15,2020,11
Ochsner Foundation Hospital (LAOF),LAOF,TX1,2021-01-04 18:00:00,KI,3,11,33,371,371,273,0,0,0,0,0,2020,11
Tulane Medical Center (LATU),LATU,TX1,2021-01-04 18:00:00,KI,6,12,27,216,216,154,1,1,3,4,4,2020,11
Willis-Knighton Medical Center (LAWK),LAWK,TX1,2021-01-04 18:00:00,KI,0,9,9,111,111,94,0,0,0,0,0,2020,11
Beth Israel Deaconess Medical Center (MABI),MABI,TX1,2021-01-04 18:00:00,KI,1,6,9,121,121,141,0,0,0,0,0,2020,11
Baystate Medical Center (MABS),MABS,TX1,2021-01-04 18:00:00,KI,6,6,3,101,101,63,0,0,0,0,0,2020,11
Boston Medical Center (MABU),MABU,TX1,2021-01-04 18:00:00,KI,4,6,13,114,114,106,0,0,0,0,0,2020,11
Boston Children's Hospital (MACH),MACH,TX1,2021-01-04 18:00:00,KI,0,0,0,2,2,3,0,1,3,61,61,2020,11
Lahey Clinic Medical Center (MALC),MALC,TX1,2021-01-04 18:00:00,KI,1,2,9,122,122,69,0,0,0,0,0,2020,11
Massachusetts General Hospital (MAMG),MAMG,TX1,2021-01-04 18:00:00,KI,4,8,23,341,341,280,0,0,1,4,4,2020,11
Tufts Medical Center (MANM),MANM,TX1,2021-01-04 18:00:00,KI,2,6,2,80,80,86,0,0,0,2,2,2020,11
Brigham and Women's Hospital (MAPB),MAPB,TX1,2021-01-04 18:00:00,KI,4,5,17,168,168,163,0,0,0,0,0,2020,11
UMass Memorial Medical Center (MAUM),MAUM,TX1,2021-01-04 18:00:00,KI,3,6,9,113,113,115,0,0,0,1,1,2020,11
Johns Hopkins Hospital (MDJH),MDJH,TX1,2021-01-04 18:00:00,KI,6,20,56,516,516,494,0,0,1,22,22,2020,11
University of Maryland Medical System (MDUM),MDUM,TX1,2021-01-04 18:00:00,KI,9,30,80,466,466,540,0,0,0,4,4,2020,11
Maine Medical Center (MEMC),MEMC,TX1,2021-01-04 18:00:00,KI,1,3,10,98,98,109,0,0,0,7,7,2020,11
