,ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCL_A10_C,RCL_A17_C,RCL_A2_C,RCL_A34_C,RCL_A49_C,RCL_A64_C,RCL_A65P_C,RCL_AU_C,RCL_BAB_C,RCL_BA_C,RCL_BB_C,RCL_BO_C,RCL_BMI20_C,RCL_BMI25_C,RCL_BMI30_C,RCL_BMI31P_C,RCL_BMINR_C,RCL_BU_C,RCL_GF_C,RCL_GM_C,RCL_GU_C,RCL_ICU_C,RCL_HOSPNR_C,RCL_HOSP_C,RCL_PTXN_C,RCL_PTXU_C,RCL_PTXY_C,RCL_NOTHOSP_C,RCL_N_C,YEAR,MONTH,D_OR_L
190,Children's Hospital of Michigan (MICH),MICH,TX1,2017-07-05 19:00:00,KI,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,2,2017.0,7.0,LIVING
191,Helen DeVos Children's Hospital (MIDV),MIDV,TX1,2017-07-05 19:00:00,KI,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,25.0,100.0,0.0,0.0,0.0,0.0,0.0,75.0,25.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,4,2017.0,7.0,LIVING
192,Henry Ford Hospital (MIHF),MIHF,TX1,2017-07-05 19:00:00,KI,0.0,0.0,0.0,12.5,30.0,37.5,20.0,0.0,5.0,40.0,10.0,45.0,10.0,20.0,32.5,37.5,0.0,0.0,27.5,72.5,0.0,0.0,100.0,0.0,90.0,0.0,10.0,0.0,40,2017.0,7.0,LIVING
193,Harper University Hospital Detroit Medical Center (MIHH),MIHH,TX1,2017-07-05 19:00:00,KI,0.0,0.0,0.0,25.0,50.0,25.0,0.0,0.0,0.0,25.0,50.0,25.0,25.0,50.0,0.0,25.0,0.0,0.0,75.0,25.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,4,2017.0,7.0,LIVING
194,St John Hospital and Medical Center (MISJ),MISJ,TX1,2017-07-05 19:00:00,KI,0.0,7.1428571429,0.0,0.0,57.142857143,35.714285714,0.0,0.0,0.0,42.857142857,7.1428571429,50.0,7.1428571429,35.714285714,42.857142857,14.285714286,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,14,2017.0,7.0,LIVING
195,Mercy Health Saint Marys (MISM,MISM,TX1,2017-07-05 19:00:00,KI,0.0,0.0,0.0,5.6603773585,24.528301887,43.396226415,26.41509434,0.0,1.8867924528,43.396226415,5.6603773585,49.056603774,7.5471698113,30.188679245,35.849056604,26.41509434,0.0,0.0,24.528301887,75.471698113,0.0,0.0,100.0,0.0,94.339622642,0.0,5.6603773585,0.0,53,2017.0,7.0,LIVING
196,University of Michigan Medical Center (MIUM),MIUM,TX1,2017-07-05 19:00:00,KI,2.5641025641,2.5641025641,2.5641025641,16.666666667,28.205128205,34.615384615,12.820512821,0.0,1.2820512821,41.025641026,10.256410256,47.435897436,16.666666667,29.487179487,21.794871795,32.051282051,0.0,0.0,43.58974359,56.41025641,0.0,0.0,100.0,0.0,84.615384615,0.0,15.384615385,0.0,78,2017.0,7.0,LIVING
197,The Cleveland Clinic Foundation (OHCC),OHCC,TX1,2017-07-05 19:00:00,KI,0.0,0.0,0.0,19.35483871,38.709677419,32.258064516,9.6774193548,0.0,9.6774193548,37.096774194,9.6774193548,43.548387097,11.290322581,29.032258065,27.419354839,32.258064516,0.0,0.0,45.161290323,54.838709677,0.0,0.0,100.0,0.0,82.258064516,0.0,17.741935484,0.0,62,2017.0,7.0,LIVING
198,Nationwide Children's Hospital (OHCH),OHCH,TX1,2017-07-05 19:00:00,KI,75.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,25.0,75.0,0.0,25.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,4,2017.0,7.0,LIVING
199,Children's Hospital Medical Center (OHCM),OHCM,TX1,2017-07-05 19:00:00,KI,50.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,75.0,12.5,12.5,75.0,12.5,12.5,0.0,0.0,0.0,37.5,62.5,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,8,2017.0,7.0,LIVING
200,University of Toledo Medical Center (OHCO),OHCO,TX1,2017-07-05 19:00:00,KI,0.0,0.0,0.0,35.714285714,21.428571429,21.428571429,21.428571429,0.0,0.0,50.0,14.285714286,35.714285714,14.285714286,35.714285714,0.0,50.0,0.0,0.0,35.714285714,64.285714286,0.0,0.0,100.0,0.0,71.428571429,0.0,28.571428571,0.0,14,2017.0,7.0,LIVING
201,Ohio State University Medical Center (OHOU),OHOU,TX1,2017-07-05 19:00:00,KI,0.0,0.0,0.0,12.048192771,34.939759036,38.554216867,14.457831325,0.0,3.6144578313,51.807228916,12.048192771,32.530120482,2.4096385542,20.481927711,39.759036145,36.144578313,1.2048192771,0.0,40.963855422,59.036144578,0.0,0.0,100.0,0.0,84.337349398,0.0,15.662650602,0.0,83,2017.0,7.0,LIVING
202,The Christ Hospital (OHTC),OHTC,TX1,2017-07-05 19:00:00,KI,0.0,0.0,0.0,18.181818182,30.303030303,30.303030303,21.212121212,0.0,0.0,42.424242424,12.121212121,45.454545455,0.0,33.333333333,42.424242424,24.242424242,0.0,0.0,42.424242424,57.575757576,0.0,0.0,100.0,0.0,84.848484848,0.0,15.151515152,0.0,33,2017.0,7.0,LIVING
203,University of Cincinnati  Medical Center (OHUC),OHUC,TX1,2017-07-05 19:00:00,KI,0.0,0.0,0.0,25.0,27.5,32.5,15.0,0.0,2.5,47.5,12.5,37.5,7.5,22.5,35.0,35.0,0.0,0.0,52.5,47.5,0.0,0.0,100.0,0.0,82.5,0.0,17.5,0.0,40,2017.0,7.0,LIVING
204,University Hospitals of Cleveland (OHUH),OHUH,TX1,2017-07-05 19:00:00,KI,0.0,0.0,0.0,7.1428571429,28.571428571,50.0,14.285714286,0.0,0.0,21.428571429,7.1428571429,71.428571429,7.1428571429,35.714285714,28.571428571,28.571428571,0.0,0.0,28.571428571,71.428571429,0.0,0.0,100.0,0.0,92.857142857,0.0,7.1428571429,0.0,14,2017.0,7.0,LIVING
205,Jewish Hospital (KYJH),KYJH,TX1,2017-07-05 19:00:00,KI,0.0,0.0,0.0,17.647058824,29.411764706,41.176470588,11.764705882,0.0,0.0,58.823529412,23.529411765,17.647058824,11.764705882,41.176470588,17.647058824,29.411764706,0.0,0.0,29.411764706,70.588235294,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,17,2017.0,7.0,LIVING
206,Norton Children's Hospital (KYKC),KYKC,TX1,2017-07-05 19:00:00,KI,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,1,2017.0,7.0,LIVING
207,University of Kentucky Medical Center (KYUK),KYUK,TX1,2017-07-05 19:00:00,KI,4.7619047619,0.0,0.0,19.047619048,19.047619048,57.142857143,0.0,0.0,0.0,57.142857143,9.5238095238,33.333333333,4.7619047619,19.047619048,57.142857143,19.047619048,0.0,0.0,23.80952381,76.19047619,0.0,0.0,100.0,0.0,85.714285714,0.0,14.285714286,0.0,21,2017.0,7.0,LIVING
208,Wake Forest Baptist Medical Center (NCBG),NCBG,TX1,2017-07-05 19:00:00,KI,0.0,0.0,5.0,10.0,35.0,40.0,10.0,0.0,10.0,40.0,15.0,35.0,25.0,40.0,15.0,20.0,0.0,0.0,45.0,55.0,0.0,0.0,100.0,0.0,85.0,0.0,15.0,0.0,20,2017.0,7.0,LIVING
209,Carolinas Medical Center (NCCM),NCCM,TX1,2017-07-05 19:00:00,KI,5.5555555556,5.5555555556,0.0,33.333333333,22.222222222,22.222222222,11.111111111,0.0,0.0,50.0,5.5555555556,44.444444444,22.222222222,33.333333333,27.777777778,16.666666667,0.0,0.0,33.333333333,66.666666667,0.0,0.0,100.0,0.0,94.444444444,0.0,5.5555555556,0.0,18,2017.0,7.0,LIVING
210,Duke University Hospital (NCDU),NCDU,TX1,2017-07-05 19:00:00,KI,0.0,0.0,0.0,15.0,35.0,42.5,7.5,0.0,2.5,30.0,17.5,50.0,2.5,27.5,30.0,40.0,0.0,0.0,27.5,72.5,0.0,0.0,100.0,0.0,77.5,0.0,22.5,0.0,40,2017.0,7.0,LIVING
211,Vidant Medical Center (NCEC),NCEC,TX1,2017-07-05 19:00:00,KI,0.0,0.0,0.0,6.6666666667,46.666666667,26.666666667,20.0,0.0,0.0,46.666666667,13.333333333,40.0,0.0,13.333333333,40.0,46.666666667,0.0,0.0,13.333333333,86.666666667,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,15,2017.0,7.0,LIVING
212,University of North Carolina Hospitals (NCMH),NCMH,TX1,2017-07-05 19:00:00,KI,4.0,0.0,0.0,16.0,32.0,28.0,20.0,0.0,16.0,36.0,12.0,36.0,24.0,36.0,28.0,12.0,0.0,0.0,36.0,64.0,0.0,0.0,100.0,0.0,80.0,0.0,20.0,0.0,25,2017.0,7.0,LIVING
213,Medical University of South Carolina (SCMU),SCMU,TX1,2017-07-05 19:00:00,KI,3.3333333333,6.6666666667,0.0,10.0,20.0,36.666666667,23.333333333,0.0,3.3333333333,53.333333333,10.0,33.333333333,16.666666667,33.333333333,26.666666667,23.333333333,0.0,0.0,26.666666667,73.333333333,0.0,0.0,100.0,0.0,90.0,0.0,10.0,0.0,30,2017.0,7.0,LIVING
214,Erlanger Medical Center (TNEM),TNEM,TX1,2017-07-05 19:00:00,KI,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,2,2017.0,7.0,LIVING
215,Le Bonheur Children's Medical Center (TNLB),TNLB,TX1,2017-07-05 19:00:00,KI,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,2,2017.0,7.0,LIVING
216,Methodist University Hospital (TNMH),TNMH,TX1,2017-07-05 19:00:00,KI,0.0,0.0,0.0,12.5,37.5,25.0,25.0,0.0,0.0,50.0,6.25,43.75,0.0,43.75,12.5,43.75,0.0,0.0,31.25,68.75,0.0,0.0,100.0,0.0,87.5,0.0,12.5,0.0,16,2017.0,7.0,LIVING
217,Centennial Medical Center (TNPV),TNPV,TX1,2017-07-05 19:00:00,KI,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,50.0,0.0,50.0,0.0,2,2017.0,7.0,LIVING
218,Saint Thomas Hospital (TNST),TNST,TX1,2017-07-05 19:00:00,KI,0.0,0.0,0.0,12.5,12.5,75.0,0.0,0.0,0.0,50.0,25.0,25.0,12.5,37.5,12.5,37.5,0.0,0.0,37.5,62.5,0.0,0.0,100.0,0.0,87.5,0.0,12.5,0.0,8,2017.0,7.0,LIVING
219,University of Tennessee Medical Center at Knoxville (TNUK),TNUK,TX1,2017-07-05 19:00:00,KI,0.0,0.0,0.0,15.384615385,61.538461538,23.076923077,0.0,0.0,0.0,46.153846154,0.0,53.846153846,7.6923076923,23.076923077,46.153846154,23.076923077,0.0,0.0,38.461538462,61.538461538,0.0,0.0,100.0,0.0,76.923076923,0.0,23.076923077,0.0,13,2017.0,7.0,LIVING
220,Vanderbilt University Medical Center (TNVU),TNVU,TX1,2017-07-05 19:00:00,KI,2.3255813953,4.6511627907,0.0,16.279069767,39.534883721,32.558139535,4.6511627907,0.0,2.3255813953,39.534883721,2.3255813953,55.813953488,13.953488372,34.88372093,20.930232558,30.23255814,0.0,0.0,46.511627907,53.488372093,0.0,0.0,100.0,0.0,81.395348837,0.0,18.604651163,0.0,43,2017.0,7.0,LIVING
221,Nashville Veterans Administration Hospital (TNVU),TNVU,VA1,2017-07-05 19:00:00,KI,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,2,2017.0,7.0,LIVING
222,Children's Hospital of the King's Daughters (VACH),VACH,TX1,2017-07-05 19:00:00,KI,0.0,25.0,25.0,50.0,0.0,0.0,0.0,0.0,25.0,50.0,0.0,25.0,25.0,75.0,0.0,0.0,0.0,0.0,25.0,75.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,4,2017.0,7.0,LIVING
223,Henrico Doctors' Hospital (VAHD),VAHD,TX1,2017-07-05 19:00:00,KI,0.0,0.0,0.0,0.0,35.714285714,21.428571429,42.857142857,0.0,7.1428571429,28.571428571,28.571428571,35.714285714,14.285714286,14.285714286,28.571428571,42.857142857,0.0,0.0,64.285714286,35.714285714,0.0,0.0,100.0,0.0,92.857142857,0.0,7.1428571429,0.0,14,2017.0,7.0,LIVING
224,Medical College of Virginia Hospitals (VAMC),VAMC,TX1,2017-07-05 19:00:00,KI,0.0,0.0,0.0,14.705882353,32.352941176,44.117647059,8.8235294118,0.0,2.9411764706,32.352941176,17.647058824,47.058823529,5.8823529412,26.470588235,38.235294118,29.411764706,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,85.294117647,0.0,14.705882353,0.0,34,2017.0,7.0,LIVING
225,Sentara Norfolk General Hospital (VANG),VANG,TX1,2017-07-05 19:00:00,KI,0.0,0.0,0.0,20.0,28.0,40.0,12.0,0.0,0.0,48.0,4.0,48.0,0.0,24.0,32.0,44.0,0.0,0.0,28.0,72.0,0.0,0.0,100.0,0.0,96.0,0.0,4.0,0.0,25,2017.0,7.0,LIVING
226,University of Virginia Health Sciences Center (VAUV),VAUV,TX1,2017-07-05 19:00:00,KI,0.0,0.0,0.0,18.518518519,22.222222222,40.740740741,18.518518519,0.0,0.0,40.740740741,7.4074074074,51.851851852,14.814814815,22.222222222,25.925925926,37.037037037,0.0,0.0,29.62962963,70.37037037,0.0,0.0,100.0,0.0,92.592592593,0.0,7.4074074074,0.0,27,2017.0,7.0,LIVING
0,Hartford Hospital (CTHH),CTHH,TX1,2018-01-04 18:00:00,KI,0.0,5.8823529412,0.0,17.647058824,11.764705882,47.058823529,17.647058824,0.0,0.0,47.058823529,17.647058824,35.294117647,11.764705882,47.058823529,23.529411765,17.647058824,0.0,0.0,41.176470588,58.823529412,0.0,0.0,100.0,0.0,82.352941176,0.0,17.647058824,0.0,17,2017.0,11.0,LIVING
1,Yale New Haven Hospital (CTYN),CTYN,TX1,2018-01-04 18:00:00,KI,1.6129032258,1.6129032258,0.0,9.6774193548,27.419354839,45.161290323,14.516129032,0.0,1.6129032258,45.161290323,9.6774193548,43.548387097,12.903225806,35.483870968,25.806451613,25.806451613,0.0,0.0,33.870967742,66.129032258,0.0,0.0,100.0,0.0,85.483870968,0.0,14.516129032,0.0,62,2017.0,11.0,LIVING
2,Beth Israel Deaconess Medical Center (MABI),MABI,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,29.166666667,33.333333333,16.666666667,20.833333333,0.0,4.1666666667,58.333333333,8.3333333333,29.166666667,4.1666666667,29.166666667,41.666666667,25.0,0.0,0.0,20.833333333,79.166666667,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,24,2017.0,11.0,LIVING
3,Baystate Medical Center (MABS),MABS,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,18.181818182,18.181818182,27.272727273,36.363636364,0.0,0.0,36.363636364,9.0909090909,54.545454545,9.0909090909,36.363636364,54.545454545,0.0,0.0,0.0,18.181818182,81.818181818,0.0,0.0,100.0,0.0,90.909090909,0.0,9.0909090909,0.0,11,2017.0,11.0,LIVING
4,Boston Medical Center (MABU),MABU,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,40.0,30.0,30.0,0.0,0.0,0.0,40.0,20.0,40.0,10.0,30.0,20.0,40.0,0.0,0.0,20.0,80.0,0.0,0.0,100.0,0.0,90.0,0.0,10.0,0.0,10,2017.0,11.0,LIVING
5,Boston Children's Hospital (MACH),MACH,TX1,2018-01-04 18:00:00,KI,21.428571429,42.857142857,14.285714286,21.428571429,0.0,0.0,0.0,0.0,7.1428571429,50.0,14.285714286,28.571428571,71.428571429,14.285714286,14.285714286,0.0,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,71.428571429,0.0,28.571428571,0.0,14,2017.0,11.0,LIVING
6,Lahey Clinic Medical Center (MALC),MALC,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,0.0,25.0,62.5,12.5,0.0,0.0,12.5,50.0,37.5,0.0,75.0,12.5,12.5,0.0,0.0,37.5,62.5,0.0,0.0,100.0,0.0,87.5,0.0,12.5,0.0,8,2017.0,11.0,LIVING
7,Massachusetts General Hospital (MAMG),MAMG,TX1,2018-01-04 18:00:00,KI,0.0,2.1276595745,0.0,17.021276596,25.531914894,34.042553191,21.276595745,0.0,2.1276595745,38.29787234,6.3829787234,53.191489362,19.14893617,19.14893617,36.170212766,25.531914894,0.0,0.0,44.680851064,55.319148936,0.0,0.0,100.0,0.0,89.361702128,0.0,10.638297872,0.0,47,2017.0,11.0,LIVING
8,Tufts Medical Center (MANM),MANM,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,7.6923076923,15.384615385,61.538461538,15.384615385,0.0,0.0,30.769230769,15.384615385,53.846153846,15.384615385,46.153846154,23.076923077,15.384615385,0.0,0.0,61.538461538,38.461538462,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,13,2017.0,11.0,LIVING
9,Brigham and Women's Hospital (MAPB),MAPB,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,24.137931034,34.482758621,34.482758621,6.8965517241,0.0,0.0,34.482758621,6.8965517241,58.620689655,24.137931034,31.034482759,31.034482759,13.793103448,0.0,0.0,41.379310345,58.620689655,0.0,0.0,100.0,0.0,82.75862069,0.0,17.24137931,0.0,29,2017.0,11.0,LIVING
10,UMass Memorial Medical Center (MAUM),MAUM,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,0.0,20.0,70.0,10.0,0.0,10.0,30.0,20.0,40.0,0.0,20.0,30.0,50.0,0.0,0.0,20.0,80.0,0.0,0.0,100.0,0.0,80.0,0.0,20.0,0.0,10,2017.0,11.0,LIVING
11,Maine Medical Center (MEMC),MEMC,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,0.0,28.571428571,50.0,21.428571429,0.0,7.1428571429,42.857142857,17.857142857,32.142857143,0.0,32.142857143,21.428571429,46.428571429,0.0,0.0,35.714285714,64.285714286,0.0,0.0,100.0,0.0,89.285714286,0.0,10.714285714,0.0,28,2017.0,11.0,LIVING
12,Mary Hitchcock Memorial Hospital (NHDH),NHDH,TX1,2018-01-04 18:00:00,KI,0.0,5.0,0.0,15.0,25.0,25.0,30.0,0.0,5.0,40.0,5.0,50.0,10.0,25.0,25.0,40.0,0.0,0.0,45.0,55.0,0.0,0.0,100.0,0.0,95.0,0.0,5.0,0.0,20,2017.0,11.0,LIVING
13,Rhode Island Hospital (RIRH),RIRH,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,5.2631578947,21.052631579,68.421052632,5.2631578947,0.0,0.0,36.842105263,15.789473684,47.368421053,10.526315789,26.315789474,36.842105263,26.315789474,0.0,0.0,21.052631579,78.947368421,0.0,0.0,100.0,0.0,89.473684211,0.0,10.526315789,0.0,19,2017.0,11.0,LIVING
14,Children's National Medical Center (DCCH),DCCH,TX1,2018-01-04 18:00:00,KI,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,50.0,0.0,37.5,100.0,0.0,0.0,0.0,0.0,0.0,62.5,37.5,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,8,2017.0,11.0,LIVING
15,Georgetown University Medical Center (DCGU),DCGU,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,11.428571429,27.142857143,42.857142857,18.571428571,0.0,4.2857142857,40.0,25.714285714,30.0,5.7142857143,38.571428571,31.428571429,24.285714286,0.0,0.0,34.285714286,65.714285714,0.0,0.0,100.0,0.0,87.142857143,0.0,12.857142857,0.0,70,2017.0,11.0,LIVING
16,George Washington University Hospital (DCGW),DCGW,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,21.428571429,21.428571429,35.714285714,21.428571429,0.0,0.0,42.857142857,28.571428571,28.571428571,7.1428571429,35.714285714,35.714285714,21.428571429,0.0,0.0,57.142857143,42.857142857,0.0,0.0,100.0,0.0,92.857142857,0.0,7.1428571429,0.0,14,2017.0,11.0,LIVING
17,Walter Reed National Military Medical Center at Bethesda (DCWR),DCWR,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,20.833333333,25.0,33.333333333,20.833333333,0.0,0.0,33.333333333,8.3333333333,58.333333333,8.3333333333,20.833333333,45.833333333,25.0,0.0,0.0,33.333333333,66.666666667,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,24,2017.0,11.0,LIVING
18,Alfred I DuPont Hospital for Children (DEAI),DEAI,TX1,2018-01-04 18:00:00,KI,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,1,2017.0,11.0,LIVING
19,Christiana Care Health Services (DECC),DECC,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,0.0,25.0,50.0,25.0,0.0,0.0,50.0,12.5,37.5,0.0,50.0,37.5,12.5,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,8,2017.0,11.0,LIVING
20,Johns Hopkins Hospital (MDJH),MDJH,TX1,2018-01-04 18:00:00,KI,4.2553191489,4.2553191489,0.0,14.893617021,14.893617021,40.425531915,21.276595745,0.0,10.638297872,29.787234043,17.021276596,42.553191489,21.276595745,36.170212766,25.531914894,17.021276596,0.0,0.0,36.170212766,63.829787234,0.0,0.0,100.0,0.0,85.106382979,0.0,14.893617021,0.0,47,2017.0,11.0,LIVING
21,University of Maryland Medical System (MDUM),MDUM,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,4.9382716049,27.160493827,51.851851852,16.049382716,0.0,3.7037037037,50.617283951,7.4074074074,38.271604938,3.7037037037,25.925925926,23.456790123,46.913580247,0.0,0.0,39.50617284,60.49382716,0.0,0.0,100.0,0.0,93.827160494,0.0,6.1728395062,0.0,81,2017.0,11.0,LIVING
22,Hackensack University Medical Center (NJHK),NJHK,TX1,2018-01-04 18:00:00,KI,0.0,9.0909090909,0.0,9.0909090909,18.181818182,18.181818182,45.454545455,0.0,9.0909090909,45.454545455,18.181818182,27.272727273,9.0909090909,27.272727273,27.272727273,36.363636364,0.0,0.0,27.272727273,72.727272727,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,11,2017.0,11.0,LIVING
23,Our Lady of Lourdes Medical Center (NJLL),NJLL,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,100.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,2,2017.0,11.0,LIVING
24,Robert Wood Johnson University Hospital (NJRW),NJRW,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,35.714285714,35.714285714,21.428571429,7.1428571429,0.0,21.428571429,21.428571429,7.1428571429,50.0,21.428571429,28.571428571,28.571428571,21.428571429,0.0,0.0,57.142857143,42.857142857,0.0,0.0,100.0,0.0,78.571428571,0.0,21.428571429,0.0,14,2017.0,11.0,LIVING
25,Saint Barnabas Medical Center (NJSB),NJSB,TX1,2018-01-04 18:00:00,KI,1.9736842105,1.3157894737,0.6578947368,13.815789474,20.394736842,46.052631579,15.789473684,0.0,8.5526315789,36.184210526,15.789473684,39.473684211,12.5,35.526315789,26.315789474,25.657894737,0.0,0.0,30.263157895,69.736842105,0.0,0.0,100.0,0.0,87.5,0.0,12.5,0.0,152,2017.0,11.0,LIVING
26,Albert Einstein Medical Center (PAAE),PAAE,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,2,2017.0,11.0,LIVING
27,Allegheny General Hospital (PAAG),PAAG,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,7.4074074074,22.222222222,55.555555556,14.814814815,0.0,3.7037037037,55.555555556,3.7037037037,37.037037037,3.7037037037,33.333333333,14.814814815,48.148148148,0.0,0.0,48.148148148,51.851851852,0.0,0.0,100.0,0.0,85.185185185,0.0,14.814814815,0.0,27,2017.0,11.0,LIVING
28,Crozer-Chester Medical Center (PACC),PACC,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,25.0,0.0,25.0,50.0,0.0,0.0,25.0,25.0,50.0,0.0,25.0,25.0,50.0,0.0,0.0,25.0,75.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,4,2017.0,11.0,LIVING
29,Children's Hospital of Pittsburgh of UPMC (PACH),PACH,TX1,2018-01-04 18:00:00,KI,16.666666667,33.333333333,0.0,50.0,0.0,0.0,0.0,0.0,0.0,16.666666667,50.0,33.333333333,50.0,33.333333333,0.0,16.666666667,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,83.333333333,0.0,16.666666667,0.0,6,2017.0,11.0,LIVING
30,Children's Hospital of Philadelphia (PACP),PACP,TX1,2018-01-04 18:00:00,KI,16.666666667,83.333333333,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333,16.666666667,0.0,50.0,66.666666667,16.666666667,16.666666667,0.0,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,83.333333333,0.0,16.666666667,0.0,6,2017.0,11.0,LIVING
31,Geisinger Medical Center (PAGM),PAGM,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,23.529411765,47.058823529,23.529411765,5.8823529412,0.0,0.0,41.176470588,0.0,58.823529412,5.8823529412,35.294117647,29.411764706,29.411764706,0.0,0.0,35.294117647,64.705882353,0.0,0.0,100.0,0.0,88.235294118,0.0,11.764705882,0.0,17,2017.0,11.0,LIVING
32,Penn State Milton S Hershey Medical Center (PAHE),PAHE,TX1,2018-01-04 18:00:00,KI,0.0,17.647058824,0.0,17.647058824,0.0,41.176470588,23.529411765,0.0,11.764705882,64.705882353,0.0,23.529411765,29.411764706,41.176470588,17.647058824,11.764705882,0.0,0.0,35.294117647,64.705882353,0.0,0.0,100.0,0.0,76.470588235,0.0,23.529411765,0.0,17,2017.0,11.0,LIVING
33,Pinnacle Health System at Harrisburg Hospital (PAHH),PAHH,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,15.0,45.0,30.0,10.0,0.0,5.0,50.0,30.0,15.0,10.0,15.0,25.0,50.0,0.0,0.0,35.0,65.0,0.0,0.0,100.0,0.0,85.0,0.0,15.0,0.0,20,2017.0,11.0,LIVING
