,ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCC_A10_C,RCC_A17_C,RCC_A2_C,RCC_A34_C,RCC_A49_C, RCC_A65P_C,RCC_AU_C,RCC_BAB_C,RCC_BA_C,RCC_BB_C,RCC_BO_C,RCC_BMI20_C,RCC_BMI25_C,RCC_BMI30_C,RCC_BMI31P_C,RCC_BMINR_C,RCC_BU_C,RCC_GF_C,RCC_GM_C,RCC_GU_C,RCC_ICU_C,RCC_HOSPNR_C,RCC_HOSP_C,RCC_PTXN_C,RCC_PTXU_C,RCC_PTXY_C,RCC_NOTHOSP_C,RCC_TST1_C,RCC_TST1_R,RCC_TST1A_C,RCC_TST1A_R,RCC_TST1B_C, RCC_TST1B_R,RCC_TST2_C,RCC_TST2_R,RCC_TST2A_C,RCC_TST2A_R,RCC_TST2B_C,RCC_TST2B_R,RCC_TST3_C,RCC_TST3_R,RCC_ME11_C,RCC_ME11_R,RCC_ME15_C,RCC_ME15_R,RCC_ME21_C,RCC_ME21_R,RCC_ME31_C,RCC_ME31_R,RCC_ME6_C,RCC_ME6_R,RCC_PE6_C,RCC_PE6_R,RCC_PE11_C,RCC_PE11_R,RCC_PE15_C,RCC_PE15_R,RCC_PE21_C,RCC_PE21_R,RCC_PE31_C,RCC_PE31_R,RCC_TINA_C,RCC_TINA_R,D_OR_L,YEAR,MONTH
28,Johns Hopkins All Children's Hospital (FLAC),FLAC,TX1,2017-07-05 19:00:00,HR,50,12.5,37.5,0,0,,0,0,62.5,12.5,25,75,0,12.5,12.5,0,0,75,25,0,87.5,0,0,87.5,0,12.5,12.5,,,50,63.184079602,37.5,,12.5,1.7412935323,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
29,Cleveland Clinic Florida Weston (FLCC),FLCC,TX1,2017-07-05 19:00:00,HR,0,0,0,0,28.571428571,,0,4.7619047619,38.095238095,14.285714286,42.857142857,4.7619047619,33.333333333,38.095238095,23.80952381,0,0,9.5238095238,90.476190476,0,38.095238095,0,19.047619048,100,0,0,42.857142857,,,57.142857143,63.184079602,23.80952381,,19.047619048,1.7412935323,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
30,Florida Hospital Medical Center (FLFH),FLFH,TX1,2017-07-05 19:00:00,HR,0,0,0,7.6923076923,15.384615385,,0,3.8461538462,38.461538462,9.6153846154,48.076923077,5.7692307692,19.230769231,32.692307692,42.307692308,0,0,25,75,0,36.538461538,0,13.461538462,100,0,0,50,,,61.538461538,63.184079602,38.461538462,,0,1.7412935323,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
31,Memorial Regional Hospital/Joe DiMaggio Children's Hospital (FLJD),FLJD,TX1,2017-07-05 19:00:00,HR,22.222222222,33.333333333,44.444444444,0,0,,0,0,44.444444444,0,55.555555556,66.666666667,22.222222222,11.111111111,0,0,0,33.333333333,66.666666667,0,55.555555556,0,11.111111111,100,0,0,33.333333333,,,77.777777778,63.184079602,22.222222222,,0,1.7412935323,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
32,Jackson Memorial Hospital University of Miami School of Medicine (FLJM),FLJM,TX1,2017-07-05 19:00:00,HR,2.5641025641,2.5641025641,0,12.820512821,20.512820513,,0,7.6923076923,35.897435897,15.384615385,41.025641026,10.256410256,53.846153846,23.076923077,12.820512821,0,0,30.769230769,69.230769231,0,43.58974359,0,2.5641025641,92.307692308,0,7.6923076923,53.846153846,,,48.717948718,63.184079602,48.717948718,,2.5641025641,1.7412935323,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
33,Memorial Regional Hospital (FLMR),FLMR,TX1,2017-07-05 19:00:00,HR,0,0,0,0,40,,0,0,40,60,0,0,20,40,20,20,0,0,100,0,40,0,0,100,0,0,60,,,60,63.184079602,40,,0,1.7412935323,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
34,Mayo Clinic Florida (FLSL),FLSL,TX1,2017-07-05 19:00:00,HR,0,0,0,0,17.391304348,,0,4.347826087,34.782608696,17.391304348,43.47826087,4.347826087,34.782608696,30.434782609,30.434782609,0,0,30.434782609,69.565217391,0,69.565217391,0,4.347826087,100,0,0,26.086956522,,,86.956521739,63.184079602,13.043478261,,0,1.7412935323,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
35,Tampa General Hospital (FLTG),FLTG,TX1,2017-07-05 19:00:00,HR,0,0,0,7.1428571429,28.571428571,,0,4.7619047619,45.238095238,7.1428571429,42.857142857,14.285714286,28.571428571,35.714285714,21.428571429,0,0,26.19047619,73.80952381,0,42.857142857,0,7.1428571429,92.857142857,0,7.1428571429,50,,,61.904761905,63.184079602,38.095238095,,0,1.7412935323,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
36,UF Health Shands Hospital (FLUF),FLUF,TX1,2017-07-05 19:00:00,HR,9.0909090909,9.0909090909,22.727272727,9.0909090909,15.909090909,,0,2.2727272727,50,18.181818182,29.545454545,36.363636364,18.181818182,36.363636364,9.0909090909,0,0,36.363636364,63.636363636,0,47.727272727,0,13.636363636,95.454545455,0,4.5454545455,38.636363636,,,72.727272727,63.184079602,27.272727273,,0,1.7412935323,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
37,Children's Healthcare of Atlanta at Egleston (GAEH),GAEH,TX1,2017-07-05 19:00:00,HR,50,25,18.75,6.25,0,,0,0,37.5,18.75,43.75,81.25,12.5,0,6.25,0,0,37.5,62.5,0,18.75,0,37.5,93.75,0,6.25,43.75,,,56.25,63.184079602,43.75,,0,1.7412935323,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
38,Emory University Hospital (GAEM),GAEM,TX1,2017-07-05 19:00:00,HR,0,0,0,7.6923076923,33.333333333,,0,10.256410256,30.769230769,25.641025641,33.333333333,10.256410256,23.076923077,46.153846154,20.512820513,0,0,17.948717949,82.051282051,0,43.58974359,0,2.5641025641,94.871794872,0,5.1282051282,53.846153846,,,71.794871795,63.184079602,28.205128205,,0,1.7412935323,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
39,Piedmont Hospital (GAPH),GAPH,TX1,2017-07-05 19:00:00,HR,0,0,0,30,0,,0,10,40,10,40,10,10,40,40,0,0,20,80,0,60,0,0,100,0,0,40,,,70,63.184079602,30,,0,1.7412935323,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
40,Ochsner Foundation Hospital (LAOF),LAOF,TX1,2017-07-05 19:00:00,HR,0,8.6956521739,0,8.6956521739,26.086956522,,0,4.347826087,47.826086957,13.043478261,34.782608696,13.043478261,34.782608696,17.391304348,34.782608696,0,0,34.782608696,65.217391304,0,30.434782609,0,13.043478261,91.304347826,0,8.6956521739,56.52173913,,,60.869565217,63.184079602,39.130434783,,0,1.7412935323,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
41,University of Mississippi Medical Center (MSUM),MSUM,TX1,2017-07-05 19:00:00,HR,5.8823529412,0,0,5.8823529412,29.411764706,,0,11.764705882,35.294117647,11.764705882,41.176470588,17.647058824,17.647058824,41.176470588,23.529411765,0,0,47.058823529,52.941176471,0,29.411764706,0,17.647058824,100,0,0,52.941176471,,,41.176470588,63.184079602,58.823529412,,0,1.7412935323,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
42,Cardiovascular Center of Puerto Rico and the Caribbean (PRCC),PRCC,TX1,2017-07-05 19:00:00,HR,33.333333333,33.333333333,0,0,0,,0,33.333333333,33.333333333,0,33.333333333,66.666666667,0,33.333333333,0,0,0,0,100,0,100,0,0,100,0,0,0,,,33.333333333,63.184079602,33.333333333,,33.333333333,1.7412935323,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
43,Integris Baptist Medical Center (OKBC),OKBC,TX1,2017-07-05 19:00:00,HR,0,0,0,10,5,,0,5,55,15,25,5,25,55,15,0,0,30,70,0,60,0,15,90,0,10,25,,,65,68.258426966,35,,0,1.404494382,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
44,Children's Medical Center of Dallas (TXCM),TXCM,TX1,2017-07-05 19:00:00,HR,28.571428571,21.428571429,50,0,0,,0,0,50,7.1428571429,42.857142857,92.857142857,0,7.1428571429,0,0,0,64.285714286,35.714285714,0,57.142857143,0,14.285714286,100,0,0,28.571428571,,,78.571428571,68.258426966,21.428571429,,0,1.404494382,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
45,Seton Medical Center Austin (TXCT),TXCT,TX1,2017-07-05 19:00:00,HR,0,0,0,6.25,18.75,,0,6.25,31.25,12.5,50,6.25,31.25,50,12.5,0,0,37.5,62.5,0,0,0,12.5,100,0,0,87.5,,,31.25,68.258426966,68.75,,0,1.404494382,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
46,Medical City Dallas Hospital (TXHD),TXHD,TX1,2017-07-05 19:00:00,HR,0,0,0,7.1428571429,7.1428571429,,0,0,14.285714286,14.285714286,71.428571429,0,28.571428571,35.714285714,35.714285714,0,0,28.571428571,71.428571429,0,28.571428571,0,0,92.857142857,0,7.1428571429,71.428571429,,,64.285714286,68.258426966,35.714285714,,0,1.404494382,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
47,"Memorial Hermann Hospital, University of Texas at Houston (TXHH)",TXHH,TX1,2017-07-05 19:00:00,HR,0,0,0,15.555555556,8.8888888889,,0,4.4444444444,33.333333333,11.111111111,51.111111111,8.8888888889,42.222222222,31.111111111,17.777777778,0,0,24.444444444,75.555555556,0,57.777777778,0,8.8888888889,97.777777778,0,2.2222222222,33.333333333,,,75.555555556,68.258426966,22.222222222,,2.2222222222,1.404494382,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
48,CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI),TXHI,TX1,2017-07-05 19:00:00,HR,0,0,0,7.5,17.5,,0,5,32.5,15,47.5,15,37.5,32.5,15,0,0,22.5,77.5,0,62.5,0,12.5,92.5,0,7.5,25,,,90,68.258426966,10,,0,1.404494382,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
49,Methodist Specialty and Transplant Hospital (TXHS),TXHS,TX1,2017-07-05 19:00:00,HR,0,0,0,0,13.636363636,,0,0,31.818181818,13.636363636,54.545454545,0,50,22.727272727,22.727272727,4.5454545455,0,36.363636364,63.636363636,0,40.909090909,4.5454545455,4.5454545455,100,0,0,50,,,54.545454545,68.258426966,45.454545455,,0,1.404494382,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
50,University of Texas Medical Branch at Galveston (TXJS),TXJS,TX1,2017-07-05 19:00:00,HR,0,0,0,0,22.222222222,,0,11.111111111,0,0,88.888888889,0,33.333333333,44.444444444,22.222222222,0,0,33.333333333,66.666666667,0,22.222222222,0,55.555555556,100,0,0,22.222222222,,,77.777777778,68.258426966,22.222222222,,0,1.404494382,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
51,Houston Methodist Hospital (TXMH),TXMH,TX1,2017-07-05 19:00:00,HR,0,0,0,7.6923076923,23.076923077,,0,5.1282051282,28.205128205,17.948717949,48.717948718,10.256410256,30.769230769,41.025641026,5.1282051282,12.820512821,0,33.333333333,66.666666667,0,61.538461538,12.820512821,12.820512821,89.743589744,0,10.256410256,12.820512821,,,89.743589744,68.258426966,10.256410256,,0,1.404494382,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
52,UT Southwestern Medical Center/ (TXSP),TXSP,TX1,2017-07-05 19:00:00,HR,0,2.3255813953,0,4.6511627907,34.88372093,,0,2.3255813953,48.837209302,16.279069767,32.558139535,11.627906977,23.255813953,41.860465116,23.255813953,0,0,37.209302326,62.790697674,0,53.488372093,0,6.976744186,97.674418605,0,2.3255813953,39.534883721,,,72.093023256,68.258426966,27.906976744,,0,1.404494382,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
53,Scott and White Memorial Hospital (TXSW),TXSW,TX1,2017-07-05 19:00:00,HR,0,0,0,0,22.222222222,,0,0,44.444444444,33.333333333,22.222222222,0,11.111111111,55.555555556,33.333333333,0,0,11.111111111,88.888888889,0,22.222222222,0,11.111111111,100,0,0,66.666666667,,,55.555555556,68.258426966,44.444444444,,0,1.404494382,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
54,Texas Children's Hospital (TXTC),TXTC,TX1,2017-07-05 19:00:00,HR,32,32,36,0,0,,0,0,28,20,52,84,8,8,0,0,0,40,60,0,44,0,20,92,0,8,36,,,64,68.258426966,32,,4,1.404494382,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
55,Baylor University Medical Center (TXTX),TXTX,TX1,2017-07-05 19:00:00,HR,0,0,0,5,18.333333333,,0,5,38.333333333,13.333333333,43.333333333,1.6666666667,40,33.333333333,25,0,0,23.333333333,76.666666667,0,20,0,23.333333333,96.666666667,0,3.3333333333,56.666666667,,,48.333333333,68.258426966,46.666666667,,5,1.404494382,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
56,Phoenix Children's Hospital (AZCH),AZCH,TX1,2017-07-05 19:00:00,HR,37.5,12.5,50,0,0,,0,8.3333333333,29.166666667,20.833333333,41.666666667,91.666666667,4.1666666667,4.1666666667,0,0,0,45.833333333,54.166666667,0,79.166666667,0,0,95.833333333,0,4.1666666667,20.833333333,,,58.333333333,68.199233716,33.333333333,,8.3333333333,5.7471264368,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
57,Mayo Clinic Hospital (AZMC),AZMC,TX1,2017-07-05 19:00:00,HR,0,0,0,12,24,,0,4,38,6,52,4,32,38,26,0,0,24,76,0,16,0,22,100,0,0,62,,,48,68.199233716,50,,2,5.7471264368,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
58,Banner University Medical Center-Tucson (AZUA),AZUA,TX1,2017-07-05 19:00:00,HR,0,0,0,0,28.571428571,,0,0,71.428571429,0,28.571428571,0,28.571428571,28.571428571,28.571428571,14.285714286,0,14.285714286,85.714285714,0,0,14.285714286,0,100,0,0,85.714285714,,,42.857142857,68.199233716,42.857142857,,14.285714286,5.7471264368,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
59,Rady Children's Hospital and Health Center (CACH),CACH,TX1,2017-07-05 19:00:00,HR,100,0,0,0,0,,0,0,0,0,100,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,100,,,0,68.199233716,100,,0,5.7471264368,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
60,Childrens Hospital Los Angeles (CACL),CACL,TX1,2017-07-05 19:00:00,HR,25,37.5,25,12.5,0,,0,0,12.5,0,87.5,50,12.5,37.5,0,0,0,62.5,37.5,0,12.5,0,62.5,100,0,0,25,,,75,68.199233716,25,,0,5.7471264368,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
61,Cedars-Sinai Medical Center (CACS),CACS,TX1,2017-07-05 19:00:00,HR,0,0,0,10.655737705,15.573770492,,0,8.1967213115,38.524590164,16.393442623,36.885245902,18.852459016,37.704918033,27.868852459,15.573770492,0,0,25.409836066,74.590163934,0,14.754098361,0,48.360655738,91.803278689,0,8.1967213115,36.885245902,,,74.590163934,68.199233716,11.475409836,,13.93442623,5.7471264368,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
62,Loma Linda University Medical Center (CALL),CALL,TX1,2017-07-05 19:00:00,HR,9.0909090909,4.5454545455,27.272727273,22.727272727,4.5454545455,,0,0,54.545454545,18.181818182,27.272727273,40.909090909,31.818181818,18.181818182,9.0909090909,0,0,50,50,0,72.727272727,0,0,95.454545455,0,4.5454545455,27.272727273,,,77.272727273,68.199233716,18.181818182,,4.5454545455,5.7471264368,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
63,Lucile Salter Packard Children's Hospital at Stanford (CAPC),CAPC,TX1,2017-07-05 19:00:00,HR,33.333333333,44.444444444,5.5555555556,16.666666667,0,,0,0,50,11.111111111,38.888888889,61.111111111,11.111111111,27.777777778,0,0,0,50,50,0,5.5555555556,0,33.333333333,100,0,0,61.111111111,,,72.222222222,68.199233716,27.777777778,,0,5.7471264368,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
64,California Pacific Medical Center (CAPM),CAPM,TX1,2017-07-05 19:00:00,HR,0,0,0,0,20,,0,0,0,20,80,0,60,20,20,0,0,0,100,0,80,0,0,60,0,40,20,,,80,68.199233716,20,,0,5.7471264368,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
65,University of California San Diego Medical Center (CASD),CASD,TX1,2017-07-05 19:00:00,HR,0,0,0,12.5,6.25,,0,6.25,40.625,15.625,37.5,15.625,34.375,40.625,9.375,0,0,12.5,87.5,0,15.625,0,37.5,100,0,0,46.875,,,81.25,68.199233716,18.75,,0,5.7471264368,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
66,University of California San Francisco Medical Center (CASF),CASF,TX1,2017-07-05 19:00:00,HR,0,0,0,5,35,,0,10,25,15,50,15,60,15,10,0,0,30,70,0,5,0,10,100,0,0,85,,,45,68.199233716,55,,0,5.7471264368,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
67,Sutter Meidcal Center Sacramento (CASG),CASG,TX1,2017-07-05 19:00:00,HR,0,0,0,9.0909090909,9.0909090909,,0,0,72.727272727,18.181818182,9.0909090909,0,27.272727273,54.545454545,18.181818182,0,0,9.0909090909,90.909090909,0,0,0,0,90.909090909,0,9.0909090909,100,,,45.454545455,68.199233716,54.545454545,,0,5.7471264368,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
68,Sharp Memorial Hospital (CASH),CASH,TX1,2017-07-05 19:00:00,HR,0,0,0,15.384615385,7.6923076923,,0,0,46.153846154,23.076923077,30.769230769,15.384615385,38.461538462,23.076923077,23.076923077,0,0,38.461538462,61.538461538,0,76.923076923,0,0,100,0,0,23.076923077,,,84.615384615,68.199233716,15.384615385,,0,5.7471264368,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
69,Stanford Health Care (CASU),CASU,TX1,2017-07-05 19:00:00,HR,0,1.7857142857,0,12.5,14.285714286,,0,7.1428571429,35.714285714,14.285714286,42.857142857,7.1428571429,30.357142857,28.571428571,33.928571429,0,0,17.857142857,82.142857143,0,10.714285714,0,16.071428571,96.428571429,0,3.5714285714,73.214285714,,,62.5,68.199233716,32.142857143,,5.3571428571,5.7471264368,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
70,University of California at Los Angeles Medical Center (CAUC),CAUC,TX1,2017-07-05 19:00:00,HR,1.4925373134,4.4776119403,7.4626865672,13.432835821,13.432835821,,0,4.4776119403,41.791044776,11.940298507,41.791044776,22.388059701,23.880597015,29.850746269,23.880597015,0,0,29.850746269,70.149253731,0,46.268656716,0,23.880597015,89.552238806,0,10.447761194,29.850746269,,,80.597014925,68.199233716,11.940298507,,7.4626865672,5.7471264368,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
71,Keck Hospital of USC (CAUH),CAUH,TX1,2017-07-05 19:00:00,HR,0,0,0,0,16.666666667,,0,0,44.444444444,16.666666667,38.888888889,0,55.555555556,33.333333333,11.111111111,0,0,5.5555555556,94.444444444,0,77.777777778,0,0,100,0,0,22.222222222,,,88.888888889,68.199233716,11.111111111,,0,5.7471264368,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
72,Intermountain Medical Center (UTLD),UTLD,TX1,2017-07-05 19:00:00,HR,0,0,0,17.647058824,35.294117647,,0,0,52.941176471,17.647058824,29.411764706,5.8823529412,23.529411765,41.176470588,29.411764706,0,0,35.294117647,64.705882353,0,11.764705882,0,23.529411765,94.117647059,0,5.8823529412,64.705882353,,,52.941176471,68.199233716,47.058823529,,0,5.7471264368,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
73,University of Utah Medical Center (UTMC),UTMC,TX1,2017-07-05 19:00:00,HR,0,0,0,5.5555555556,22.222222222,,0,16.666666667,33.333333333,22.222222222,27.777777778,11.111111111,22.222222222,33.333333333,33.333333333,0,0,27.777777778,72.222222222,0,27.777777778,0,22.222222222,94.444444444,0,5.5555555556,50,,,55.555555556,68.199233716,44.444444444,,0,5.7471264368,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
74,Primary Children's Hospital (UTPC),UTPC,TX1,2017-07-05 19:00:00,HR,46.153846154,7.6923076923,38.461538462,7.6923076923,0,,0,0,53.846153846,0,46.153846154,84.615384615,15.384615385,0,0,0,0,53.846153846,46.153846154,0,30.769230769,0,30.769230769,92.307692308,0,7.6923076923,38.461538462,,,69.230769231,68.199233716,30.769230769,,0,5.7471264368,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
75,Oregon Health & Science University (ORUO),ORUO,TX1,2017-07-05 19:00:00,HR,0,0,0,10,13.333333333,,0,3.3333333333,33.333333333,16.666666667,46.666666667,0,30,50,20,0,0,23.333333333,76.666666667,0,20,0,10,96.666666667,0,3.3333333333,70,,,60,58.11965812,40,,0,4.2735042735,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
76,Seattle Children's Hospital (WACH),WACH,TX1,2017-07-05 19:00:00,HR,43.75,12.5,25,18.75,0,,0,6.25,25,0,68.75,75,25,0,0,0,0,37.5,62.5,0,62.5,0,12.5,81.25,0,18.75,25,,,68.75,58.11965812,25,,6.25,4.2735042735,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
77,Providence Sacred Heart Medical Center & Children's Hospital (WASH),WASH,TX1,2017-07-05 19:00:00,HR,0,7.6923076923,0,0,15.384615385,,0,0,46.153846154,15.384615385,38.461538462,15.384615385,46.153846154,15.384615385,23.076923077,0,0,15.384615385,84.615384615,0,15.384615385,0,30.769230769,100,0,0,53.846153846,,,53.846153846,58.11965812,46.153846154,,0,4.2735042735,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
78,University of Washington Medical Center (WAUW),WAUW,TX1,2017-07-05 19:00:00,HR,0,0,0,12.068965517,27.586206897,,0,6.8965517241,41.379310345,6.8965517241,44.827586207,5.1724137931,31.034482759,34.482758621,29.310344828,0,0,31.034482759,68.965517241,0,6.8965517241,0,18.965517241,98.275862069,0,1.724137931,74.137931034,,,55.172413793,58.11965812,37.931034483,,6.8965517241,4.2735042735,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
79,Advocate Christ Medical Center (ILCH),ILCH,TX1,2017-07-05 19:00:00,HR,0,0,0,3.8461538462,26.923076923,,0,3.8461538462,38.461538462,15.384615385,42.307692308,7.6923076923,34.615384615,26.923076923,30.769230769,0,0,19.230769231,80.769230769,0,15.384615385,0,7.6923076923,100,0,0,76.923076923,,,96.153846154,81.111111111,3.8461538462,,0,0.3703703704,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
80,Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM),ILCM,TX1,2017-07-05 19:00:00,HR,45,30,25,0,0,,0,0,40,10,50,50,20,0,0,30,0,50,50,0,95,0,5,85,0,15,0,,,100,81.111111111,0,,0,0.3703703704,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
81,Loyola University Medical Center (ILLU),ILLU,TX1,2017-07-05 19:00:00,HR,0,0,0,2.7777777778,27.777777778,,0,2.7777777778,50,19.444444444,27.777777778,5.5555555556,19.444444444,25,50,0,0,33.333333333,66.666666667,0,44.444444444,0,19.444444444,100,0,0,36.111111111,,,91.666666667,81.111111111,8.3333333333,,0,0.3703703704,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
82,Northwestern Memorial Hospital (ILNM),ILNM,TX1,2017-07-05 19:00:00,HR,0,0,0,16.129032258,22.580645161,,0,0,48.387096774,19.35483871,32.258064516,6.4516129032,32.258064516,35.483870968,25.806451613,0,0,29.032258065,70.967741935,0,51.612903226,0,0,96.774193548,0,3.2258064516,48.387096774,,,83.870967742,81.111111111,16.129032258,,0,0.3703703704,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
83,University of Chicago Medical Center (ILUC),ILUC,TX1,2017-07-05 19:00:00,HR,0,0,0,19.35483871,12.903225806,,0,3.2258064516,35.483870968,29.032258065,32.258064516,3.2258064516,35.483870968,22.580645161,35.483870968,3.2258064516,0,22.580645161,77.419354839,0,64.516129032,0,16.129032258,100,0,0,19.35483871,,,93.548387097,81.111111111,3.2258064516,,3.2258064516,0.3703703704,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
84,Abbott Northwestern Hospital (MNAN),MNAN,TX1,2017-07-05 19:00:00,HR,0,0,0,5.2631578947,5.2631578947,,0,15.789473684,36.842105263,5.2631578947,42.105263158,0,42.105263158,42.105263158,15.789473684,0,0,10.526315789,89.473684211,0,36.842105263,0,26.315789474,100,0,0,36.842105263,,,84.210526316,81.111111111,15.789473684,,0,0.3703703704,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
85,Saint Marys Hospital (Mayo Clinic) (MNSM),MNSM,TX1,2017-07-05 19:00:00,HR,0,9.0909090909,0,18.181818182,18.181818182,,0,13.636363636,22.727272727,13.636363636,50,9.0909090909,27.272727273,54.545454545,9.0909090909,0,0,22.727272727,77.272727273,0,27.272727273,0,31.818181818,86.363636364,0,13.636363636,40.909090909,,,86.363636364,81.111111111,13.636363636,,0,0.3703703704,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
86,"University of Minnesota Medical Center, Fairview (MNUM)",MNUM,TX1,2017-07-05 19:00:00,HR,3.125,3.125,3.125,6.25,15.625,,0,6.25,46.875,9.375,37.5,18.75,28.125,31.25,21.875,0,0,43.75,56.25,0,15.625,0,25,100,0,0,59.375,,,68.75,81.111111111,31.25,,0,0.3703703704,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
87,Children's Hospital of Wisconsin (WICH),WICH,TX1,2017-07-05 19:00:00,HR,11.111111111,33.333333333,44.444444444,11.111111111,0,,0,11.111111111,66.666666667,11.111111111,11.111111111,100,0,0,0,0,0,44.444444444,55.555555556,0,66.666666667,0,11.111111111,100,0,0,22.222222222,,,66.666666667,81.111111111,33.333333333,,0,0.3703703704,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
88,Froedtert Memorial Lutheran Hospital (WISE),WISE,TX1,2017-07-05 19:00:00,HR,0,0,0,33.333333333,33.333333333,,0,0,33.333333333,33.333333333,33.333333333,33.333333333,33.333333333,0,33.333333333,0,0,0,100,0,0,0,33.333333333,100,0,0,66.666666667,,,33.333333333,81.111111111,66.666666667,,0,0.3703703704,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
89,Aurora St. Luke's Medical Center (WISL),WISL,TX1,2017-07-05 19:00:00,HR,0,0,0,12,12,,0,4,40,32,24,0,24,52,24,0,0,8,92,0,4,0,8,100,0,0,88,,,60,81.111111111,40,,0,0.3703703704,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
90,University of Wisconsin Hospital and Clinics (WIUW),WIUW,TX1,2017-07-05 19:00:00,HR,0,0,0,12.5,12.5,,0,0,75,18.75,6.25,0,31.25,18.75,50,0,0,12.5,87.5,0,6.25,0,12.5,100,0,0,81.25,,,43.75,81.111111111,56.25,,0,0.3703703704,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
