ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCC_A10_C,RCC_A17_C,RCC_A2_C,RCC_A34_C,RC_A49_C,RCC_A64_C,RCC_A65P_C,RCC_AU_C,RCC_BAB_C,RCC_BA_C,RCC_BB_C,RCC_BO_C,RCC_BMI20_C,RCC_BMI25_C,RCC_BMI30_C,RCC_BMI31P_C,RCC_BMINR_C,RCC_BU_C,RCC_GF_C,RCC_GM_C,RCC_GU_C,RCC_ICU_C,RCC_HOSPNR_C,RCC_HOSP_C,RCC_PTXN_C,RCC_PTXU_C,RCC_PTXY_C,RCC_TINA_R,D_OR_L,YEAR,MONTH
Houston Methodist Hospital (TXMH),TXMH,TX1,2018-01-04 18:00:00,LU,0,0,0,5.2631578947,15.789473684,26.315789474,0,5.2631578947,38.596491228,22.807017544,33.333333333,7.0175438596,28.070175439,40.350877193,24.561403509,0,0,43.859649123,56.140350877,0,10.526315789,0,10.526315789,100,0,0,78.947368421,52.631578947,D,2017,11
UT Southwestern Medical Center/ (TXSP),TXSP,TX1,2018-01-04 18:00:00,LU,0,0,0,10.447761194,10.447761194,31.343283582,0,4.4776119403,49.253731343,4.4776119403,41.791044776,20.895522388,35.820895522,40.298507463,2.9850746269,0,0,38.805970149,61.194029851,0,5.9701492537,0,5.9701492537,100,0,0,88.059701493,47.76119403,D,2017,11
Texas Children's Hospital (TXTC),TXTC,TX1,2018-01-04 18:00:00,LU,14.285714286,85.714285714,0,0,0,0,0,0,28.571428571,0,71.428571429,85.714285714,14.285714286,0,0,0,0,57.142857143,42.857142857,0,0,0,14.285714286,100,0,0,85.714285714,0,D,2017,11
Baylor University Medical Center (TXTX),TXTX,TX1,2018-01-04 18:00:00,LU,0,0,0,5.8823529412,2.9411764706,32.352941176,0,5.8823529412,38.235294118,8.8235294118,47.058823529,8.8235294118,32.352941176,50,8.8235294118,0,0,44.117647059,55.882352941,0,5.8823529412,0,8.8235294118,100,0,0,85.294117647,58.823529412,D,2017,11
Mayo Clinic Hospital (AZMC),AZMC,TX1,2018-01-04 18:00:00,LU,0,0,0,0,0,0,0,0,50,0,50,0,0,100,0,0,0,0,100,0,0,0,50,50,0,50,50,100,D,2017,11
St. Joseph's Hospital and Medical Center (AZSJ),AZSJ,TX1,2018-01-04 18:00:00,LU,0,2,0,5,5,43,0,2,48,5,45,23,29,29,19,0,0,54,46,0,12,0,8,94,0,6,80,45,D,2017,11
Banner University Medical Center-Tucson (AZUA),AZUA,TX1,2018-01-04 18:00:00,LU,0,0,0,12.5,6.25,25,0,6.25,31.25,12.5,50,18.75,37.5,43.75,0,0,0,31.25,68.75,0,18.75,0,0,87.5,0,12.5,81.25,56.25,D,2017,11
Cedars-Sinai Medical Center (CACS),CACS,TX1,2018-01-04 18:00:00,LU,0,0,0,0,7.6923076923,61.538461538,0,0,30.769230769,0,69.230769231,23.076923077,30.769230769,46.153846154,0,0,0,38.461538462,61.538461538,0,7.6923076923,0,0,92.307692308,0,7.6923076923,92.307692308,30.769230769,D,2017,11
Lucile Salter Packard Children's Hospital at Stanford (CAPC),CAPC,TX1,2018-01-04 18:00:00,LU,25,75,0,0,0,0,0,0,50,25,25,50,50,0,0,0,0,50,50,0,0,0,25,100,0,0,75,0,D,2017,11
University of California San Diego Medical Center (CASD),CASD,TX1,2018-01-04 18:00:00,LU,0,0,0,7.1428571429,7.1428571429,57.142857143,0,7.1428571429,35.714285714,14.285714286,42.857142857,14.285714286,35.714285714,42.857142857,7.1428571429,0,0,7.1428571429,92.857142857,0,7.1428571429,0,0,100,0,0,92.857142857,28.571428571,D,2017,11
University of California San Francisco Medical Center (CASF),CASF,TX1,2018-01-04 18:00:00,LU,0,0,0,8.1632653061,20.408163265,28.571428571,0,6.1224489796,20.408163265,12.244897959,61.224489796,16.326530612,32.653061224,44.897959184,6.1224489796,0,0,40.816326531,59.183673469,0,22.448979592,0,10.204081633,97.959183673,0,2.0408163265,67.346938776,42.857142857,D,2017,11
Stanford Health Care (CASU),CASU,TX1,2018-01-04 18:00:00,LU,0,2.3255813953,0,11.627906977,13.953488372,37.209302326,0,0,41.860465116,9.3023255814,48.837209302,16.279069767,39.534883721,34.88372093,9.3023255814,0,0,32.558139535,67.441860465,0,16.279069767,0,6.976744186,93.023255814,0,6.976744186,76.744186047,34.88372093,D,2017,11
University of California at Los Angeles Medical Center (CAUC),CAUC,TX1,2018-01-04 18:00:00,LU,0,0,0,9.1954022989,10.344827586,31.034482759,0,5.7471264368,36.781609195,11.494252874,45.977011494,25.287356322,27.586206897,41.379310345,5.7471264368,0,0,40.229885057,59.770114943,0,19.540229885,0,10.344827586,96.551724138,0,3.4482758621,70.114942529,49.425287356,D,2017,11
Keck Hospital of USC (CAUH),CAUH,TX1,2018-01-04 18:00:00,LU,0,0,0,0,11.111111111,11.111111111,0,0,22.222222222,22.222222222,55.555555556,11.111111111,44.444444444,22.222222222,22.222222222,0,0,44.444444444,55.555555556,0,0,0,0,100,0,0,100,77.777777778,D,2017,11
University of Utah Medical Center (UTMC),UTMC,TX1,2018-01-04 18:00:00,LU,0,0,0,8.3333333333,8.3333333333,33.333333333,0,25,25,25,25,16.666666667,33.333333333,25,16.666666667,8.3333333333,0,25,75,0,25,8.3333333333,0,91.666666667,0,8.3333333333,66.666666667,50,D,2017,11
University of Washington Medical Center (WAUW),WAUW,TX1,2018-01-04 18:00:00,LU,0,0,0,5.4545454545,14.545454545,29.090909091,0,1.8181818182,43.636363636,9.0909090909,45.454545455,14.545454545,34.545454545,49.090909091,1.8181818182,0,0,32.727272727,67.272727273,0,1.8181818182,0,5.4545454545,98.181818182,0,1.8181818182,92.727272727,50.909090909,D,2017,11
Advocate Christ Medical Center (ILCH),ILCH,TX1,2018-01-04 18:00:00,LU,0,0,0,0,10,40,0,0,50,20,30,10,40,30,20,0,0,70,30,0,10,0,10,100,0,0,80,50,D,2017,11
Loyola University Medical Center (ILLU),ILLU,TX1,2018-01-04 18:00:00,LU,0,0,0,4.7619047619,14.285714286,35.714285714,0,0,50,11.904761905,38.095238095,28.571428571,23.80952381,45.238095238,2.380952381,0,0,40.476190476,59.523809524,0,11.904761905,0,11.904761905,90.476190476,0,9.5238095238,76.19047619,45.238095238,D,2017,11
Northwestern Memorial Hospital (ILNM),ILNM,TX1,2018-01-04 18:00:00,LU,0,0,0,7.6923076923,15.384615385,30.769230769,0,15.384615385,23.076923077,15.384615385,46.153846154,15.384615385,53.846153846,23.076923077,7.6923076923,0,0,23.076923077,76.923076923,0,7.6923076923,0,23.076923077,100,0,0,69.230769231,46.153846154,D,2017,11
University of Chicago Medical Center (ILUC),ILUC,TX1,2018-01-04 18:00:00,LU,0,0,0,0,10.526315789,31.578947368,0,0,57.894736842,10.526315789,31.578947368,15.789473684,31.578947368,47.368421053,5.2631578947,0,0,47.368421053,52.631578947,0,10.526315789,0,0,100,0,0,89.473684211,57.894736842,D,2017,11
Saint Marys Hospital (Mayo Clinic) (MNSM),MNSM,TX1,2018-01-04 18:00:00,LU,0,0,0,0,44.444444444,11.111111111,0,0,44.444444444,0,55.555555556,22.222222222,22.222222222,55.555555556,0,0,0,33.333333333,66.666666667,0,22.222222222,0,55.555555556,100,0,0,22.222222222,44.444444444,D,2017,11
"University of Minnesota Medical Center, Fairview (MNUM)",MNUM,TX1,2018-01-04 18:00:00,LU,0,1.7857142857,0,10.714285714,5.3571428571,26.785714286,0,0,42.857142857,10.714285714,46.428571429,19.642857143,28.571428571,46.428571429,5.3571428571,0,0,44.642857143,55.357142857,0,7.1428571429,0,12.5,96.428571429,0,3.5714285714,80.357142857,55.357142857,D,2017,11
Froedtert Memorial Lutheran Hospital (WISE),WISE,TX1,2018-01-04 18:00:00,LU,0,0,0,0,0,23.076923077,0,7.6923076923,53.846153846,7.6923076923,30.769230769,15.384615385,0,76.923076923,7.6923076923,0,0,15.384615385,84.615384615,0,7.6923076923,0,7.6923076923,100,0,0,84.615384615,76.923076923,D,2017,11
University of Wisconsin Hospital and Clinics (WIUW),WIUW,TX1,2018-01-04 18:00:00,LU,0,0,0,14.814814815,7.4074074074,11.111111111,0,11.111111111,44.444444444,3.7037037037,40.740740741,18.518518519,25.925925926,37.037037037,18.518518519,0,0,37.037037037,62.962962963,0,0,0,3.7037037037,100,0,0,96.296296296,66.666666667,D,2017,11
University of Colorado Hospital/Health Science Center (COUC),COUC,TX1,2018-01-04 18:00:00,LU,0,0,0,9.5238095238,0,28.571428571,0,4.7619047619,47.619047619,9.5238095238,38.095238095,33.333333333,28.571428571,28.571428571,9.5238095238,0,0,52.380952381,47.619047619,0,0,0,4.7619047619,100,0,0,95.238095238,61.904761905,D,2017,11
University of Iowa Hospitals and Clinics Transplant Programs (IAIV),IAIV,TX1,2018-01-04 18:00:00,LU,0,0,0,14.285714286,14.285714286,35.714285714,0,0,57.142857143,7.1428571429,35.714285714,14.285714286,35.714285714,42.857142857,7.1428571429,0,0,50,50,0,0,0,14.285714286,100,0,0,85.714285714,35.714285714,D,2017,11
Barnes-Jewish Hospital (MOBH),MOBH,TX1,2018-01-04 18:00:00,LU,0,0,0,19.047619048,8.3333333333,36.904761905,0,4.7619047619,41.666666667,9.5238095238,44.047619048,25,29.761904762,40.476190476,4.7619047619,0,0,50,50,0,5.9523809524,0,11.904761905,100,0,0,82.142857143,35.714285714,D,2017,11
St. Louis Children's Hospital (MOCH),MOCH,TX1,2018-01-04 18:00:00,LU,33.333333333,66.666666667,0,0,0,0,0,0,77.777777778,0,22.222222222,88.888888889,11.111111111,0,0,0,0,66.666666667,33.333333333,0,11.111111111,0,11.111111111,100,0,0,77.777777778,0,D,2017,11
The Nebraska Medical Center (NEUN),NEUN,TX1,2018-01-04 18:00:00,LU,0,0,0,16.666666667,25,8.3333333333,0,0,41.666666667,16.666666667,41.666666667,33.333333333,25,33.333333333,8.3333333333,0,0,50,50,0,8.3333333333,0,0,100,0,0,91.666666667,50,D,2017,11
NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP),NYCP,TX1,2018-01-04 18:00:00,LU,0,1.3698630137,0,13.698630137,16.438356164,21.917808219,0,5.4794520548,41.095890411,12.328767123,41.095890411,30.136986301,23.287671233,38.356164384,8.2191780822,0,0,49.315068493,50.684931507,0,23.287671233,0,12.328767123,95.890410959,0,4.1095890411,64.383561644,46.575342466,D,2017,11
Indiana University Health (INIM),INIM,TX1,2018-01-04 18:00:00,LU,0,0,0,11.111111111,4.7619047619,26.984126984,0,3.1746031746,44.444444444,14.285714286,38.095238095,17.46031746,38.095238095,42.857142857,1.5873015873,0,0,46.031746032,53.968253968,0,11.111111111,0,11.111111111,98.412698413,0,1.5873015873,77.777777778,57.142857143,D,2017,11
Henry Ford Hospital (MIHF),MIHF,TX1,2018-01-04 18:00:00,LU,0,0,0,0,7.4074074074,48.148148148,0,3.7037037037,44.444444444,7.4074074074,44.444444444,22.222222222,7.4074074074,29.62962963,40.740740741,0,0,37.037037037,62.962962963,0,48.148148148,0,3.7037037037,100,0,0,48.148148148,44.444444444,D,2017,11
Spectrum Health (MISH),MISH,TX1,2018-01-04 18:00:00,LU,0,0,0,12.5,0,54.166666667,0,0,54.166666667,12.5,33.333333333,25,20.833333333,37.5,16.666666667,0,0,66.666666667,33.333333333,0,4.1666666667,0,8.3333333333,95.833333333,0,4.1666666667,87.5,33.333333333,D,2017,11
University of Michigan Medical Center (MIUM),MIUM,TX1,2018-01-04 18:00:00,LU,0,0,0,16.666666667,19.444444444,27.777777778,0,5.5555555556,44.444444444,8.3333333333,41.666666667,19.444444444,25,38.888888889,16.666666667,0,0,33.333333333,66.666666667,0,16.666666667,0,0,97.222222222,0,2.7777777778,83.333333333,36.111111111,D,2017,11
The Cleveland Clinic Foundation (OHCC),OHCC,TX1,2018-01-04 18:00:00,LU,0,0,0,7.2580645161,10.483870968,33.870967742,0,6.4516129032,49.193548387,16.129032258,28.225806452,24.193548387,34.677419355,30.64516129,10.483870968,0,0,37.903225806,62.096774194,0,12.903225806,0,16.129032258,96.774193548,0,3.2258064516,70.967741935,48.387096774,D,2017,11
Nationwide Children's Hospital (OHCH),OHCH,TX1,2018-01-04 18:00:00,LU,0,0,0,50,50,0,0,0,50,0,50,75,0,25,0,0,0,0,100,0,25,0,0,75,0,25,75,0,D,2017,11
Children's Hospital Medical Center (OHCM),OHCM,TX1,2018-01-04 18:00:00,LU,0,0,100,0,0,0,0,50,0,0,50,100,0,0,0,0,0,50,50,0,100,0,0,100,0,0,0,0,D,2017,11
Ohio State University Medical Center (OHOU),OHOU,TX1,2018-01-04 18:00:00,LU,0,0,0,2.4390243902,2.4390243902,31.707317073,0,4.8780487805,43.902439024,12.195121951,39.024390244,17.073170732,31.707317073,26.829268293,24.390243902,0,0,46.341463415,53.658536585,0,2.4390243902,0,0,97.56097561,0,2.4390243902,97.56097561,63.414634146,D,2017,11
University Hospitals of Cleveland (OHUH),OHUH,TX1,2018-01-04 18:00:00,LU,0,0,0,10,0,30,0,0,50,0,50,0,80,10,10,0,0,40,60,0,20,0,0,90,0,10,80,60,D,2017,11
Jewish Hospital (KYJH),KYJH,TX1,2018-01-04 18:00:00,LU,0,0,0,0,0,50,0,0,50,0,50,10,30,50,10,0,0,40,60,0,30,0,10,100,0,0,60,50,D,2017,11
University of Kentucky Medical Center (KYUK),KYUK,TX1,2018-01-04 18:00:00,LU,0,0,0,10,10,30,0,3.3333333333,46.666666667,10,40,16.666666667,33.333333333,36.666666667,10,3.3333333333,0,30,70,0,10,0,6.6666666667,93.333333333,0,6.6666666667,83.333333333,50,D,2017,11
Duke University Hospital (NCDU),NCDU,TX1,2018-01-04 18:00:00,LU,0,0,0,27.956989247,11.827956989,16.129032258,0,2.1505376344,37.634408602,9.6774193548,50.537634409,33.333333333,43.010752688,22.580645161,1.0752688172,0,0,45.161290323,54.838709677,0,7.5268817204,0,6.4516129032,93.548387097,0,6.4516129032,86.021505376,44.086021505,D,2017,11
University of North Carolina Hospitals (NCMH),NCMH,TX1,2018-01-04 18:00:00,LU,0,10,0,10,35,10,0,10,15,15,60,30,35,25,10,0,0,35,65,0,20,0,10,100,0,0,70,35,D,2017,11
Medical University of South Carolina (SCMU),SCMU,TX1,2018-01-04 18:00:00,LU,0,0,0,6.25,12.5,31.25,0,6.25,50,12.5,31.25,12.5,43.75,37.5,6.25,0,0,43.75,56.25,0,12.5,0,18.75,100,0,0,68.75,50,D,2017,11
Vanderbilt University Medical Center (TNVU),TNVU,TX1,2018-01-04 18:00:00,LU,0,0,0,7.6923076923,7.6923076923,19.230769231,0,7.6923076923,46.153846154,3.8461538462,42.307692308,15.384615385,23.076923077,53.846153846,3.8461538462,3.8461538462,0,42.307692308,57.692307692,0,0,3.8461538462,3.8461538462,100,0,0,92.307692308,65.384615385,D,2017,11
University of Virginia Health Sciences Center (VAUV),VAUV,TX1,2018-01-04 18:00:00,LU,0,0,0,7.6923076923,7.6923076923,11.538461538,0,0,30.769230769,7.6923076923,61.538461538,11.538461538,42.307692308,38.461538462,7.6923076923,0,0,61.538461538,38.461538462,0,3.8461538462,0,3.8461538462,100,0,0,92.307692308,73.076923077,D,2017,11
Boston Children's Hospital (MACH),MACH,TX1,2018-10-08 19:00:00,LU,0,40,40,20,0,0,0,0,20,20,60,80,20,0,0,0,0,80,20,0,40,0,20,100,0,0,40,0,D,2018,8
Massachusetts General Hospital (MAMG),MAMG,TX1,2018-10-08 19:00:00,LU,0,0,0,13.888888889,5.5555555556,33.333333333,0,8.3333333333,44.444444444,8.3333333333,38.888888889,16.666666667,25,55.555555556,2.7777777778,0,0,30.555555556,69.444444444,0,5.5555555556,0,13.888888889,100,0,0,80.555555556,47.222222222,D,2018,8
Brigham and Women's Hospital (MAPB),MAPB,TX1,2018-10-08 19:00:00,LU,0,0,0,4,6.6666666667,40,0,5.3333333333,41.333333333,10.666666667,42.666666667,12,32,42.666666667,13.333333333,0,0,45.333333333,54.666666667,0,4,0,4,100,0,0,92,49.333333333,D,2018,8
Johns Hopkins Hospital (MDJH),MDJH,TX1,2018-10-08 19:00:00,LU,0,0,0,10.344827586,24.137931034,24.137931034,0,0,41.379310345,10.344827586,48.275862069,24.137931034,27.586206897,48.275862069,0,0,0,51.724137931,48.275862069,0,10.344827586,0,6.8965517241,100,0,0,82.75862069,41.379310345,D,2018,8
University of Maryland Medical System (MDUM),MDUM,TX1,2018-10-08 19:00:00,LU,0,0,0,8.3333333333,4.1666666667,41.666666667,0,0,33.333333333,20.833333333,45.833333333,16.666666667,25,37.5,20.833333333,0,0,29.166666667,70.833333333,0,25,0,4.1666666667,95.833333333,0,4.1666666667,70.833333333,45.833333333,D,2018,8
Newark Beth Israel Medical Center (NJBI),NJBI,TX1,2018-10-08 19:00:00,LU,0,0,0,12.5,18.75,31.25,0,0,50,12.5,37.5,31.25,12.5,31.25,25,0,0,50,50,0,6.25,0,6.25,100,0,0,87.5,37.5,D,2018,8
UPMC Children's Hospital of Pittsburgh (PACH),PACH,TX1,2018-10-08 19:00:00,LU,50,50,0,0,0,0,0,50,0,0,50,50,0,0,0,50,0,100,0,0,50,0,0,100,0,0,50,0,D,2018,8
Children's Hospital of Philadelphia (PACP),PACP,TX1,2018-10-08 19:00:00,LU,0,100,0,0,0,0,0,0,33.333333333,0,66.666666667,100,0,0,0,0,0,33.333333333,66.666666667,0,33.333333333,0,33.333333333,100,0,0,33.333333333,0,D,2018,8
University of Pittsburgh Medical Center (PAPT),PAPT,TX1,2018-10-08 19:00:00,LU,0,0,0,16.949152542,16.949152542,28.813559322,0,8.4745762712,44.06779661,5.0847457627,42.372881356,33.898305085,30.508474576,27.118644068,8.4745762712,0,0,47.457627119,52.542372881,0,16.949152542,0,13.559322034,96.610169492,0,3.3898305085,69.491525424,37.288135593,D,2018,8
Temple University Hospital (PATU),PATU,TX1,2018-10-08 19:00:00,LU,0,0,0,0.7633587786,5.3435114504,54.198473282,0,3.0534351145,48.091603053,12.977099237,35.877862595,6.8702290076,28.244274809,37.404580153,27.480916031,0,0,35.877862595,64.122137405,0,9.1603053435,0,19.083969466,99.236641221,0,0.7633587786,71.755725191,39.694656489,D,2018,8
Hospital of the University of Pennsylvania (PAUP),PAUP,TX1,2018-10-08 19:00:00,LU,0,0,0,13.253012048,15.662650602,28.915662651,0,3.6144578313,36.144578313,15.662650602,44.578313253,26.506024096,37.34939759,20.481927711,15.662650602,0,0,37.34939759,62.65060241,0,19.277108434,0,18.072289157,98.795180723,0,1.2048192771,62.65060241,42.168674699,D,2018,8
Inova Fairfax Hospital (VAFH),VAFH,TX1,2018-10-08 19:00:00,LU,0,0,0,8.6956521739,17.391304348,21.739130435,0,8.6956521739,39.130434783,0,52.173913043,8.6956521739,56.52173913,21.739130435,13.043478261,0,0,47.826086957,52.173913043,0,4.347826087,0,21.739130435,100,0,0,73.913043478,52.173913043,D,2018,8
University of Alabama Hospital (ALUA),ALUA,TX1,2018-10-08 19:00:00,LU,0,5.5555555556,0,5.5555555556,16.666666667,11.111111111,0,0,27.777777778,16.666666667,55.555555556,27.777777778,11.111111111,44.444444444,16.666666667,0,0,22.222222222,77.777777778,0,16.666666667,0,0,100,0,0,83.333333333,61.111111111,D,2018,8
Florida Hospital Medical Center (FLFH),FLFH,TX1,2018-10-08 19:00:00,LU,0,0,0,10,10,30,0,0,35,10,55,15,35,40,10,0,0,40,60,0,10,0,20,95,0,5,70,50,D,2018,8
Jackson Memorial Hospital University of Miami School of Medicine (FLJM),FLJM,TX1,2018-10-08 19:00:00,LU,0,10,0,0,10,30,0,0,50,10,40,20,30,40,10,0,0,80,20,0,0,0,10,100,0,0,90,50,D,2018,8
Mayo Clinic Florida (FLSL),FLSL,TX1,2018-10-08 19:00:00,LU,0,0,0,15,10,27.5,0,2.5,40,15,42.5,12.5,40,35,12.5,0,0,30,70,0,30,0,5,92.5,0,7.5,65,47.5,D,2018,8
Tampa General Hospital (FLTG),FLTG,TX1,2018-10-08 19:00:00,LU,0,0,0,9.0909090909,7.2727272727,40,0,3.6363636364,30.909090909,20,45.454545455,18.181818182,38.181818182,36.363636364,7.2727272727,0,0,38.181818182,61.818181818,0,16.363636364,0,10.909090909,96.363636364,0,3.6363636364,72.727272727,43.636363636,D,2018,8
UF Health Shands Hospital (FLUF),FLUF,TX1,2018-10-08 19:00:00,LU,0,7.1428571429,0,10.714285714,7.1428571429,37.5,0,3.5714285714,42.857142857,8.9285714286,44.642857143,25,26.785714286,41.071428571,7.1428571429,0,0,35.714285714,64.285714286,0,12.5,0,7.1428571429,100,0,0,80.357142857,37.5,D,2018,8
Emory University Hospital (GAEM),GAEM,TX1,2018-10-08 19:00:00,LU,0,0,0,15,15,20,0,10,40,0,50,10,50,25,15,0,0,60,40,0,0,0,0,90,0,10,100,50,D,2018,8
Ochsner Foundation Hospital (LAOF),LAOF,TX1,2018-10-08 19:00:00,LU,0,0,0,14.285714286,8.5714285714,2.8571428571,0,0,51.428571429,8.5714285714,40,22.857142857,31.428571429,28.571428571,17.142857143,0,0,37.142857143,62.857142857,0,0,0,14.285714286,97.142857143,0,2.8571428571,85.714285714,74.285714286,D,2018,8
Integris Baptist Medical Center (OKBC),OKBC,TX1,2018-10-08 19:00:00,LU,0,0,0,7.1428571429,3.5714285714,46.428571429,0,0,50,0,50,14.285714286,42.857142857,25,17.857142857,0,0,28.571428571,71.428571429,0,7.1428571429,0,7.1428571429,92.857142857,0,7.1428571429,85.714285714,42.857142857,D,2018,8
"University Hospital, University of Texas Health Science Center (TXBC)",TXBC,TX1,2018-10-08 19:00:00,LU,0,0,0,3.8461538462,11.538461538,30.769230769,0,0,38.461538462,11.538461538,50,11.538461538,30.769230769,57.692307692,0,0,0,42.307692308,57.692307692,0,0,0,7.6923076923,96.153846154,0,3.8461538462,92.307692308,53.846153846,D,2018,8
"Memorial Hermann Hospital, University of Texas at Houston (TXHH)",TXHH,TX1,2018-10-08 19:00:00,LU,0,0,0,0,0,71.428571429,0,0,28.571428571,14.285714286,57.142857143,14.285714286,42.857142857,28.571428571,14.285714286,0,0,14.285714286,85.714285714,0,28.571428571,0,0,100,0,0,71.428571429,28.571428571,D,2018,8
CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI),TXHI,TX1,2018-10-08 19:00:00,LU,0,0,0,18.965517241,13.793103448,29.310344828,0,8.6206896552,37.931034483,5.1724137931,48.275862069,25.862068966,31.034482759,25.862068966,17.24137931,0,0,39.655172414,60.344827586,0,8.6206896552,0,8.6206896552,94.827586207,0,5.1724137931,82.75862069,37.931034483,D,2018,8
Houston Methodist Hospital (TXMH),TXMH,TX1,2018-10-08 19:00:00,LU,0,0,0,6.8493150685,9.5890410959,30.136986301,0,6.8493150685,36.98630137,13.698630137,42.465753425,5.4794520548,31.506849315,41.095890411,21.917808219,0,0,47.945205479,52.054794521,0,5.4794520548,0,4.1095890411,100,0,0,90.410958904,53.424657534,D,2018,8
UT Southwestern Medical Center/ (TXSP),TXSP,TX1,2018-10-08 19:00:00,LU,0,1.2820512821,0,12.820512821,17.948717949,26.923076923,0,3.8461538462,35.897435897,5.1282051282,55.128205128,20.512820513,37.179487179,41.025641026,1.2820512821,0,0,41.025641026,58.974358974,0,6.4102564103,0,2.5641025641,100,0,0,91.025641026,41.025641026,D,2018,8
Texas Children's Hospital (TXTC),TXTC,TX1,2018-10-08 19:00:00,LU,30,60,10,0,0,0,0,0,40,10,50,90,10,0,0,0,0,50,50,0,10,0,0,100,0,0,90,0,D,2018,8
Baylor University Medical Center (TXTX),TXTX,TX1,2018-10-08 19:00:00,LU,0,0,0,4.8780487805,4.8780487805,39.024390244,0,2.4390243902,46.341463415,9.756097561,41.463414634,9.756097561,41.463414634,43.902439024,4.8780487805,0,0,36.585365854,63.414634146,0,2.4390243902,0,4.8780487805,97.56097561,0,2.4390243902,92.682926829,51.219512195,D,2018,8
St. Joseph's Hospital and Medical Center (AZSJ),AZSJ,TX1,2018-10-08 19:00:00,LU,0,2.2471910112,0,6.7415730337,6.7415730337,50.561797753,0,2.2471910112,46.06741573,3.3707865169,48.314606742,21.348314607,29.213483146,30.337078652,19.101123596,0,0,44.943820225,55.056179775,0,11.235955056,0,7.8651685393,94.382022472,0,5.6179775281,80.898876404,33.707865169,D,2018,8
Banner University Medical Center-Tucson (AZUA),AZUA,TX1,2018-10-08 19:00:00,LU,0,0,0,25,14.285714286,25,0,3.5714285714,21.428571429,14.285714286,60.714285714,28.571428571,28.571428571,25,17.857142857,0,0,25,75,0,17.857142857,0,10.714285714,82.142857143,0,17.857142857,71.428571429,35.714285714,D,2018,8
Cedars-Sinai Medical Center (CACS),CACS,TX1,2018-10-08 19:00:00,LU,0,0,0,0,6.6666666667,86.666666667,0,6.6666666667,33.333333333,0,60,26.666666667,40,26.666666667,6.6666666667,0,0,46.666666667,53.333333333,0,6.6666666667,0,0,93.333333333,0,6.6666666667,93.333333333,6.6666666667,D,2018,8
Lucile Salter Packard Children's Hospital at Stanford (CAPC),CAPC,TX1,2018-10-08 19:00:00,LU,33.333333333,66.666666667,0,0,0,0,0,0,33.333333333,0,66.666666667,66.666666667,33.333333333,0,0,0,0,66.666666667,33.333333333,0,0,0,33.333333333,100,0,0,66.666666667,0,D,2018,8
University of California San Diego Medical Center (CASD),CASD,TX1,2018-10-08 19:00:00,LU,0,0,0,13.636363636,22.727272727,31.818181818,0,4.5454545455,36.363636364,13.636363636,45.454545455,13.636363636,54.545454545,22.727272727,9.0909090909,0,0,31.818181818,68.181818182,0,4.5454545455,0,0,100,0,0,95.454545455,31.818181818,D,2018,8
University of California San Francisco Medical Center (CASF),CASF,TX1,2018-10-08 19:00:00,LU,0,0,0,6.8181818182,13.636363636,40.909090909,0,2.2727272727,25,11.363636364,61.363636364,11.363636364,31.818181818,50,6.8181818182,0,0,38.636363636,61.363636364,0,38.636363636,0,6.8181818182,93.181818182,0,6.8181818182,54.545454545,38.636363636,D,2018,8
Stanford Health Care (CASU),CASU,TX1,2018-10-08 19:00:00,LU,0,0,0,15.517241379,20.689655172,31.034482759,0,1.724137931,44.827586207,12.068965517,41.379310345,18.965517241,36.206896552,36.206896552,8.6206896552,0,0,37.931034483,62.068965517,0,12.068965517,0,8.6206896552,89.655172414,0,10.344827586,79.310344828,32.75862069,D,2018,8
University of California at Los Angeles Medical Center (CAUC),CAUC,TX1,2018-10-08 19:00:00,LU,0,0,0,9.5890410959,12.328767123,28.767123288,0,6.8493150685,35.616438356,15.068493151,42.465753425,24.657534247,32.876712329,38.356164384,4.1095890411,0,0,36.98630137,63.01369863,0,16.438356164,0,8.2191780822,90.410958904,0,9.5890410959,75.342465753,49.315068493,D,2018,8
Keck Hospital of USC (CAUH),CAUH,TX1,2018-10-08 19:00:00,LU,0,0,0,15.384615385,7.6923076923,30.769230769,0,0,38.461538462,7.6923076923,53.846153846,23.076923077,30.769230769,23.076923077,23.076923077,0,0,23.076923077,76.923076923,0,0,0,7.6923076923,100,0,0,92.307692308,46.153846154,D,2018,8
University of Utah Medical Center (UTMC),UTMC,TX1,2018-10-08 19:00:00,LU,0,0,0,9.0909090909,9.0909090909,27.272727273,0,9.0909090909,45.454545455,9.0909090909,36.363636364,18.181818182,40.909090909,36.363636364,4.5454545455,0,0,27.272727273,72.727272727,0,13.636363636,0,9.0909090909,90.909090909,0,9.0909090909,77.272727273,54.545454545,D,2018,8
University of Washington Medical Center (WAUW),WAUW,TX1,2018-10-08 19:00:00,LU,0,0,0,6,16,28,0,0,42,14,44,20,30,48,2,0,0,40,60,0,4,0,6,98,0,2,90,50,D,2018,8
Advocate Christ Medical Center (ILCH),ILCH,TX1,2018-10-08 19:00:00,LU,0,0,0,0,10,30,0,0,50,10,40,10,50,30,10,0,0,60,40,0,20,0,0,100,0,0,80,60,D,2018,8
