ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,GSR_AD_OBS_C1M,GSR_AD_OBS_C1Y,GSR_AD_OBS_C3Y,GSR_AD_ACT_C1M,GSR_AD_ACT_C1Y,GSR_AD_ACT_C3Y,GSR_AD_ADJ_C1M,GSR_AD_ADJ_C1Y,GSR_AD_ADJ_C3Y,GSR_AD_EXP_C1M,GSR_AD_EXP_C1Y,GSR_AD_EXP_C3Y,GSR_AD_N_C1M,GSR_AD_N_C1Y,GSR_AD_N_C3Y,GSR_P0_OBS_C1M,GSR_P0_OBS_C1Y,GSR_P0_OBS_C3Y,GSR_P0_ACT_C1M,GSR_P0_ACT_C1Y,GSR_P0_ADJ_C1M,GSR_P0_ADJ_C1Y,GSR_P0_ADJ_C3Y,GSR_P0_EXP_C1M,GSR_P0_EXP_C1Y,GSR_P0_EXP_C3Y,GSR_P0_N_C1M,GSR_P0_N_C1Y,YEAR,MONTH
Seton Medical Center Austin (TXCT),TXCT,TX1,2020-08-03 19:00:00,HR,3,5,9,92.8571428571428,87.8151260504202,80,96.2817344118127,91.0121363698978,85.9043834128435,1.3064871987248,2.97284915453567,6.10333517200325,42,42,45,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
Medical City Dallas Hospital (TXHD),TXHD,TX1,2020-08-03 19:00:00,HR,2,3,6,92.8571428571428,88.4353741496599,84.6153846153846,96.7122334272471,91.8662855808271,84.4477425515613,0.912115950341172,2.11372633476965,6.0181962011421,28,28,39,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
"Memorial Hermann Hospital, University of Texas at Houston (TXHH)",TXHH,TX1,2020-08-03 19:00:00,HR,3,6,15,96.1038961038961,91.8367346938775,85.5769230769231,96.4368380289913,91.2711832887969,85.5600235465319,2.7970881975841,6.45279080105849,14.4920083563443,77,77,104,0,0,0,100,100,98.4396123018026,94.8998821257697,88.7104036297047,0.0157268988943394,0.0523477224618144,0.239586026949824,1,1,2020,6
CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI),TXHI,TX1,2020-08-03 19:00:00,HR,1,6,13,98.2456140350877,89.1064871481028,81.9444444444445,96.7607230329459,91.9717949071928,84.7545732212986,1.84254968471202,4.35787348582939,10.0257036723349,57,57,72,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
Methodist Specialty and Transplant Hospital (TXHS),TXHS,TX1,2020-08-03 19:00:00,HR,3,4,9,94.1176470588235,92.156862745098,83.6363636363636,96.9007267422096,92.3215074607836,85.2124628319078,1.54429740424563,3.56414913555889,7.43499028570292,51,51,55,0,0,0,100,100,98.1298906749677,93.9096650372559,0,0.0188781698539975,0.0628368760264457,0,1,1,2020,6
University of Texas Medical Branch at Galveston (TXJS),TXJS,TX1,2020-08-03 19:00:00,HR,1,2,7,91.6666666666667,78.5714285714286,53.3333333333333,96.35153713053,91.0636223943931,82.5938930652405,0.44968263610582,0.951326902543884,2.31855185430571,12,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
Houston Methodist Hospital (TXMH),TXMH,TX1,2020-08-03 19:00:00,HR,1,4,11,98.8505747126437,95.2643678160919,85.5263157894737,96.7162423151806,91.8656149768395,86.8697328373032,2.91099187558165,7.08102088438044,10.1783421613284,87,87,76,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
UT Southwestern Medical Center/ (TXSP),TXSP,TX1,2020-08-03 19:00:00,HR,1,5,13,98.7341772151899,93.0483502801411,85.8695652173913,96.6521633794569,91.7252804841072,83.1778393824725,2.66847907009854,6.38087723236408,15.6745252368633,79,79,92,0,0,0,0,0,0,0,88.7104036297047,0,0,0.119793013474912,0,0,2020,6
Scott and White Memorial Hospital (TXSW),TXSW,TX1,2020-08-03 19:00:00,HR,3,4,3,86.9565217391304,81.8414322250639,81.25,95.257445277789,88.5253961675496,82.9841880561212,1.07026253062356,2.3313560782456,2.75634740519543,23,23,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
Texas Children's Hospital (TXTC),TXTC,TX1,2020-08-03 19:00:00,HR,0,0,0,100,100,100,85.1055815500513,72.1085815668637,76.4675925099787,0.562577332475991,1.43490168392846,0.268303162231544,3,3,1,1,3,5,98.3050847457627,94.9152542372881,97.8519058039114,93.0589608049984,88.7104036297047,1.27541133981967,3.8663682838375,7.2922848278052,59,59,2020,6
Baylor University Medical Center (TXTX),TXTX,TX1,2020-08-03 19:00:00,HR,7,13,33,94.6153846153846,89.823717948718,80.1204819277109,95.681699059816,89.8183158506751,82.4647822657255,5.53066296918113,11.462342060197,27.598717146311,130,130,166,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
Intermountain Medical Center (UTLD),UTLD,TX1,2020-08-03 19:00:00,HR,1,3,7,97.2222222222222,91.6666666666667,81.0810810810811,97.1130308913926,92.8297031020497,84.3855877163785,1.02486714723774,2.51523169823877,5.7526351010338,36,36,37,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
University of Utah Medical Center (UTMC),UTMC,TX1,2020-08-03 19:00:00,HR,3,4,4,95.1612903225806,93.1365820178449,91.304347826087,96.0483587219872,90.4538406049771,82.8728026467093,2.46707348882028,5.44969518113979,8.39316669734727,62,62,46,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
Primary Children's Hospital (UTPC),UTPC,TX1,2020-08-03 19:00:00,HR,0,0,0,0,0,100,0,0,84.2814133973212,0,0,0.342669198221137,0,0,2,1,1,2,95,95,97.9188170619434,93.2566061701837,88.7104036297047,0.409703991961994,1.28617680423195,3.26572271388598,20,20,2020,6
Inova Fairfax Hospital (VAFH),VAFH,TX1,2020-08-03 19:00:00,HR,1,4,4,98.3333333333333,92.7380952380952,92.3076923076923,96.000666287503,90.222758036752,84.1517135739518,2.46374154262993,5.77431507783205,8.32244311905893,60,60,52,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
Medical College of Virginia Hospitals (VAMC),VAMC,TX1,2020-08-03 19:00:00,HR,1,2,9,97.9591836734694,95.6268221574344,83.0188679245283,96.3062229139407,90.9083106031391,81.55154217335,1.83381115808664,4.51945891951479,9.78336386546524,49,49,53,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
Hunter Holmes McGuire Veterans Administration Medical Center (VAMV),VAMV,TX1,2020-08-03 19:00:00,HR,1,1,1,95.8333333333333,95.8333333333333,96,96.0633326855957,90.3107173754011,82.9699876319612,0.956459651078512,2.24119565426368,4.70739258276609,24,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
Sentara Norfolk General Hospital (VANG),VANG,TX1,2020-08-03 19:00:00,HR,4,6,8,93.6507936507936,90.0176366843034,78.3783783783784,96.1577118107823,90.8086011777445,82.2596549331289,2.22678231494532,4.78250151753915,5.32797916440562,63,63,37,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
University of Virginia Health Sciences Center (VAUV),VAUV,TX1,2020-08-03 19:00:00,HR,2,4,5,94.2857142857143,88.5714285714286,80,96.1042146224896,90.4575766624007,81.6511459265581,1.36052960434714,3.11830168753276,4.29877526192767,35,35,25,1,2,4,95.4545454545455,89.4886363636364,97.0106676136675,90.4743563408247,88.7104036297047,0.64625315774394,2.03148968266065,2.39287615449521,22,22,2020,6
Seattle Children's Hospital (WACH),WACH,TX1,2020-08-03 19:00:00,HR,0,1,1,100,50,50,95.9559943112877,90.0182384009744,78.5745636974606,0.0826275134459051,0.16619106089964,0.292891103142872,2,2,2,1,1,3,97.5609756097561,97.5609756097561,97.5911453700034,92.223436594349,88.7104036297047,0.987397054668324,3.13156837774326,4.98353379625933,41,41,2020,6
Providence Sacred Heart Medical Center & Children's Hospital (WASH),WASH,TX1,2020-08-03 19:00:00,HR,2,3,1,90.9090909090909,86.3636363636364,96,94.8363921536679,87.9114068658672,82.3091409098742,1.10809511965169,1.97582366764573,4.45355096751111,22,22,25,0,0,0,0,0,0,0,88.7104036297047,0,0,0.119793013474912,0,0,2020,6
University of Washington Medical Center (WAUW),WAUW,TX1,2020-08-03 19:00:00,HR,11,15,13,93.854748603352,91.6201117318436,88.8888888888889,96.075649217779,90.5963427052363,85.1486248888226,6.77597219073105,15.6542531857572,17.5167987931721,179,179,117,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
Children's Hospital of Wisconsin (WICH),WICH,TX1,2020-08-03 19:00:00,HR,0,0,0,100,100,0,97.056203059467,92.6620294867361,0,0.0298799622954037,0.0601944470070848,0,1,1,0,0,3,5,100,88.6363636363636,97.1808295789727,90.9587295024871,88.7104036297047,0.802260538496859,2.49233389540852,2.89877125588531,28,28,2020,6
Froedtert Memorial Lutheran Hospital (WISE),WISE,TX1,2020-08-03 19:00:00,HR,0,3,1,100,91.4285714285714,92.8571428571429,96.0699490039581,90.36399204253,84.5631761705347,1.4117871252533,3.24968693102474,2.23815933604718,35,35,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
Aurora St. Luke's Medical Center (WISL),WISL,TX1,2020-08-03 19:00:00,HR,2,6,9,96.551724137931,89.2036124794745,84.7457627118644,96.7108869501265,91.8546643936636,86.4829810560291,1.91177074132503,4.55863850294607,8.16260585264964,58,58,59,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
University of Wisconsin Hospital and Clinics (WIUW),WIUW,TX1,2020-08-03 19:00:00,HR,3,5,6,94.6428571428572,89.6551724137931,85.3658536585366,96.3464809922177,90.9946645937207,84.4318203988402,2.0149748482503,4.44436798919177,6.34910249910284,56,56,41,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,6
University of Alabama Hospital (ALUA) , ALUA , TX1 , 2014/03/20 , Heart , 0 , 1 , 7 ,100,97.37, 81.58 , 96.90 , 92.68 , 82.22 , 1.55 , 3.54 , 6.81 , 49 , 49 , 38 , 0 , 0 , 0 , 100.00 , 100.00 , 98.44 , 94.72 , 83.40 , 0.25 , 0.76 , 1.46 , 16 , 16 ,2014,1
Baptist Medical Center (ARBH) , ARBH , TX1 , 2014/03/20 , Heart , 0 , 1 , 5 ,100,95.45, 82.76 , 96.70 , 92.21 , 80.14 , 0.74 , 1.59 , 5.93 , 22 , 22 , 29 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
Arkansas Children's Hospital (ARCH) , ARCH , TX1 , 2014/03/20 , Heart , 0 , 1 , 1 ,100,50, 66.67 , 90.25 , 79.05 , 63.85 , 0.32 , 0.65 , 1.18 , 3 , 3 , 3 , 3 , 8 , 17 , 95.16 , 86.74 , 94.59 , 84.82 , 71.85 , 3.78 , 9.30 , 16.82 , 62 , 62 ,2014,1
Phoenix Children's Hospital (AZCH) , AZCH , TX1 , 2014/03/20 , Heart ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0 , 0 ,0, 100.00 , 100.00 , 98.08 , 93.73 ,0, 0.24 , 0.65 ,0, 12 , 12 ,2014,1
Mayo Clinic Hospital (AZMC) , AZMC , TX1 , 2014/03/20 , Heart , 2 , 2 , 5 ,95.12,95.12, 88.64 , 96.76 , 92.36 , 83.41 , 1.30 , 2.84 , 7.55 , 41 , 41 , 44 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
St. Joseph's Hospital and Medical Center (AZSJ) , AZSJ , TX1 , 2014/03/20 , Heart ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0 , 0 , 0 , 100.00 , 100.00 , 98.46 , 94.79 , 80.87 , 0.12 , 0.43 , 0.21 , 8 , 8 ,2014,1
"University Medical Center, Univ of Arizona (AZUA) ", AZUA , TX1 , 2014/03/20 , Heart , 0 , 2 , 8 ,100,92.31, 77.78 , 94.43 , 87.11 , 82.71 , 1.50 , 3.37 , 6.14 , 26 , 26 , 36 , 0 , 0 , 1 , 100.00 , 100.00 , 97.87 , 92.83 , 86.72 , 0.02 , 0.07 , 0.42 , 1 , 1 ,2014,1
Childrens Hospital Los Angeles (CACL) , CACL , TX1 , 2014/03/20 , Heart ,0,0, 0 ,0,0, 100.00 ,0,0, 74.38 ,0,0, 0.30 ,0,0, 1 , 0 , 0 , 1 , 100.00 , 100.00 , 98.05 , 93.51 , 85.20 , 0.24 , 0.67 , 1.26 , 12 , 12 ,2014,1
Cedars-Sinai Medical Center (CACS) , CACS , TX1 , 2014/03/20 , Heart , 8 , 20 , 13 ,96.24,90.12, 83.54 , 95.97 , 90.65 , 84.63 , 8.66 , 19.00 , 11.46 , 213 , 213 , 79 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
Loma Linda University Medical Center (CALL) , CALL , TX1 , 2014/03/20 , Heart , 1 , 2 , 4 ,96,92, 81.82 , 95.76 , 90.11 , 76.94 , 1.06 , 2.43 , 5.89 , 25 , 25 , 22 , 2 , 2 , 3 , 92.31 , 92.31 , 96.91 , 89.91 , 81.41 , 0.79 , 2.26 , 5.31 , 26 , 26 ,2014,1
Lucile Salter Packard Children's Hospital at Stanford (CAPC) , CAPC , TX1 , 2014/03/20 , Heart , 0 , 0 ,0,100,100,0, 96.02 , 90.66 ,0, 0.12 , 0.30 ,0, 3 , 3 ,0, 1 , 3 , 3 , 96.97 , 90.33 , 98.28 , 94.26 , 83.93 , 0.57 , 1.67 , 3.13 , 33 , 33 ,2014,1
California Pacific Medical Center (CAPM) , CAPM , TX1 , 2014/03/20 , Heart , 1 , 4 , 5 ,95.83,82.02, 73.68 , 94.32 , 88.53 , 84.02 , 1.63 , 3.84 , 2.82 , 24 , 24 , 19 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
University of California San Diego Medical Center (CASD) , CASD , TX1 , 2014/03/20 , Heart , 2 , 5 ,0,88.24,69.52,0, 94.96 , 88.40 ,0, 0.74 , 1.55 ,0, 17 , 17 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
University of California San Francisco Medical Center (CASF) , CASF , TX1 , 2014/03/20 , Heart , 0 , 1 , 2 ,100,93.33, 94.44 , 96.67 , 92.14 , 85.09 , 0.51 , 1.06 , 5.45 , 15 , 15 , 36 ,0,0, 0 ,0,0,0,0, 86.31 ,0,0, 0.15 ,0,0,2014,1
Sutter Memorial Hospital (CASG) , CASG , TX1 , 2014/03/20 , Heart , 0 , 1 , 3 ,100,96.55, 70.00 , 96.47 , 91.69 , 84.51 , 1.05 , 2.29 , 1.55 , 29 , 29 , 10 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
Sharp Memorial Hospital (CASH) , CASH , TX1 , 2014/03/20 , Heart , 0 , 0 , 3 ,100,100, 90.00 , 96.55 , 91.89 , 87.14 , 0.99 , 2.27 , 4.11 , 28 , 28 , 30 ,0,0, 0 ,0,0,0,0, 88.05 ,0,0, 0.13 ,0,0,2014,1
Stanford University Medical Center (CASU) , CASU , TX1 , 2014/03/20 , Heart , 3 , 7 , 21 ,96.3,90.14, 79.00 , 96.39 , 91.54 , 82.08 , 2.98 , 6.52 , 17.68 , 81 , 81 , 100 ,0,0, 4 ,0,0,0,0, 78.87 ,0,0, 4.44 ,0,0,2014,1
University of California at Los Angeles Medical Center (CAUC) , CAUC , TX1 , 2014/03/20 , Heart , 1 , 5 , 29 ,98.61,92.63, 82.21 , 95.35 , 89.27 , 83.36 , 3.42 , 7.81 , 26.76 , 72 , 72 , 163 , 1 , 3 , 5 , 96.43 , 89.29 , 98.01 , 93.33 , 83.95 , 0.56 , 1.71 , 3.85 , 28 , 28 ,2014,1
Keck Hospital of USC (CAUH) , CAUH , TX1 , 2014/03/20 , Heart , 0 , 2 , 5 ,100,94.59, 90.20 , 96.29 , 91.31 , 85.33 , 1.41 , 3.14 , 7.95 , 37 , 37 , 51 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
Children's Hospital Colorado (COCH) , COCH , TX1 , 2014/03/20 , Heart , 1 , 1 , 0 ,85.71,85.71, 100.00 , 95.55 , 89.66 , 84.17 , 0.30 , 0.65 , 0.70 , 7 , 7 , 4 , 3 , 4 , 6 , 86.96 , 82.38 , 96.99 , 90.07 , 84.04 , 0.66 , 2.17 , 6.69 , 23 , 23 ,2014,1
University of Colorado Hospital/Health Science Center (COUC) , COUC , TX1 , 2014/03/20 , Heart , 1 , 4 , 4 ,97.67,90.7, 87.88 , 96.37 , 91.47 , 82.94 , 1.59 , 3.45 , 5.47 , 43 , 43 , 33 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
Hartford Hospital (CTHH) , CTHH , TX1 , 2014/03/20 , Heart , 0 , 3 , 6 ,100,92.15, 81.25 , 96.14 , 90.91 , 84.13 , 1.62 , 3.70 , 4.77 , 41 , 41 , 32 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
Yale New Haven Hospital (CTYN) , CTYN , TX1 , 2014/03/20 , Heart , 2 , 3 , 4 ,93.55,89.95, 85.19 , 95.95 , 90.53 , 84.76 , 1.24 , 2.93 , 4.30 , 31 , 31 , 27 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
Washington Hospital Center (DCWH) , DCWH , TX1 , 2014/03/20 , Heart , 5 , 6 , 3 ,77.27,72.73, 82.35 , 95.72 , 89.97 , 81.75 , 0.86 , 1.69 , 3.15 , 22 , 22 , 17 ,0,0, 0 ,0,0,0,0, 82.14 ,0,0, 0.20 ,0,0,2014,1
Alfred I DuPont Hospital for Children (DEAI) , DEAI , TX1 , 2014/03/20 , Heart ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0 , 3 , 1 , 100.00 , 67.50 , 97.63 , 92.13 , 85.85 , 0.24 , 0.65 , 0.35 , 10 , 10 ,2014,1
All Children's Hospital (FLAC) , FLAC , TX1 , 2014/03/20 , Heart ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0 , 0 , 3 , 100.00 , 100.00 , 97.15 , 90.64 , 79.70 , 0.35 , 1.06 , 6.36 , 12 , 12 ,2014,1
Florida Hospital Medical Center (FLFH) , FLFH , TX1 , 2014/03/20 , Heart , 0 , 0 ,0,100,100,0, 98.11 , 95.48 ,0, 0.11 , 0.23 ,0, 6 , 6 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
Memorial Regional Hospital/Joe DiMaggio Children's Hospital (FLJD) , FLJD , TX1 , 2014/03/20 , Heart ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0 , 0 ,0, 100.00 , 100.00 , 98.66 , 95.47 ,0, 0.11 , 0.34 ,0, 8 , 8 ,2014,1
Jackson Memorial Hospital University of Miami School of Medicine (FLJM) , FLJM , TX1 , 2014/03/20 , Heart , 0 , 5 , 2 ,100,90.87, 96.55 , 96.66 , 92.12 , 84.92 , 2.05 , 4.71 , 8.92 , 60 , 60 , 58 , 0 , 0 , 3 , 100.00 , 100.00 , 97.79 , 92.62 , 67.64 , 0.04 , 0.15 , 1.96 , 2 , 2 ,2014,1
Mayo Clinic Florida (FLSL) , FLSL , TX1 , 2014/03/20 , Heart , 1 , 5 , 11 ,98.28,90.88, 81.36 , 96.09 , 90.79 , 83.47 , 2.30 , 5.27 , 9.64 , 58 , 58 , 59 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
Tampa General Hospital (FLTG) , FLTG , TX1 , 2014/03/20 , Heart , 6 , 13 , 18 ,95.35,89.75, 85.60 , 95.01 , 89.23 , 81.67 , 5.93 , 12.36 , 23.81 , 129 , 129 , 125 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
Shands Hospital at The University of Florida (FLUF) , FLUF , TX1 , 2014/03/20 , Heart , 2 , 8 , 9 ,96.3,84.91, 84.75 , 96.12 , 90.89 , 84.12 , 2.13 , 4.56 , 9.38 , 54 , 54 , 59 , 1 , 1 , 4 , 96.00 , 96.00 , 97.25 , 91.08 , 83.16 , 0.67 , 1.89 , 3.55 , 25 , 25 ,2014,1
Children's Healthcare of Atlanta at Egleston (GAEH) , GAEH , TX1 , 2014/03/20 , Heart , 0 , 0 ,0,100,100,0, 97.54 , 94.12 ,0, 0.05 , 0.10 ,0, 2 , 2 ,0, 0 , 1 , 4 , 100.00 , 96.88 , 98.17 , 93.85 , 81.08 , 0.59 , 1.74 , 6.37 , 32 , 32 ,2014,1
Emory University Hospital (GAEM) , GAEM , TX1 , 2014/03/20 , Heart , 4 , 6 , 11 ,94.12,90.72, 81.67 , 96.46 , 91.66 , 81.70 , 2.41 , 5.30 , 11.12 , 68 , 68 , 60 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
Georgia Health Sciences Medical Center (GAMC) , GAMC , TX1 , 2014/03/20 , Heart ,0,0, 0 ,0,0, 100.00 ,0,0, 83.07 ,0,0, 0.38 ,0,0, 2 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
Piedmont Hospital (GAPH) , GAPH , TX1 , 2014/03/20 , Heart , 1 , 1 ,0,75,75,0, 97.74 , 94.58 ,0, 0.09 , 0.15 ,0, 4 , 4 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
Saint Joseph's Hospital of Atlanta (GASJ) , GASJ , TX1 , 2014/03/20 , Heart , 2 , 5 , 9 ,92.31,80.38, 65.38 , 96.21 , 91.18 , 85.50 , 0.85 , 1.78 , 3.01 , 26 , 26 , 26 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
Hawaii Medical Center East (HISF) , HISF , TX1 , 2014/03/20 , Heart ,0,0, 1 ,0,0, 66.67 ,0,0, 80.02 ,0,0, 0.49 ,0,0, 3 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
University of Iowa Hospitals and Clinics (IAIV) , IAIV , TX1 , 2014/03/20 , Heart , 0 , 0 , 5 ,100,100, 79.17 , 96.83 , 92.50 , 81.14 , 0.97 , 2.18 , 4.19 , 30 , 30 , 24 , 0 , 0 , 1 , 100.00 , 100.00 , 97.97 , 93.17 , 86.55 , 0.02 , 0.07 , 0.85 , 1 , 1 ,2014,1
Advocate Christ Medical Center (ILCH) , ILCH , TX1 , 2014/03/20 , Heart , 1 , 5 , 1 ,96.55,80.69, 92.86 , 96.97 , 92.82 , 83.86 , 0.88 , 1.91 , 2.44 , 29 , 29 , 14 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM) , ILCM , TX1 , 2014/03/20 , Heart , 0 , 0 , 0 ,100,100, 100.00 , 96.28 , 91.19 , 59.71 , 0.04 , 0.09 , 0.52 , 1 , 1 , 1 , 0 , 0 , 8 , 100.00 , 100.00 , 97.35 , 91.29 , 82.75 , 0.97 , 2.91 , 5.69 , 36 , 36 ,2014,1
Loyola University Medical Center (ILLU) , ILLU , TX1 , 2014/03/20 , Heart , 0 , 2 , 6 ,100,90.91, 85.71 , 95.77 , 90.12 , 84.27 , 1.13 , 2.65 , 6.64 , 26 , 26 , 42 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
Northwestern Memorial Hospital (ILNM) , ILNM , TX1 , 2014/03/20 , Heart , 0 , 4 , 8 ,100,90.19, 85.45 , 96.60 , 91.98 , 82.27 , 1.60 , 3.53 , 9.43 , 46 , 46 , 55 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
Rush University Medical Center (ILPL) , ILPL , TX1 , 2014/03/20 , Heart , 2 , 2 , 5 ,75,75, 78.26 , 93.97 , 86.16 , 80.83 , 0.38 , 0.62 , 4.50 , 8 , 8 , 23 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
University of Chicago Medical Center (ILUC) , ILUC , TX1 , 2014/03/20 , Heart , 4 , 7 , 13 ,93.65,88.89, 69.05 , 95.58 , 89.91 , 79.43 , 2.57 , 5.35 , 8.24 , 63 , 63 , 42 , 0 , 0 ,0, 100.00 , 100.00 , 98.48 , 94.86 ,0, 0.05 , 0.16 ,0, 3 , 3 ,2014,1
Indiana University Health (INIM) , INIM , TX1 , 2014/03/20 , Heart , 0 , 1 , 7 ,100,97.73, 75.00 , 96.03 , 90.68 , 78.81 , 1.79 , 4.13 , 5.54 , 44 , 44 , 28 , 0 , 1 , 0 , 100.00 , 88.89 , 98.34 , 94.39 , 84.57 , 0.20 , 0.62 , 1.68 , 12 , 12 ,2014,1
Lutheran Hospital of Fort Wayne (INLH) , INLH , TX1 , 2014/03/20 , Heart , 1 , 2 , 6 ,94.44,88.89, 66.67 , 96.28 , 91.27 , 86.21 , 0.61 , 1.28 , 2.04 , 18 , 18 , 18 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
St Vincent Hospital and Health Care Center (INSV) , INSV , TX1 , 2014/03/20 , Heart , 1 , 6 , 8 ,98.15,88.47, 82.98 , 96.21 , 91.14 , 85.82 , 2.08 , 4.52 , 6.80 , 54 , 54 , 47 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
"Via Christi Hospitals Wichita, Inc. (KSFW) ", KSFW , TX1 , 2014/03/20 , Heart ,0,0, 2 ,0,0, 75.00 ,0,0, 84.94 ,0,0, 1.09 ,0,0, 8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
Jewish Hospital (KYJH) , KYJH , TX1 , 2014/03/20 , Heart , 2 , 6 , 7 ,93.75,80.54, 77.42 , 95.21 , 88.85 , 82.57 , 1.52 , 3.35 , 5.70 , 32 , 32 , 31 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
Kosair Children's Hospital (KYKC) , KYKC , TX1 , 2014/03/20 , Heart ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0 , 1 , 3 , 100.00 , 66.67 , 95.68 , 86.01 , 62.94 , 0.13 , 0.44 , 0.28 , 3 , 3 ,2014,1
University of Kentucky Medical Center (KYUK) , KYUK , TX1 , 2014/03/20 , Heart , 0 , 2 , 3 ,100,91.67, 85.71 , 95.89 , 90.35 , 80.31 , 1.01 , 2.07 , 4.38 , 24 , 24 , 21 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
Ochsner Foundation Hospital (LAOF) , LAOF , TX1 , 2014/03/20 , Heart , 4 , 4 , 5 ,92.31,92.31, 89.80 , 95.76 , 90.14 , 85.80 , 2.19 , 5.06 , 7.25 , 52 , 52 , 49 , 0 , 0 , 0 , 100.00 , 100.00 , 99.01 , 96.64 , 90.23 , 0.04 , 0.14 , 0.10 , 4 , 4 ,2014,1
Tulane Medical Center (LATU) , LATU , TX1 , 2014/03/20 , Heart , 0 , 0 , 6 ,100,100, 64.71 , 95.55 , 89.62 , 77.96 , 0.23 , 0.56 , 3.49 , 5 , 5 , 17 , 0 , 0 ,0, 100.00 , 100.00 , 99.25 , 97.45 ,0, 0.01 , 0.03 ,0, 1 , 1 ,2014,1
Boston Children's Hospital (MACH) , MACH , TX1 , 2014/03/20 , Heart ,0,0, 2 ,0,0, 0.00 ,0,0, 80.53 ,0,0, 0.18 ,0,0, 2 , 1 , 2 , 5 , 97.06 , 94.12 , 97.70 , 92.37 , 80.50 , 0.79 , 2.28 , 4.93 , 34 , 34 ,2014,1
Massachusetts General Hospital (MAMG) , MAMG , TX1 , 2014/03/20 , Heart , 1 , 3 , 8 ,96.67,88.61, 82.61 , 95.46 , 89.41 , 86.61 , 1.40 , 3.26 , 5.99 , 30 , 30 , 46 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
Tufts Medical Center (MANM) , MANM , TX1 , 2014/03/20 , Heart , 3 , 3 , 12 ,91.67,91.67, 79.66 , 95.82 , 90.21 , 83.26 , 1.49 , 3.41 , 9.38 , 36 , 36 , 59 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
Brigham and Women's Hospital (MAPB) , MAPB , TX1 , 2014/03/20 , Heart , 2 , 4 , 7 ,95.12,90.24, 86.79 , 96.50 , 91.78 , 82.56 , 1.38 , 3.07 , 9.67 , 41 , 41 , 53 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
