,ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCC_A10_C,RCC_A17_C,RCC_A2_C,RCC_A34_C,RCC_A49_C,RCC_A64_C,RCC_BAB_C,RCC_BA_C,RCC_BB_C,RCC_BO_C,RCC_BMI20_C,RCC_BMI25_C,RCC_BMI30_C,RCC_BMINR_C,RCC_BU_C,RCC_GF_C,RCC_GM_C,RCC_GU_C,RCC_ICU_C,RCC_HOSPNR_C,RCC_HOSP_C,RCC_PTXN_C,RCC_PTXU_C,RCC_PTXY_C,RCC_NOTHOSP_C,RCC_TST1_C,RCC_TST1_R,RCC_TST1A_C,RCC_TST1A_R,RCC_TST1B_C,RCC_TST2_C,RCC_TST2_R,RCC_TST2A_C,RCC_TST2A_R,RCC_TST2B_C,RCC_TST2B_R,RCC_TST3_C,RCC_TST3_R,RCC_ME11_C,RCC_ME11_R,RCC_ME15_C,RCC_ME15_R,RCC_ME21_C,RCC_ME21_R,RCC_ME31_C,RCC_ME31_R,RCC_ME6_C,RCC_ME6_R,RCC_PE6_C,RCC_PE6_R,RCC_PE11_C,RCC_PE11_R,RCC_PE15_C,RCC_PE15_R,RCC_PE21_C,RCC_PE21_R,RCC_PE31_C,RCC_PE31_R,RCC_TINA_C,RCC_TINA_R,RCC_N_C,D_OR_L,YEAR,MONTH,RCC_A65P_C,RCC_AU_C,RCC_BMI31P_C, RCC_TST1B_R
72,, NEUN , TX1 , 2014/03/20 , Liver , 2.2 , 4.3 , 3.3 , 7.6 , 13.0 , 56.5 , 9.8 , 33.7 , 18.5 , 38.0 , 19.6 , 33.7 , 22.8 , 3.3 , 0.0 , 34.8 , 65.2 , 0.0 , 10.9 , 0.0 , 28.3 , 84.8 , 0.0 , 15.2 , 60.9 , 0.0 , 0.0 , 3.3 , 3.8 , 1.1 ,   ,   , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 5.4 , 7.9 , 19.6 , 19.8 , 32.6 , 29.4 , 26.1 , 19.1 , 9.8 , 13.7 , 0.0 , 1.3 , 1.1 , 1.3 , 1.1 , 1.8 , 0.0 , 0.7 , 0.0 , 0.2 , 0.0 , 0.0 , 92 ,D,2013,January, 13.0 , 0.0 , 20.7 , 0.9 
73,, NJLL , TX1 , 2014/03/20 , Liver , 0.0 , 0.0 , 0.0 , 5.9 , 17.6 , 58.8 , 11.8 , 17.6 , 11.8 , 58.8 , 0.0 , 29.4 , 41.2 , 0.0 , 0.0 , 5.9 , 94.1 , 0.0 , 23.5 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 76.5 , 0.0 , 0.0 , 11.8 , 6.0 , 0.0 ,   ,   , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 11.3 , 11.8 , 18.1 , 29.4 , 23.1 , 17.6 , 21.0 , 29.4 , 13.8 , 0.0 , 1.9 , 0.0 , 0.8 , 0.0 , 0.4 , 0.0 , 0.4 , 0.0 , 0.3 , 0.0 , 0.0 , 17 ,D,2013,January, 17.6 , 0.0 , 29.4 , 2.8 
74,, NJUH , TX1 , 2014/03/20 , Liver , 0.0 , 0.0 , 0.0 , 7.9 , 21.1 , 63.2 , 5.3 , 26.3 , 18.4 , 50.0 , 10.5 , 15.8 , 36.8 , 2.6 , 0.0 , 50.0 , 50.0 , 0.0 , 13.2 , 0.0 , 7.9 , 97.4 , 0.0 , 2.6 , 78.9 , 0.0 , 0.0 , 5.3 , 6.0 , 0.0 ,   ,   , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 5.3 , 11.3 , 26.3 , 18.1 , 36.8 , 23.1 , 21.1 , 21.0 , 5.3 , 13.8 , 0.0 , 1.9 , 0.0 , 0.8 , 0.0 , 0.4 , 0.0 , 0.4 , 0.0 , 0.3 , 0.0 , 0.0 , 38 ,D,2013,January, 7.9 , 0.0 , 34.2 , 2.8 
75,, NYCP , TX1 , 2014/03/20 , Liver , 4.1 , 4.1 , 5.1 , 7.1 , 13.3 , 55.1 , 6.1 , 35.7 , 16.3 , 41.8 , 11.2 , 34.7 , 32.7 , 0.0 , 0.0 , 34.7 , 65.3 , 0.0 , 13.3 , 0.0 , 14.3 , 94.9 , 0.0 , 5.1 , 72.4 , 0.0 , 0.0 , 5.1 , 5.9 , 0.0 ,   ,   , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 17.3 , 13.0 , 18.4 , 13.9 , 19.4 , 17.6 , 14.3 , 22.6 , 17.3 , 24.1 , 3.1 , 0.9 , 0.0 , 0.0 , 3.1 , 1.2 , 0.0 , 0.0 , 2.0 , 0.6 , 0.0 , 0.0 , 98 ,D,2013,January, 11.2 , 0.0 , 21.4 , 0.0 
76,, NYFL , TX1 , 2014/03/20 , Liver , 0.0 , 0.0 , 0.0 , 0.0 , 17.1 , 73.2 , 7.3 , 34.1 , 14.6 , 43.9 , 7.3 , 29.3 , 39.0 , 0.0 , 0.0 , 34.1 , 65.9 , 0.0 , 17.1 , 0.0 , 31.7 , 87.8 , 0.0 , 12.2 , 51.2 , 0.0 , 0.0 , 4.9 , 5.9 , 0.0 ,   ,   , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 7.3 , 13.0 , 14.6 , 13.9 , 26.8 , 17.6 , 29.3 , 22.6 , 17.1 , 24.1 , 0.0 , 0.9 , 0.0 , 0.0 , 0.0 , 1.2 , 0.0 , 0.0 , 0.0 , 0.6 , 0.0 , 0.0 , 41 ,D,2013,January, 9.8 , 0.0 , 24.4 , 0.0 
77,, NYMA , TX1 , 2014/03/20 , Liver , 0.0 , 0.0 , 0.0 , 0.0 , 4.2 , 75.0 , 12.5 , 37.5 , 12.5 , 37.5 , 8.3 , 16.7 , 45.8 , 0.0 , 0.0 , 29.2 , 70.8 , 0.0 , 12.5 , 0.0 , 50.0 , 87.5 , 0.0 , 12.5 , 37.5 , 0.0 , 0.0 , 12.5 , 5.9 , 0.0 ,   ,   , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 8.3 , 13.0 , 4.2 , 13.9 , 16.7 , 17.6 , 45.8 , 22.6 , 12.5 , 24.1 , 0.0 , 0.9 , 0.0 , 0.0 , 0.0 , 1.2 , 0.0 , 0.0 , 0.0 , 0.6 , 0.0 , 0.0 , 24 ,D,2013,January, 20.8 , 0.0 , 29.2 , 0.0 
78,, NYMS , TX1 , 2014/03/20 , Liver , 1.1 , 0.0 , 2.2 , 3.4 , 16.9 , 58.4 , 5.6 , 32.6 , 21.3 , 40.4 , 11.2 , 32.6 , 33.7 , 0.0 , 0.0 , 24.7 , 75.3 , 0.0 , 7.9 , 0.0 , 19.1 , 95.5 , 0.0 , 4.5 , 73.0 , 0.0 , 0.0 , 5.6 , 5.9 , 0.0 ,   ,   , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 13.5 , 13.0 , 15.7 , 13.9 , 12.4 , 17.6 , 22.5 , 22.6 , 29.2 , 24.1 , 0.0 , 0.9 , 0.0 , 0.0 , 1.1 , 1.2 , 0.0 , 0.0 , 0.0 , 0.6 , 0.0 , 0.0 , 89 ,D,2013,January, 18.0 , 0.0 , 22.5 , 0.0 
79,, NYNY , TX1 , 2014/03/20 , Liver , 0.0 , 0.0 , 0.0 , 0.0 , 33.3 , 66.7 , 0.0 , 41.7 , 16.7 , 41.7 , 0.0 , 41.7 , 33.3 , 0.0 , 0.0 , 25.0 , 75.0 , 0.0 , 8.3 , 0.0 , 25.0 , 100.0 , 0.0 , 0.0 , 66.7 , 0.0 , 0.0 , 0.0 , 5.9 , 0.0 ,   ,   , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 16.7 , 13.0 , 8.3 , 13.9 , 16.7 , 17.6 , 41.7 , 22.6 , 16.7 , 24.1 , 0.0 , 0.9 , 0.0 , 0.0 , 0.0 , 1.2 , 0.0 , 0.0 , 0.0 , 0.6 , 0.0 , 0.0 , 12 ,D,2013,January, 0.0 , 0.0 , 25.0 , 0.0 
80,, NYUC , TX1 , 2014/03/20 , Liver , 0.0 , 0.0 , 0.0 , 0.0 , 4.7 , 79.1 , 7.0 , 37.2 , 14.0 , 41.9 , 11.6 , 39.5 , 32.6 , 0.0 , 0.0 , 32.6 , 67.4 , 0.0 , 20.9 , 0.0 , 7.0 , 97.7 , 0.0 , 2.3 , 72.1 , 0.0 , 0.0 , 4.7 , 5.9 , 0.0 ,   ,   , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 9.3 , 13.0 , 9.3 , 13.9 , 16.3 , 17.6 , 18.6 , 22.6 , 41.9 , 24.1 , 0.0 , 0.9 , 0.0 , 0.0 , 0.0 , 1.2 , 0.0 , 0.0 , 0.0 , 0.6 , 0.0 , 0.0 , 43 ,D,2013,January, 16.3 , 0.0 , 16.3 , 0.0 
81,, NYWC , TX1 , 2014/03/20 , Liver , 0.0 , 0.0 , 0.0 , 18.8 , 12.5 , 62.5 , 6.3 , 25.0 , 12.5 , 56.3 , 0.0 , 37.5 , 31.3 , 0.0 , 0.0 , 18.8 , 81.3 , 0.0 , 18.8 , 0.0 , 25.0 , 87.5 , 0.0 , 12.5 , 56.3 , 0.0 , 0.0 , 12.5 , 5.9 , 0.0 ,   ,   , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 12.5 , 13.0 , 6.3 , 13.9 , 18.8 , 17.6 , 18.8 , 22.6 , 31.3 , 24.1 , 0.0 , 0.9 , 0.0 , 0.0 , 0.0 , 1.2 , 0.0 , 0.0 , 0.0 , 0.6 , 0.0 , 0.0 , 16 ,D,2013,January, 6.3 , 0.0 , 31.3 , 0.0 
82,, OHCC , TX1 , 2014/03/20 , Liver , 0.0 , 0.0 , 3.7 , 4.5 , 13.4 , 59.7 , 3.7 , 40.3 , 14.2 , 41.8 , 10.4 , 25.4 , 35.1 , 0.0 , 0.0 , 23.9 , 76.1 , 0.0 , 10.4 , 0.0 , 16.4 , 92.5 , 0.0 , 7.5 , 73.1 , 0.0 , 0.0 , 4.5 , 4.3 , 0.7 ,   ,   , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 14.2 , 13.6 , 23.9 , 23.2 , 20.9 , 25.5 , 12.7 , 13.6 , 21.6 , 12.0 , 0.0 , 2.9 , 0.0 , 0.0 , 0.7 , 1.3 , 0.0 , 1.1 , 0.7 , 0.5 , 0.0 , 0.0 , 134 ,D,2013,January, 18.7 , 0.0 , 29.1 , 2.0 
83,, OHCM , TX1 , 2014/03/20 , Liver , 61.9 , 14.3 , 23.8 , 0.0 , 0.0 , 0.0 , 0.0 , 33.3 , 19.0 , 47.6 , 81.0 , 9.5 , 4.8 , 4.8 , 0.0 , 52.4 , 47.6 , 0.0 , 9.5 , 0.0 , 9.5 , 95.2 , 0.0 , 4.8 , 81.0 , 0.0 , 0.0 , 4.8 , 4.3 , 28.6 ,   ,   , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 13.6 , 4.8 , 23.2 , 0.0 , 25.5 , 0.0 , 13.6 , 0.0 , 12.0 , 33.3 , 2.9 , 0.0 , 0.0 , 9.5 , 1.3 , 19.0 , 1.1 , 0.0 , 0.5 , 0.0 , 0.0 , 21 ,D,2013,January, 0.0 , 0.0 , 0.0 , 2.0 
84,, OHOU , TX1 , 2014/03/20 , Liver , 0.0 , 0.0 , 0.0 , 3.6 , 21.4 , 67.9 , 3.6 , 42.9 , 7.1 , 46.4 , 3.6 , 28.6 , 50.0 , 0.0 , 0.0 , 39.3 , 60.7 , 0.0 , 7.1 , 0.0 , 14.3 , 96.4 , 0.0 , 3.6 , 78.6 , 0.0 , 0.0 , 7.1 , 4.3 , 0.0 ,   ,   , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 10.7 , 13.6 , 7.1 , 23.2 , 50.0 , 25.5 , 17.9 , 13.6 , 7.1 , 12.0 , 0.0 , 2.9 , 0.0 , 0.0 , 0.0 , 1.3 , 0.0 , 1.1 , 0.0 , 0.5 , 0.0 , 0.0 , 28 ,D,2013,January, 7.1 , 0.0 , 17.9 , 2.0 
85,, OHUC , TX1 , 2014/03/20 , Liver , 0.0 , 2.5 , 0.0 , 5.0 , 15.0 , 72.5 , 10.0 , 30.0 , 15.0 , 45.0 , 2.5 , 27.5 , 32.5 , 0.0 , 0.0 , 32.5 , 67.5 , 0.0 , 20.0 , 0.0 , 15.0 , 92.5 , 0.0 , 7.5 , 65.0 , 0.0 , 0.0 , 5.0 , 4.3 , 0.0 ,   ,   , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 15.0 , 13.6 , 12.5 , 23.2 , 35.0 , 25.5 , 25.0 , 13.6 , 7.5 , 12.0 , 0.0 , 2.9 , 0.0 , 0.0 , 0.0 , 1.3 , 0.0 , 1.1 , 0.0 , 0.5 , 0.0 , 0.0 , 40 ,D,2013,January, 5.0 , 0.0 , 37.5 , 2.0 
86,, OHUH , TX1 , 2014/03/20 , Liver , 0.0 , 0.0 , 0.0 , 0.0 , 31.0 , 58.6 , 6.9 , 31.0 , 13.8 , 48.3 , 6.9 , 37.9 , 27.6 , 0.0 , 0.0 , 17.2 , 82.8 , 0.0 , 17.2 , 0.0 , 17.2 , 93.1 , 0.0 , 6.9 , 65.5 , 0.0 , 0.0 , 3.4 , 4.3 , 0.0 ,   ,   , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 10.3 , 13.6 , 10.3 , 23.2 , 17.2 , 25.5 , 37.9 , 13.6 , 20.7 , 12.0 , 0.0 , 2.9 , 0.0 , 0.0 , 0.0 , 1.3 , 0.0 , 1.1 , 0.0 , 0.5 , 0.0 , 0.0 , 29 ,D,2013,January, 10.3 , 0.0 , 27.6 , 2.0 
87,, OKBC , TX1 , 2014/03/20 , Liver , 2.2 , 2.2 , 0.0 , 4.4 , 17.8 , 60.0 , 0.0 , 53.3 , 17.8 , 28.9 , 11.1 , 26.7 , 35.6 , 0.0 , 0.0 , 28.9 , 71.1 , 0.0 , 11.1 , 0.0 , 35.6 , 93.3 , 0.0 , 6.7 , 53.3 , 0.0 , 0.0 , 0.0 , 3.2 , 0.0 ,   ,   , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 24.4 , 14.8 , 11.1 , 13.9 , 33.3 , 25.0 , 20.0 , 21.6 , 8.9 , 15.0 , 2.2 , 2.7 , 0.0 , 0.5 , 0.0 , 0.5 , 0.0 , 0.5 , 0.0 , 0.0 , 0.0 , 0.0 , 45 ,D,2013,January, 13.3 , 0.0 , 26.7 , 2.2 
88,, OKCM , TX1 , 2014/03/20 , Liver , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 3.2 , 100.0 ,   ,   , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 14.8 , 0.0 , 13.9 , 0.0 , 25.0 , 0.0 , 21.6 , 0.0 , 15.0 , 0.0 , 2.7 , 0.0 , 0.5 , 0.0 , 0.5 , 0.0 , 0.5 , 0.0 , 0.0 , 0.0 , 0.0 , 2 ,D,2013,January, 0.0 , 0.0 , 0.0 , 2.2 
89,, OKMD , TX1 , 2014/03/20 , Liver , 0.0 , 0.0 , 0.0 , 14.3 , 14.3 , 57.1 , 0.0 , 57.1 , 0.0 , 42.9 , 0.0 , 42.9 , 28.6 , 0.0 , 0.0 , 14.3 , 85.7 , 0.0 , 0.0 , 0.0 , 28.6 , 100.0 , 0.0 , 0.0 , 71.4 , 0.0 , 0.0 , 0.0 , 3.2 , 0.0 ,   ,   , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 14.8 , 28.6 , 13.9 , 14.3 , 25.0 , 28.6 , 21.6 , 28.6 , 15.0 , 0.0 , 2.7 , 0.0 , 0.5 , 0.0 , 0.5 , 0.0 , 0.5 , 0.0 , 0.0 , 0.0 , 0.0 , 7 ,D,2013,January, 14.3 , 0.0 , 28.6 , 2.2 
90,, ORUO , TX1 , 2014/03/20 , Liver , 0.0 , 2.4 , 0.0 , 9.8 , 12.2 , 68.3 , 0.0 , 43.9 , 9.8 , 46.3 , 9.8 , 17.1 , 43.9 , 0.0 , 0.0 , 34.1 , 65.9 , 0.0 , 2.4 , 0.0 , 19.5 , 95.1 , 0.0 , 4.9 , 78.0 , 0.0 , 0.0 , 4.9 , 2.4 , 0.0 ,   ,   , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 9.8 , 17.2 , 29.3 , 23.1 , 24.4 , 20.7 , 19.5 , 14.8 , 12.2 , 13.0 , 0.0 , 1.8 , 0.0 , 0.0 , 0.0 , 0.6 , 0.0 , 3.0 , 0.0 , 0.6 , 0.0 , 0.0 , 41 ,D,2013,January, 7.3 , 0.0 , 29.3 , 3.0 
91,, ORUO , VA1 , 2014/03/20 , Liver , 0.0 , 0.0 , 0.0 , 0.0 , 5.9 , 82.4 , 0.0 , 35.3 , 17.6 , 47.1 , 5.9 , 23.5 , 41.2 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 29.4 , 88.2 , 0.0 , 11.8 , 70.6 , 0.0 , 0.0 , 0.0 , 2.4 , 0.0 ,   ,   , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 5.9 , 17.2 , 35.3 , 23.1 , 35.3 , 20.7 , 5.9 , 14.8 , 17.6 , 13.0 , 0.0 , 1.8 , 0.0 , 0.0 , 0.0 , 0.6 , 0.0 , 3.0 , 0.0 , 0.6 , 0.0 , 0.0 , 17 ,D,2013,January, 11.8 , 0.0 , 29.4 , 3.0 
92,, PAAE , TX1 , 2014/03/20 , Liver , 0.0 , 0.0 , 0.0 , 0.0 , 23.1 , 76.9 , 15.4 , 53.8 , 15.4 , 15.4 , 0.0 , 38.5 , 38.5 , 0.0 , 0.0 , 46.2 , 53.8 , 0.0 , 38.5 , 0.0 , 30.8 , 92.3 , 0.0 , 7.7 , 30.8 , 0.0 , 0.0 , 15.4 , 6.0 , 0.0 ,   ,   , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 15.4 , 11.3 , 7.7 , 18.1 , 15.4 , 23.1 , 38.5 , 21.0 , 7.7 , 13.8 , 0.0 , 1.9 , 0.0 , 0.8 , 0.0 , 0.4 , 0.0 , 0.4 , 0.0 , 0.3 , 0.0 , 0.0 , 13 ,D,2013,January, 0.0 , 0.0 , 23.1 , 2.8 
93,, PAAG , TX1 , 2014/03/20 , Liver , 0.0 , 0.0 , 0.0 , 4.8 , 9.5 , 85.7 , 0.0 , 38.1 , 14.3 , 47.6 , 19.0 , 9.5 , 57.1 , 0.0 , 0.0 , 47.6 , 52.4 , 0.0 , 38.1 , 0.0 , 14.3 , 100.0 , 0.0 , 0.0 , 47.6 , 0.0 , 0.0 , 4.8 , 6.0 , 0.0 ,   ,   , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 4.8 , 11.3 , 14.3 , 18.1 , 42.9 , 23.1 , 23.8 , 21.0 , 9.5 , 13.8 , 0.0 , 1.9 , 0.0 , 0.8 , 0.0 , 0.4 , 0.0 , 0.4 , 0.0 , 0.3 , 0.0 , 0.0 , 21 ,D,2013,January, 0.0 , 0.0 , 14.3 , 2.8 
94,, PACH , TX1 , 2014/03/20 , Liver , 30.0 , 16.7 , 33.3 , 20.0 , 0.0 , 0.0 , 10.0 , 23.3 , 23.3 , 43.3 , 56.7 , 36.7 , 3.3 , 0.0 , 0.0 , 53.3 , 46.7 , 0.0 , 10.0 , 0.0 , 16.7 , 86.7 , 0.0 , 13.3 , 73.3 , 0.0 , 0.0 , 10.0 , 6.0 , 26.7 ,   ,   , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 3.3 , 11.3 , 6.7 , 18.1 , 0.0 , 23.1 , 3.3 , 21.0 , 16.7 , 13.8 , 20.0 , 1.9 , 0.0 , 0.8 , 6.7 , 0.4 , 3.3 , 0.4 , 3.3 , 0.3 , 0.0 , 0.0 , 30 ,D,2013,January, 0.0 , 0.0 , 3.3 , 2.8 
95,, PACP , TX1 , 2014/03/20 , Liver , 11.1 , 38.9 , 50.0 , 0.0 , 0.0 , 0.0 , 11.1 , 33.3 , 5.6 , 50.0 , 94.4 , 5.6 , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 27.8 , 0.0 , 22.2 , 88.9 , 0.0 , 11.1 , 50.0 , 0.0 , 0.0 , 22.2 , 6.0 , 38.9 ,   ,   , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 11.1 , 11.3 , 11.1 , 18.1 , 0.0 , 23.1 , 0.0 , 21.0 , 0.0 , 13.8 , 0.0 , 1.9 , 5.6 , 0.8 , 5.6 , 0.4 , 5.6 , 0.4 , 0.0 , 0.3 , 0.0 , 0.0 , 18 ,D,2013,January, 0.0 , 0.0 , 0.0 , 2.8 
96,, PAGM , TX1 , 2014/03/20 , Liver , 0.0 , 0.0 , 0.0 , 0.0 , 30.0 , 60.0 , 10.0 , 60.0 , 10.0 , 20.0 , 10.0 , 30.0 , 10.0 , 40.0 , 0.0 , 40.0 , 60.0 , 0.0 , 0.0 , 0.0 , 30.0 , 100.0 , 0.0 , 0.0 , 70.0 , 0.0 , 0.0 , 10.0 , 6.0 , 0.0 ,   ,   , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 40.0 , 11.3 , 10.0 , 18.1 , 20.0 , 23.1 , 10.0 , 21.0 , 10.0 , 13.8 , 0.0 , 1.9 , 0.0 , 0.8 , 0.0 , 0.4 , 0.0 , 0.4 , 0.0 , 0.3 , 0.0 , 0.0 , 10 ,D,2013,January, 10.0 , 0.0 , 10.0 , 2.8 
97,, PAHE , TX1 , 2014/03/20 , Liver , 0.0 , 0.0 , 0.0 , 9.5 , 9.5 , 61.9 , 9.5 , 42.9 , 14.3 , 33.3 , 4.8 , 23.8 , 47.6 , 0.0 , 0.0 , 42.9 , 57.1 , 0.0 , 19.0 , 0.0 , 9.5 , 90.5 , 0.0 , 9.5 , 71.4 , 0.0 , 0.0 , 9.5 , 6.0 , 0.0 ,   ,   , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 19.0 , 11.3 , 19.0 , 18.1 , 9.5 , 23.1 , 33.3 , 21.0 , 9.5 , 13.8 , 0.0 , 1.9 , 0.0 , 0.8 , 0.0 , 0.4 , 0.0 , 0.4 , 0.0 , 0.3 , 0.0 , 0.0 , 21 ,D,2013,January, 19.0 , 0.0 , 23.8 , 2.8 
98,, PAHM , TX1 , 2014/03/20 , Liver , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 81.3 , 6.3 , 31.3 , 18.8 , 43.8 , 6.3 , 25.0 , 37.5 , 0.0 , 0.0 , 37.5 , 62.5 , 0.0 , 6.3 , 0.0 , 18.8 , 100.0 , 0.0 , 0.0 , 75.0 , 0.0 , 0.0 , 0.0 , 6.0 , 0.0 ,   ,   , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 37.5 , 11.3 , 0.0 , 18.1 , 18.8 , 23.1 , 12.5 , 21.0 , 31.3 , 13.8 , 0.0 , 1.9 , 0.0 , 0.8 , 0.0 , 0.4 , 0.0 , 0.4 , 0.0 , 0.3 , 0.0 , 0.0 , 16 ,D,2013,January, 18.8 , 0.0 , 31.3 , 2.8 
99,, PAPT , TX1 , 2014/03/20 , Liver , 0.0 , 0.0 , 0.0 , 5.8 , 7.7 , 71.2 , 11.5 , 28.8 , 13.5 , 46.2 , 5.8 , 19.2 , 32.7 , 0.0 , 0.0 , 38.5 , 61.5 , 0.0 , 15.4 , 0.0 , 25.0 , 90.4 , 0.0 , 9.6 , 59.6 , 0.0 , 0.0 , 7.7 , 6.0 , 0.0 ,   ,   , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 5.8 , 11.3 , 11.5 , 18.1 , 26.9 , 23.1 , 34.6 , 21.0 , 13.5 , 13.8 , 0.0 , 1.9 , 0.0 , 0.8 , 0.0 , 0.4 , 0.0 , 0.4 , 0.0 , 0.3 , 0.0 , 0.0 , 52 ,D,2013,January, 15.4 , 0.0 , 42.3 , 2.8 
100,, PATJ , TX1 , 2014/03/20 , Liver , 0.0 , 0.0 , 0.0 , 0.0 , 14.5 , 67.3 , 3.6 , 36.4 , 9.1 , 50.9 , 12.7 , 32.7 , 32.7 , 0.0 , 0.0 , 23.6 , 76.4 , 0.0 , 7.3 , 0.0 , 18.2 , 98.2 , 0.0 , 1.8 , 74.5 , 0.0 , 0.0 , 3.6 , 6.0 , 0.0 ,   ,   , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 18.2 , 11.3 , 25.5 , 18.1 , 23.6 , 23.1 , 23.6 , 21.0 , 5.5 , 13.8 , 0.0 , 1.9 , 0.0 , 0.8 , 0.0 , 0.4 , 0.0 , 0.4 , 0.0 , 0.3 , 0.0 , 0.0 , 55 ,D,2013,January, 18.2 , 0.0 , 21.8 , 2.8 
101,, PATU , TX1 , 2014/03/20 , Liver , 0.0 , 0.0 , 0.0 , 3.8 , 23.1 , 57.7 , 15.4 , 30.8 , 7.7 , 46.2 , 3.8 , 50.0 , 23.1 , 0.0 , 0.0 , 23.1 , 76.9 , 0.0 , 23.1 , 0.0 , 34.6 , 88.5 , 0.0 , 11.5 , 42.3 , 0.0 , 0.0 , 7.7 , 6.0 , 0.0 ,   ,   , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 11.5 , 11.3 , 23.1 , 18.1 , 23.1 , 23.1 , 19.2 , 21.0 , 15.4 , 13.8 , 0.0 , 1.9 , 0.0 , 0.8 , 0.0 , 0.4 , 0.0 , 0.4 , 0.0 , 0.3 , 0.0 , 0.0 , 26 ,D,2013,January, 15.4 , 0.0 , 23.1 , 2.8 
102,, PAUP , TX1 , 2014/03/20 , Liver , 0.0 , 0.0 , 0.0 , 6.6 , 14.8 , 68.0 , 6.6 , 34.4 , 18.0 , 41.0 , 13.1 , 36.9 , 20.5 , 0.0 , 0.0 , 28.7 , 71.3 , 0.0 , 6.6 , 0.0 , 30.3 , 94.3 , 0.0 , 5.7 , 63.1 , 0.0 , 0.0 , 2.5 , 6.0 , 0.0 ,   ,   , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 13.9 , 11.3 , 17.2 , 18.1 , 25.4 , 23.1 , 25.4 , 21.0 , 15.6 , 13.8 , 0.0 , 1.9 , 0.0 , 0.8 , 0.0 , 0.4 , 0.0 , 0.4 , 0.0 , 0.3 , 0.0 , 0.0 , 122 ,D,2013,January, 10.7 , 0.0 , 29.5 , 2.8 
