ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,GSR_AD_OBS_C1M,GSR_AD_OBS_C1Y,GSR_AD_OBS_C3Y,GSR_AD_ACT_C1M,GSR_AD_ACT_C1Y,GSR_AD_ACT_C3Y,GSR_AD_ADJ_C1M,GSR_AD_ADJ_C1Y,GSR_AD_ADJ_C3Y,GSR_AD_EXP_C1M,GSR_AD_EXP_C1Y,GSR_AD_EXP_C3Y,GSR_AD_N_C1M,GSR_AD_N_C1Y,GSR_AD_N_C3Y,GSR_P0_OBS_C1M,GSR_P0_OBS_C1Y,GSR_P0_OBS_C3Y,GSR_P0_ACT_C1M,GSR_P0_ACT_C1Y,GSR_P0_ADJ_C1M,GSR_P0_ADJ_C1Y,GSR_P0_ADJ_C3Y,GSR_P0_EXP_C1M,GSR_P0_EXP_C1Y,GSR_P0_EXP_C3Y,GSR_P0_N_C1M,GSR_P0_N_C1Y,YEAR,MONTH,GSR_P0_ACT_C3Y
Hackensack University Medical Center (NJHK),NJHK,TX1,2022-07-06 19:00:00,KI,2,11,10,99.2779783393502,95.2905810469693,91.7369973395551,98.2944557953171,93.4460218914738,90.4447890823269,4.72811460096151,14.2973268469,11.8976257492756,280,280,165,1,1,0,92.8571428571429,92.8571428571429,98.9129013052593,97.496060310764,94.2626441402992,0.149639005225562,0.216735608767513,0.398530560290119,14,14,2022,5,
Our Lady of Lourdes Medical Center (NJLL),NJLL,TX1,2022-07-06 19:00:00,KI,1,3,9,98.8636363636364,96.3920454545455,85.3986879898223,98.3622959719202,93.664943787174,89.7158545796825,1.44295893428996,3.9708044318162,6.48993430724774,88,88,79,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,
Robert Wood Johnson University Hospital (NJRW),NJRW,TX1,2022-07-06 19:00:00,KI,0,8,6,100,90.6640230329894,92.250758682702,98.4194321292352,94.0892975731392,87.9678026220867,1.85709698521088,5.28948424656378,8.10479021507953,117,117,82,0,0,1,100,100,98.897268689648,97.3461931006348,94.0512796566313,0.0665332235663929,0.125392897370432,0.175655691320402,6,6,2022,5,
Saint Barnabas Medical Center (NJSB),NJSB,TX1,2022-07-06 19:00:00,KI,22,45,53,97.1863611158834,93.2071374311318,90.1476897649622,98.5631033907375,94.7066234056551,91.6212678600895,11.1582620133615,30.964114518135,50.3496812049381,790,790,734,1,1,0,95.2380952380952,95.2380952380952,98.8894523818424,97.2712594955702,94.5863563498018,0.232312504253759,0.405114965974234,1.13986581653883,21,21,2022,5,
"University Hospital, University of New Mexico Health Sciences Center (NMAQ)",NMAQ,TX1,2022-07-06 19:00:00,KI,2,3,5,97.7890316205534,96.4851778656126,94.5652173913044,98.3762309154864,93.6464129449242,90.5933014456046,1.48233430966319,4.39567317426624,7.01149814594887,92,92,92,1,1,0,75,75,98.8425545350085,96.8216578651826,93.6769122191495,0.041434539171264,0.0655739806989686,0.367696415505676,4,4,2022,5,
Presbyterian Hospital (NMPH),NMPH,TX1,2022-07-06 19:00:00,KI,0,1,7,100,98.9583333333333,90.7118337850045,98.6105097004062,94.5717970513238,91.3945936908456,1.45049370900517,4.40727722603045,6.77469423202262,105,105,96,0,0,0,0,0,0,0,93.7108577248931,0,0,0.0506341443623607,0,0,2022,5,
University Medical Center of Southern Nevada (NVUM),NVUM,TX1,2022-07-06 19:00:00,KI,1,5,8,99.5073891625616,97.101043027851,94.1012906671702,98.6371770691983,94.5617433240681,92.6939512385648,2.81891480440995,9.52858500935132,8.91806786013576,206,206,146,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,
Albany Medical Center Hospital (NYAM),NYAM,TX1,2022-07-06 19:00:00,KI,0,3,2,100,96.8726325757576,98.4615384615385,98.6080288458221,94.493113599371,91.629434878643,2.02611187565749,6.24368059150512,8.98544347960392,145,145,130,0,0,0,100,100,98.9082115205759,97.4511001477252,95.0686285908962,0.0548912635186005,0.108076031745558,0.22479850029953,5,5,2022,5,
Long Island Jewish Medical Center-Cohen Children's Medical Center (NYCC),NYCC,TX1,2022-07-06 19:00:00,KI,0,0,0,0,0,100,0,0,93.2761907742983,0,0,0.0580451370657254,0,0,1,2,3,0,90.2255639097744,80.2005012531328,98.8894523818424,97.2712594955702,94.087196559727,0.224321621167992,0.391663374381982,0.513373821537014,21,21,2022,5,
NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP),NYCP,TX1,2022-07-06 19:00:00,KI,12,21,40,97.2691032355443,94.5924623083325,88.9308656959828,98.6249712845611,95.0487216434164,91.1278729630487,5.92033033367841,16.377251228791,33.2200276273638,445,445,466,1,1,0,93.3333333333333,93.3333333333333,98.9410400133596,97.7658212889965,94.5072307083996,0.154562684455354,0.217524621776436,0.449217967893429,15,15,2022,5,
"State University of New York, Downstate Medical Center (NYDS)",NYDS,TX1,2022-07-06 19:00:00,KI,0,2,29,100,88.2142857142857,71.5122104072608,98.4231448694233,93.8536309131235,85.6821085715938,0.318534496682467,1.04958434497506,13.3071502892552,20,20,124,0,1,0,100,66.6666666666667,98.8425545350085,96.8216578651826,91.0262574020137,0.0349258801433772,0.0834425400912375,0.191918274209317,3,3,2022,5,
Erie County Medical Center (NYEC),NYEC,TX1,2022-07-06 19:00:00,KI,11,26,46,96.3950297449121,89.057573680775,82.7940966117456,98.1240025803744,92.6046823136936,87.9057869733929,5.71402752779194,16.9054775646873,31.0275480406139,312,312,326,0,0,0,0,0,0,0,91.5520480653014,0,0,0.176534391720168,0,0,2022,5,
"Strong Memorial Hospital, University of Rochester Medical Center (NYFL)",NYFL,TX1,2022-07-06 19:00:00,KI,6,12,14,97.2465144001555,93.3596003697288,90.9043088821104,98.5666645675664,94.6740225538848,90.1073310676792,3.11792539150027,8.79189631330672,15.3150558817753,221,221,199,0,0,0,100,100,98.9519828442875,97.8707283360869,90.2435089956234,0.0316073434230157,0.0584596876661285,0.166658593038213,3,3,2022,5,
Montefiore Medical Center (NYMA),NYMA,TX1,2022-07-06 19:00:00,KI,2,10,30,99.3430735930736,95.2183387253719,88.998585085713,98.4160406300772,93.9449017088713,89.2459770489387,4.93150284038307,14.8172113420305,28.8971794055878,312,312,328,0,0,1,100,100,98.8562330736684,96.9527916740456,93.5841149759724,0.138044252213328,0.248363947413289,1.3040143976306,12,12,2022,5,
Mount Sinai Medical Center (NYMS),NYMS,TX1,2022-07-06 19:00:00,KI,9,19,25,97.5854219537519,94.0913524609289,92.1036269890463,98.5913928821583,94.7993981544416,92.3975579839373,5.20994437146244,15.2646916360189,25.7740838650679,375,375,419,0,1,4,100,90.9090909090909,98.9213429176894,97.5769886042337,94.7875232299807,0.271137780872641,0.434796464311367,1.61089958029633,25,25,2022,5,
North Shore University Hospital/Northwell Health (NYNS),NYNS,TX1,2022-07-06 19:00:00,KI,2,9,11,99.1999742963629,95.0707679649131,93.7657948454302,98.3836531275446,93.9711557854945,90.0273185509761,4.02521584051914,11.2312972239039,14.2007622226646,251,251,184,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,
New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY),NYNY,TX1,2022-07-06 19:00:00,KI,7,20,47,98.7654815480838,95.8228961694328,89.2095793101221,98.5052605197922,94.6643550125902,90.6630541684577,8.52761282517399,24.1873158847862,36.6603995563204,574,574,528,0,0,1,100,100,98.933744792741,97.6958832576029,94.7828309217264,0.0964812986292279,0.158299552314924,0.217956194576941,9,9,2022,5,
University Hospital of State University of New York at Stony Brook (NYSB),NYSB,TX1,2022-07-06 19:00:00,KI,1,5,24,99.4350282485876,95.0801121311871,85.1143933308078,98.2914527476195,93.4313411297633,88.1133618242499,3.08610674643932,9.11959940017127,18.686792947498,182,182,194,0,0,0,100,100,98.897268689648,97.3461931006348,93.8132869178906,0.0298737865007488,0.0562062104845938,0.126135230638314,3,3,2022,5,
New York University Medical Center (NYUC),NYUC,TX1,2022-07-06 19:00:00,KI,5,20,30,99.0183344251934,95.2934693836161,89.6120944768443,98.1746022059571,93.0520904954352,86.6620987565042,9.27462357583411,27.7245094301097,40.5274020611796,513,513,369,0,0,0,100,100,98.932086788055,97.679988250468,94.7746022015603,0.118105950364632,0.206171337606666,0.0910762069036298,11,11,2022,5,
State University of New York Upstate Medical University (NYUM),NYUM,TX1,2022-07-06 19:00:00,KI,3,7,24,97.7267387218045,93.6481702223037,88.5444065383647,98.630365017024,94.7474513993792,89.5620031617858,1.78211523977719,5.18313079748575,16.5031658904928,133,133,215,0,0,0,100,100,98.933744792741,97.6958832576029,94.7806401606699,0.0964812986292279,0.176353425046066,0.46467638192396,9,9,2022,5,
James J. Peters VA Medical Center (NYVA),NYVA,TX1,2022-07-06 19:00:00,KI,0,1,2,100,95.4545454545455,80,98.2355075831639,93.294616085156,88.8562281559718,0.428000026352026,1.30113002906859,0.65538684663941,24,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,
Westchester Medical Center (NYWC),NYWC,TX1,2022-07-06 19:00:00,KI,2,10,16,98.0769230769231,88.8101098635712,85.9816908478141,98.6252528134781,94.7449417397676,90.2788700344687,1.39636387450877,4.07909585558524,8.74491788611799,104,104,125,0,0,0,100,100,98.8425545350085,96.8216578651826,94.5226831008597,0.0349258801433772,0.0534773144318739,0.37053219461287,3,3,2022,5,
The Cleveland Clinic Foundation (OHCC),OHCC,TX1,2022-07-06 19:00:00,KI,1,20,16,99.7899159663866,94.7939908141388,94.5303372846843,98.6315318586537,94.8659201120821,91.4265252351189,6.71031141430794,19.2042150628744,24.0438060707357,492,492,364,0,0,1,100,100,98.8753830277922,97.1363790064539,92.3134540056407,0.113101063757563,0.17845585649896,0.64321528196256,10,10,2022,5,
Nationwide Children's Hospital (OHCH),OHCH,TX1,2022-07-06 19:00:00,KI,0,0,1,100,100,50,99.5394044623299,98.7109578400564,95.1887974883441,0.00923362978869717,0.0130906956542438,0.0493950472359456,2,2,2,0,0,0,100,100,98.9109472283079,97.4773269094978,94.7152204886301,0.131407178772605,0.246028453819047,0.55328288770529,12,12,2022,5,
Children's Hospital Medical Center (OHCM),OHCM,TX1,2022-07-06 19:00:00,KI,0,0,0,100,100,100,99.312610901622,97.1909687838528,94.9038100886145,0.00689762499829245,0.00940427924889815,0.0523063327206606,1,1,1,1,1,4,98.1818181818182,98.1818181818182,98.9145468437447,97.511835806567,95.3285352394543,0.620619700753925,0.964286877658143,1.85121087239186,57,57,2022,5,
University of Toledo Medical Center (OHCO),OHCO,TX1,2022-07-06 19:00:00,KI,6,14,16,97.6892672544847,92.308941250916,89.8407475161301,98.1309193496051,92.669488405405,90.9910343234916,4.82047995934391,15.3024411224486,13.3480508778041,260,260,193,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,
Ohio State University Medical Center (OHOU),OHOU,TX1,2022-07-06 19:00:00,KI,5,21,52,99.2306455591986,95.9266725915716,88.1925296074808,98.6745962304516,94.9683445202811,91.1183224590838,8.62515077909485,25.8941857668927,43.5333032187967,655,655,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,
The Christ Hospital (OHTC),OHTC,TX1,2022-07-06 19:00:00,KI,5,7,3,96.2847443930082,94.6659968281971,96.89785326728,98.7220621363719,95.41307926907,92.2038995007816,1.71413507968422,4.52287559514981,10.209882683544,137,137,157,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,
University of Cincinnati  Medical Center (OHUC),OHUC,TX1,2022-07-06 19:00:00,KI,5,16,18,98.6209008677028,94.8066002320386,92.8657436018534,98.6020574189868,94.6880562021974,90.5917602598203,5.04071573710081,14.2837230305944,22.2769828243045,365,365,311,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,
University Hospitals of Cleveland (OHUH),OHUH,TX1,2022-07-06 19:00:00,KI,5,18,20,98.6126109207005,92.2605782737031,89.6696981172703,98.4116190668503,93.8850553255783,88.9000642131567,5.73210899889691,16.7775612517449,20.1176205958629,362,362,217,0,0,0,100,100,98.8660034584254,97.0464586803764,94.5429988328303,0.0798344519743661,0.141787485773065,0.210077328522566,7,7,2022,5,
Integris Baptist Medical Center (OKBC),OKBC,TX1,2022-07-06 19:00:00,KI,3,13,25,98.3984134404892,92.5732594044237,86.9347692158531,98.7049414519068,95.0219074641158,90.4643878446144,2.4405875639635,7.19405950672471,16.3548822242414,190,190,224,0,0,0,100,100,98.8425545350085,96.8216578651826,93.8399974763184,0.0232839200955848,0.0335789032245777,0.0681261757948882,2,2,2022,5,
OU Medical Center (OKMD),OKMD,TX1,2022-07-06 19:00:00,KI,3,10,2,96.7622461170848,88.7255727618815,97.8260869565217,98.4890236486625,94.2323826551097,89.6194977195026,1.40053456522571,4.00714299291332,8.1786545203097,94,94,92,0,0,1,100,100,98.897268689648,97.3461931006348,93.7329676894093,0.199599670699179,0.379232127225801,0.628601577113308,18,18,2022,5,
St John Medical Center (OKSJ),OKSJ,TX1,2022-07-06 19:00:00,KI,3,4,3,97.9897558581769,97.2996871549503,96.969696969697,98.6226080782667,94.6715336994372,91.3948302806138,2.07391175238285,5.94510087432782,7.0240143152373,152,152,99,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,
Legacy Good Samaritan Hospital and Medical Center (ORGS),ORGS,TX1,2022-07-06 19:00:00,KI,4,8,22,98.1635745181,96.0998165957299,88.9587273822292,98.8895660535143,95.9805562898064,92.423041686387,2.40898137133695,6.85644727276503,13.8108953663435,222,222,233,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,
Oregon Health & Science University (ORUO),ORUO,TX1,2022-07-06 19:00:00,KI,3,9,13,99.009900990099,95.8817332752784,93.0981274848968,98.6677504136435,94.7833724560918,92.117353874378,4.01520652313455,12.0411240800372,12.8169771642408,303,303,210,0,0,0,100,100,98.9101426083867,97.4696131560353,95.1172882169006,0.186298442291206,0.312217867312073,1.04899457860953,17,17,2022,5,
VA Portland Health Care System (ORVA),ORVA,TX1,2022-07-06 19:00:00,KI,1,5,7,99.3103448275862,95.6917650250984,92.1377016896882,98.4487180553198,93.8419503702168,89.3515554291948,2.21529217132396,6.44338514368355,9.7391164098983,145,145,110,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,
Albert Einstein Medical Center (PAAE),PAAE,TX1,2022-07-06 19:00:00,KI,4,6,14,96.8061955965182,94.0920031966158,87.4271616042073,98.2861608027479,93.2716650919911,90.018461503793,2.15788213732782,6.14684891307544,12.7772578410951,126,126,158,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,
Allegheny General Hospital (PAAG),PAAG,TX1,2022-07-06 19:00:00,KI,4,11,18,98.2738902460594,92.2848137408192,90.6045039098768,98.3668281062292,93.720323949817,89.1460322852578,3.79904952872575,11.1119488751498,21.2258370515967,233,233,229,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,
Crozer-Chester Medical Center (PACC),PACC,TX1,2022-07-06 19:00:00,KI,2,3,4,92.3076923076923,87.9120879120879,83.1111111111111,98.4123343280448,93.6368069829935,89.7960606269179,0.420636585908966,1.22121546728996,2.02767169249202,27,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,
UPMC Children's Hospital of Pittsburgh (PACH),PACH,TX1,2022-07-06 19:00:00,KI,0,0,0,100,100,100,99.4542910384962,98.2681778357674,92.5393050863203,0.0218887766032969,0.0483577673490847,0.2857075913732,4,4,4,0,0,1,100,100,98.9441665364819,97.7957947310223,95.1497472023715,0.219517847038843,0.343014531315243,1.17722775917542,21,21,2022,5,
Children's Hospital of Philadelphia (PACP),PACP,TX1,2022-07-06 19:00:00,KI,0,0,0,0,0,100,0,0,95.7925192402777,0,0,0.0321222393785487,0,0,1,0,0,2,100,100,98.9035217358925,97.4061399846864,94.8802623869041,0.385898112990384,0.692278152199323,1.66320247353553,35,35,2022,5,
Geisinger Medical Center (PAGM),PAGM,TX1,2022-07-06 19:00:00,KI,0,9,10,100,92.4679389598511,91.3751828229222,98.6383041455246,94.7758398076369,90.9669337769851,2.16056376002895,6.34383009477506,10.0847093357559,158,158,150,1,1,0,80,80,98.8753830277922,97.1363790064539,94.0197317324253,0.0528744274992013,0.0673175986480239,0.185054568537773,5,5,2022,5,
Penn State Milton S Hershey Medical Center (PAHE),PAHE,TX1,2022-07-06 19:00:00,KI,1,1,3,98.3050847457627,98.3050847457627,95,98.9861196131383,96.5472279973174,92.3890194187264,0.593527505777475,1.58121448877399,3.5771294081859,60,60,60,0,0,0,100,100,98.9183125952786,97.5479374219625,96.1961302449105,0.141389870460217,0.229817684214156,0.393469738940728,13,13,2022,5,
Pinnacle Health System at Harrisburg Hospital (PAHH),PAHH,TX1,2022-07-06 19:00:00,KI,1,4,5,99.1735537190083,96.1075707789837,95.3703703703704,98.6712360847977,95.0962127587183,91.8274391335592,1.58583901494972,4.09949559671135,6.83475762383912,121,121,108,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,
The Lankenau Hospital (PALH),PALH,TX1,2022-07-06 19:00:00,KI,2,3,5,94.7368421052632,91.470054446461,88.8256942121111,98.756165374387,95.3207137112388,91.0972888004862,0.457817641787255,1.28404585172548,4.55775375942754,38,38,61,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,
Lehigh Valley Hospital (PALV),PALV,TX1,2022-07-06 19:00:00,KI,4,11,22,98.2079430269409,93.9978440628586,90.3381030290785,98.3619915065379,93.6078601866396,88.9941412236331,3.68027134657764,10.8500117057712,22.1014464251481,226,226,248,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,
UPMC Hamot (PAPH),PAPH,TX1,2022-07-06 19:00:00,KI,1,3,1,97.5,90.204081632653,92.3076923076923,98.6865689277298,95.4607091619869,89.7913349869136,0.527495883800889,1.44285383862757,1.79208129854431,41,41,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,
University of Pittsburgh Medical Center (PAPT),PAPT,TX1,2022-07-06 19:00:00,KI,7,19,51,98.5265375198134,93.5483426747254,86.462453925262,98.675840258016,95.145441086442,90.3989470103587,6.31703886984705,17.7245917324168,36.4856502871624,481,481,468,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,
0,PARH,TX1,2022-07-06 19:00:00,KI,0,0,0,100,100,0,98.4603564470121,93.7984973180633,0,0.0620871119150611,0.205379723055117,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,
St. Christopher's Hospital for Children (PASC),PASC,TX1,2022-07-06 19:00:00,KI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,98.8425545350085,96.8216578651826,94.4326213614946,0.0931356803823392,0.178319672323193,0.0378680046335159,8,8,2022,5,
Thomas Jefferson University Hospital (PATJ),PATJ,TX1,2022-07-06 19:00:00,KI,1,6,16,99.5555555555556,97.0027613793111,92.3113185772525,98.5615136689725,94.5245204347527,90.1173658278,3.2473467788258,9.5961726018774,18.5534143079936,226,226,230,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,
Temple University Hospital (PATU),PATU,TX1,2022-07-06 19:00:00,KI,0,1,9,100,98.5294117647059,87.0824816475754,98.7886273174744,95.4357009908389,89.7607953370934,0.938752976614989,2.61451580193296,8.89836012915715,77,77,105,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,
Hospital of the University of Pennsylvania (PAUP),PAUP,TX1,2022-07-06 19:00:00,KI,2,14,24,99.5905408640218,96.483675225585,93.4831654352844,98.7922882704848,95.5221419413699,92.0742429524886,5.93781231699672,17.2195873567325,29.4056568971076,494,494,466,0,0,0,100,100,99.006696998927,98.3952635715391,92.2248696804713,0.00998269168761166,0.00998269168761166,0.0358601516823826,1,1,2022,5,
VA Pittsburgh Healthcare System (PAVA),PAVA,TX1,2022-07-06 19:00:00,KI,0,5,4,100,89.6923120875354,96.8353576248313,98.578256294125,94.5058806710549,88.719963510543,1.19665399914803,3.58787424092777,12.3512698494893,85,85,130,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,
Auxilio Mutuo Hospital (PRSJ),PRSJ,TX1,2022-07-06 19:00:00,KI,3,5,10,97.8452670912694,96.028200513708,93.7952488687783,98.5512046345448,94.2939119186123,91.9691945854035,2.02219783296363,5.51818378149773,11.1386941818458,144,144,170,0,0,0,100,100,98.854278996717,96.9340582727795,94.3093300436184,0.161328172308913,0.277622009263553,0.0698530112288361,14,14,2022,5,
Rhode Island Hospital (RIRH),RIRH,TX1,2022-07-06 19:00:00,KI,3,6,17,97.5067713035628,94.8249642978564,86.6693899782135,98.7041163251261,95.3442439912896,90.6745401378636,1.54817964468896,4.28815229830587,10.3312724955728,121,121,142,0,0,0,100,100,98.8425545350085,96.8216578651826,93.5631520574688,0.058209800238962,0.123278415329894,0.361741604606304,5,5,2022,5,
Medical University of South Carolina (SCMU),SCMU,TX1,2022-07-06 19:00:00,KI,7,37,44,99.0171300795622,91.9625472687064,89.8563858749357,98.456592633164,93.9967832415069,89.1698659559703,11.0167174129637,32.5678772090907,49.5669184606072,718,718,558,0,1,2,100,87.5,98.8835901509881,97.2150592917717,94.410870189703,0.179634287323955,0.316793917932003,0.688306188596861,16,16,2022,5,
Avera McKennan Hospital (SDMK),SDMK,TX1,2022-07-06 19:00:00,KI,2,2,5,97.5446088150069,97.5446088150069,92.9573804573805,98.9034529192505,96.2324083035311,91.2429771570971,0.90835833391693,2.48405522931098,5.3315298265835,83,83,78,0,0,1,0,0,0,0,93.6338198750394,0,0,0.0550524486110153,0,0,2022,5,
Sanford Health/USD Medical Center (SDSV),SDSV,TX1,2022-07-06 19:00:00,KI,0,0,7,100,100,85.5409476168635,98.7840613196886,95.3348010870806,89.4445884001427,0.529263733791832,1.52932467812944,4.94464013297064,44,44,57,0,0,0,0,0,0,0,93.1939524742866,0,0,0.0312290104116975,0,0,2022,5,
Erlanger Medical Center (TNEM),TNEM,TX1,2022-07-06 19:00:00,KI,4,6,5,93.2203389830509,89.4146264908977,91.9713728041639,98.7129439784595,94.9115875024014,89.0906086860393,0.740745163616088,2.12428643575793,5.95024831379624,59,59,65,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,
Le Bonheur Children's Medical Center (TNLB),TNLB,TX1,2022-07-06 19:00:00,KI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100,100,98.8660034584254,97.0464586803764,95.1780568872342,0.0798344519743661,0.138114759217391,0.648006239436918,7,7,2022,5,
Methodist University Hospital (TNMH),TNMH,TX1,2022-07-06 19:00:00,KI,3,10,27,98.9863929867735,94.9575794496622,89.9279663029062,98.5672156830058,94.487458537067,89.1177254566376,4.22845290209733,12.4300815253371,27.8843145146329,298,298,325,0,0,0,100,100,98.8425545350085,96.8216578651826,0,0.0232839200955848,0.0489500791805413,0,2,2,2022,5,
Saint Thomas Hospital (TNST),TNST,TX1,2022-07-06 19:00:00,KI,5,22,17,98.0838221216882,90.4825012736965,80.9435457816675,98.1633621152908,92.8130905705389,86.6435170759784,4.86589386583323,15.1116399342252,14.2103021338573,268,268,141,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,
University of Tennessee Medical Center at Knoxville (TNUK),TNUK,TX1,2022-07-06 19:00:00,KI,1,2,25,99.1452991452991,96.9420702754036,78.5236775111876,98.7083551837325,94.9774012980335,88.9531958259318,1.51536850097078,4.66235034019386,12.4885580152186,118,118,145,0,0,0,0,0,0,0,93.1939524742866,0,0,0.0666973782318844,0,0,2022,5,
0,TNVA,TX1,2022-07-06 19:00:00,KI,0,1,1,100,96.2962962962963,98.1818181818182,98.690958924554,94.8588747442451,88.9995772627257,0.391833835234891,1.08893956560174,4.90174743502113,30,30,55,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,
Vanderbilt University Medical Center (TNVU),TNVU,TX1,2022-07-06 19:00:00,KI,3,21,33,99.4593935770406,95.1242995923587,91.4055649303867,98.7771433263153,95.3255669300867,90.5853013814486,6.90031418488396,20.5475884789223,32.4161896082809,566,566,438,0,0,2,100,100,98.8930599085219,97.3058442363692,94.5389223921472,0.289416814361156,0.497567234224193,0.983947404346466,26,26,2022,5,
Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS),TXAS,TX1,2022-07-06 19:00:00,KI,6,12,10,96.8712582049444,92.7722008105621,92.3203780346637,98.6406430676104,94.7928483130691,91.302175469839,2.62354139218327,7.34641752958277,11.6382070152529,195,195,168,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,
"University Hospital, University of Texas Health Science Center (TXBC)",TXBC,TX1,2022-07-06 19:00:00,KI,5,14,8,98.4354233610259,94.6762024440721,94.7941409934719,98.3287817939273,93.6359879933443,91.6074463360125,5.40622669792888,15.4931660374878,13.6858612499516,324,324,197,0,0,3,100,100,98.8425545350085,96.8216578651826,94.1651082386925,0.0116419600477924,0.017316865624874,1.52773040819612,1,1,2022,5,
Cook Children's Medical Center (TXCF),TXCF,TX1,2022-07-06 19:00:00,KI,0,0,0,100,100,0,99.0555176216441,96.1558710890595,0,0.00948970897710909,0.026122619559953,0,1,1,0,1,3,1,97.2972972972973,87.0912870912871,98.8511936120568,96.9044792181487,94.1103806118777,0.433186794127372,0.805506631300675,1.12226796297913,38,38,2022,5,
Children's Medical Center of Dallas (TXCM),TXCM,TX1,2022-07-06 19:00:00,KI,0,0,0,100,100,0,99.3894707643989,98.293523327804,0,0.00612400585987435,0.0117286540319136,0,1,1,0,0,0,2,100,100,98.8857499202502,97.2357646300133,94.0933415807425,0.420668497194398,0.678253457384025,1.66783387724755,38,38,2022,5,
Driscoll Children's Hospital (TXDC),TXDC,TX1,2022-07-06 19:00:00,KI,0,0,0,0,0,100,0,0,92.1504796897257,0,0,0.311958728275985,0,0,4,1,1,0,91.6666666666667,91.6666666666667,98.8425545350085,96.8216578651826,94.4172983834192,0.131671668828965,0.280710491166496,0.611964839159273,12,12,2022,5,
North Austin Medical Center (TXDM),TXDM,TX1,2022-07-06 19:00:00,KI,11,17,7,92.4507549245075,83.8079017739708,91.358024691358,98.2903592362051,93.4517433587438,91.3893482303946,2.34456809101597,6.76264527461254,4.78238641407731,146,146,81,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,
Doctor's Hospital at Renaissance (TXDR),TXDR,TX1,2022-07-06 19:00:00,KI,0,1,1,100,97.4358974358974,95.8333333333333,98.2957572061682,93.5237493220878,91.4668708739315,0.844518805425386,2.51136063937228,1.34090941439493,49,49,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,
Texas Health Harris Methodist Fort Worth Hospital (TXFW),TXFW,TX1,2022-07-06 19:00:00,KI,2,4,10,96.3562753036437,90.1369157158631,84.5920789605198,98.2279484913904,92.9411423808645,89.1886839794501,0.98729864835747,2.90172543091274,7.38977515494468,57,57,80,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,
Medical City Dallas Hospital (TXHD),TXHD,TX1,2022-07-06 19:00:00,KI,5,20,25,98.496640069243,91.7065446369626,87.4263665712869,98.4034649601803,93.8866112543006,88.9081341179935,5.31915140891583,15.8242507515995,20.5823586113596,334,334,238,0,0,0,100,100,98.9470088302294,97.8230433146822,96.2223359403661,0.116446682004451,0.203055654610106,0.162745229434545,11,11,2022,5,
"Memorial Hermann Hospital, University of Texas at Houston (TXHH)",TXHH,TX1,2022-07-06 19:00:00,KI,2,4,15,97.9166666666667,95.6250288510363,87.9100340026051,98.5547185770131,94.3384443951789,88.9463502508671,1.39338128279957,4.25287340561703,13.724876342714,96,96,153,0,0,0,100,100,98.8425545350085,96.8216578651826,93.8624409273552,0.139703520573509,0.330873509376696,0.591663634060529,12,12,2022,5,
CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI),TXHI,TX1,2022-07-06 19:00:00,KI,3,8,23,98.8749647986483,95.3966185894347,89.1711634770552,98.686256242793,94.9309446261582,91.7328371695946,3.50355375001161,10.4224770224824,20.1373449495858,270,270,295,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,5,
