,ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCC_A10_C,RCC_A17_C,RCC_A2_C,RCC_A34_C,RCC_A49_C,RCC_A65P_C,RCC_AU_C,RCC_BAB_C,RCC_BA_C,RCC_BB_C,RCC_BO_C,RCC_BMI20_C,RCC_BMI25_C,RCC_BMI30_C,RCC_BMI31P_C,RCC_BMINR_C,RCC_BU_C,RCC_GF_C,RCC_GM_C,RCC_GU_C,RCC_ICU_C,RCC_HOSPNR_C,RCC_HOSP_C,RCC_PTXN_C,RCC_PTXU_C,RCC_PTXY_C,RCC_NOTHOSP_C,RCC_TST1_C,RCC_TST1_R,RCC_TST1A_C,RCC_TST1A_R,RCC_TST1B_C,RCC_TST1B_R,RCC_TST2_C,RCC_TST2_R,RCC_TST2A_C,RCC_TST2A_R,RCC_TST2B_C,RCC_TST2B_R,RCC_TST3_C,RCC_TST3_R,RCC_ME11_C,RCC_ME11_R,RCC_ME15_C,RCC_ME15_R,RCC_ME21_C,RCC_ME21_R,RCC_ME31_C,RCC_ME31_R,RCC_ME6_C,RCC_ME6_R,RCC_PE6_C,RCC_PE6_R,RCC_PE11_C,RCC_PE11_R,RCC_PE15_C,RCC_PE15_R,RCC_PE21_C,RCC_PE21_R,RCC_PE31_C,RCC_PE31_R,RCC_TINA_C,RCC_TINA_R,RCC_N_C,D_OR_L,YEAR,MONTH
38,"Strong Memorial Hospital, University of Rochester Medical Center (NYFL)",NYFL,TX1,2022-07-06 19:00:00,PA,0,0,0,0,100,0,,0,100,0,0,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,D,2022,May
39,Montefiore Medical Center (NYMA),NYMA,TX1,2022-07-06 19:00:00,PA,0,0,0,0,0,0,,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,D,2022,May
40,Mount Sinai Medical Center (NYMS),NYMS,TX1,2022-07-06 19:00:00,PA,0,0,0,0,100,0,,0,0,100,0,100,0,0,0,0,0,100,0,0,0,100,0,0,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,D,2022,May
41,New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY),NYNY,TX1,2022-07-06 19:00:00,PA,0,0,0,0,50,0,,0,0,50,50,50,50,0,0,0,0,50,50,0,0,100,0,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,D,2022,May
42,State University of New York Upstate Medical University (NYUM),NYUM,TX1,2022-07-06 19:00:00,PA,0,0,0,0,50,0,,0,50,0,50,0,50,50,0,0,0,0,100,0,0,100,0,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,D,2022,May
43,Indiana University Health (INIM),INIM,TX1,2022-07-06 19:00:00,PA,10,0,10,10,50,0,,0,60,0,40,30,30,40,0,0,0,60,40,0,0,100,0,90,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,D,2022,May
44,Henry Ford Hospital (MIHF),MIHF,TX1,2022-07-06 19:00:00,PA,0,0,0,0,100,0,,0,0,0,100,0,0,100,0,0,0,0,100,0,0,100,0,0,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,D,2022,May
45,The Cleveland Clinic Foundation (OHCC),OHCC,TX1,2022-07-06 19:00:00,PA,16.666666667,0,0,50,33.333333333,0,,0,16.666666667,16.666666667,66.666666667,33.333333333,66.666666667,0,0,0,0,50,50,0,0,100,0,66.666666667,0,33.333333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,D,2022,May
46,Children's Hospital Medical Center (OHCM),OHCM,TX1,2022-07-06 19:00:00,PA,50,0,50,0,0,0,,0,0,50,50,100,0,0,0,0,0,50,50,0,0,100,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,D,2022,May
47,University of Cincinnati  Medical Center (OHUC),OHUC,TX1,2022-07-06 19:00:00,PA,0,0,0,100,0,0,,0,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,0,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,D,2022,May
48,Wake Forest Baptist Medical Center (NCBG),NCBG,TX1,2022-07-06 19:00:00,PA,0,0,0,50,50,0,,0,100,0,0,0,0,50,50,0,0,50,50,0,0,100,0,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,D,2022,May
49,Duke University Hospital (NCDU),NCDU,TX1,2022-07-06 19:00:00,PA,0,0,0,0,100,0,,0,50,0,50,0,50,50,0,0,0,50,50,0,0,100,0,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,D,2022,May
50,Medical University of South Carolina (SCMU),SCMU,TX1,2022-07-06 19:00:00,PA,0,0,0,0,66.666666667,0,,0,66.666666667,0,33.333333333,0,33.333333333,66.666666667,0,0,0,33.333333333,66.666666667,0,0,100,0,0,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,D,2022,May
51,Methodist University Hospital (TNMH),TNMH,TX1,2022-07-06 19:00:00,PA,0,0,0,0,100,0,,33.333333333,33.333333333,0,33.333333333,0,66.666666667,33.333333333,0,0,0,33.333333333,66.666666667,0,0,100,0,0,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,D,2022,May
52,University of Virginia Health Sciences Center (VAUV),VAUV,TX1,2022-07-06 19:00:00,PA,0,0,0,100,0,0,,0,50,0,50,50,50,0,0,0,0,50,50,0,0,100,0,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,D,2022,May
1,Mayo Clinic Hospital (AZMC) , AZMC , TX1 , 2015/06/16 , Pancreas , 0.0 , 0.0 , 0.0 , 25.0 , 75.0 , 0.0 , 0.0 , 25.0 , 25.0 , 0.0 , 50.0 , 0.0 , 50.0 , 25.0 , 25.0 , 0.0 , 0.0 , 25.0 , 75.0 , 0.0 , 0.0 , 0.0 , 0.0 , 25.0 , 0.0 , 75.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 4 ,D,2015,June
2,Banner University Medical Center-Tucson (AZUA) , AZUA , TX1 , 2015/06/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 2 ,D,2015,June
3,Cedars-Sinai Medical Center (CACS) , CACS , TX1 , 2015/06/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,June
4,Loma Linda University Medical Center (CALL) , CALL , TX1 , 2015/06/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,June
5,Lucile Salter Packard Children's Hospital at Stanford (CAPC) , CAPC , TX1 , 2015/06/16 , Pancreas , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,June
6,University of California San Francisco Medical Center (CASF) , CASF , TX1 , 2015/06/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 2 ,D,2015,June
7,Sharp Memorial Hospital (CASH) , CASH , TX1 , 2015/06/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,June
8,St. Vincent Medical Center (CASV) , CASV , TX1 , 2015/06/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,June
9,University of California at Los Angeles Medical Center (CAUC) , CAUC , TX1 , 2015/06/16 , Pancreas , 20.0 , 0.0 , 20.0 , 20.0 , 20.0 , 0.0 , 0.0 , 0.0 , 40.0 , 0.0 , 60.0 , 20.0 , 60.0 , 20.0 , 0.0 , 0.0 , 0.0 , 80.0 , 20.0 , 0.0 , 20.0 , 0.0 , 40.0 , 60.0 , 0.0 , 40.0 , 40.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 5 ,D,2015,June
10,Yale New Haven Hospital (CTYN) , CTYN , TX1 , 2015/06/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,June
11,Georgetown University Medical Center (DCGU) , DCGU , TX1 , 2015/06/16 , Pancreas , 37.5 , 0.0 , 37.5 , 12.5 , 0.0 , 0.0 , 0.0 , 12.5 , 37.5 , 37.5 , 12.5 , 62.5 , 25.0 , 12.5 , 0.0 , 0.0 , 0.0 , 12.5 , 87.5 , 0.0 , 0.0 , 0.0 , 0.0 , 75.0 , 0.0 , 25.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 8 ,D,2015,June
12,Florida Hospital Medical Center (FLFH) , FLFH , TX1 , 2015/06/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,June
13,Jackson Memorial Hospital University of Miami School of Medicine (FLJM) , FLJM , TX1 , 2015/06/16 , Pancreas , 33.3 , 6.7 , 13.3 , 6.7 , 20.0 , 0.0 , 0.0 , 0.0 , 40.0 , 6.7 , 53.3 , 46.7 , 33.3 , 6.7 , 13.3 , 0.0 , 0.0 , 46.7 , 53.3 , 0.0 , 0.0 , 0.0 , 20.0 , 86.7 , 0.0 , 13.3 , 80.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 15 ,D,2015,June
14,Mayo Clinic Florida (FLSL) , FLSL , TX1 , 2015/06/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 2 ,D,2015,June
15,University of Iowa Hospitals and Clinics (IAIV) , IAIV , TX1 , 2015/06/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,June
16,Mercy Medical Center-Des Moines (IAMH) , IAMH , TX1 , 2015/06/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,June
17,Northwestern Memorial Hospital (ILNM) , ILNM , TX1 , 2015/06/16 , Pancreas , 0.0 , 0.0 , 0.0 , 16.7 , 33.3 , 0.0 , 0.0 , 0.0 , 16.7 , 0.0 , 83.3 , 0.0 , 33.3 , 50.0 , 16.7 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 0.0 , 33.3 , 0.0 , 66.7 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 6 ,D,2015,June
18,Rush University Medical Center (ILPL) , ILPL , TX1 , 2015/06/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,June
19,University of Chicago Medical Center (ILUC) , ILUC , TX1 , 2015/06/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,June
20,University of Illinois Medical Center (ILUI) , ILUI , TX1 , 2015/06/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 0.0 , 0.0 , 0.0 , 25.0 , 75.0 , 0.0 , 75.0 , 25.0 , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 0.0 , 75.0 , 0.0 , 25.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 4 ,D,2015,June
21,Indiana University Health (INIM) , INIM , TX1 , 2015/06/16 , Pancreas , 0.0 , 0.0 , 2.4 , 26.8 , 31.7 , 0.0 , 0.0 , 0.0 , 34.1 , 9.8 , 56.1 , 22.0 , 41.5 , 29.3 , 7.3 , 0.0 , 0.0 , 51.2 , 48.8 , 0.0 , 0.0 , 0.0 , 4.9 , 73.2 , 0.0 , 26.8 , 95.1 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 41 ,D,2015,June
22,Beth Israel Deaconess Medical Center (MABI) , MABI , TX1 , 2015/06/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 75.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 75.0 , 25.0 , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 4 ,D,2015,June
23,Massachusetts General Hospital (MAMG) , MAMG , TX1 , 2015/06/16 , Pancreas , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,June
24,UMass Memorial Medical Center (MAUM) , MAUM , TX1 , 2015/06/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,June
25,University of Maryland Medical System (MDUM) , MDUM , TX1 , 2015/06/16 , Pancreas , 0.0 , 0.0 , 0.0 , 16.7 , 16.7 , 0.0 , 0.0 , 0.0 , 33.3 , 33.3 , 33.3 , 16.7 , 66.7 , 16.7 , 0.0 , 0.0 , 0.0 , 66.7 , 33.3 , 0.0 , 0.0 , 0.0 , 0.0 , 33.3 , 0.0 , 66.7 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 6 ,D,2015,June
26,Henry Ford Hospital (MIHF) , MIHF , TX1 , 2015/06/16 , Pancreas , 0.0 , 33.3 , 0.0 , 33.3 , 33.3 , 0.0 , 0.0 , 0.0 , 33.3 , 33.3 , 33.3 , 0.0 , 33.3 , 0.0 , 33.3 , 33.3 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 33.3 , 33.3 , 0.0 , 66.7 , 66.7 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 3 ,D,2015,June
27,Rochester Methodist Hospital (Mayo Clinic) (MNMC) , MNMC , TX1 , 2015/06/16 , Pancreas , 0.0 , 0.0 , 0.0 , 20.0 , 20.0 , 0.0 , 0.0 , 0.0 , 40.0 , 0.0 , 60.0 , 20.0 , 60.0 , 20.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 20.0 , 0.0 , 80.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 5 ,D,2015,June
28,"University of Minnesota Medical Center, Fairview (MNUM) ", MNUM , TX1 , 2015/06/16 , Pancreas , 0.0 , 0.0 , 0.0 , 28.6 , 28.6 , 0.0 , 0.0 , 7.1 , 35.7 , 14.3 , 42.9 , 0.0 , 50.0 , 35.7 , 14.3 , 0.0 , 0.0 , 78.6 , 21.4 , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 14 ,D,2015,June
29,Barnes-Jewish Hospital (MOBH) , MOBH , TX1 , 2015/06/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 0.0 , 0.0 , 50.0 , 0.0 , 50.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 2 ,D,2015,June
30,University of Mississippi Medical Center (MSUM) , MSUM , TX1 , 2015/06/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 , 0.0 , 0.0 , 0.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,June
31,Duke University Hospital (NCDU) , NCDU , TX1 , 2015/06/16 , Pancreas , 40.0 , 0.0 , 20.0 , 0.0 , 40.0 , 0.0 , 0.0 , 0.0 , 60.0 , 0.0 , 40.0 , 60.0 , 20.0 , 20.0 , 0.0 , 0.0 , 0.0 , 20.0 , 80.0 , 0.0 , 0.0 , 0.0 , 0.0 , 80.0 , 0.0 , 20.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 5 ,D,2015,June
32,University of North Carolina Hospitals (NCMH) , NCMH , TX1 , 2015/06/16 , Pancreas , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,D,2015,June
33,Sanford Medical Center Fargo (NDSL) , NDSL , TX1 , 2015/06/16 , Pancreas , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 50.0 , 50.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 100.0 , 100.0 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 2 ,D,2015,June
