,ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCC_A10_N,RCC_A17_N,RCC_A2_N,RCC_A34_N,RCC_A49_N,RCC_A64_N,RCC_A65P_N,RCC_AU_N,RCC_BAB_N,RCC_BAT_N,RCC_BA_N,RCC_BB_N,RCC_BMI20_N,RCC_BMI25_N,RCC_BMI30_N,RCC_BMI31P_N,RCC_BMINR_N,RCC_BO_N,RCC_BU_N,RCC_CAD_N,RCC_CAR_N,RCC_CHD_N,RCC_CLD_N,RCC_COD_N,RCC_CYF_N,RCC_DEVS_N,RCC_DIA_N,RCC_ECO_N,RCC_FBP_N,RCC_GF_N,RCC_GLO_N,RCC_GM_N,RCC_GU_N,RCC_HOSPNR_N,RCC_HOSP_N,RCC_HYP_N,RCC_ICU_N,RCC_IDP_N,RCC_INRET_N,RCC_KIRET_N,RCC_LSNR_N,RCC_LS_N,RCC_LURET_N,RCC_ME11_N,RCC_ME15_N,RCC_ME21_N,RCC_ME31_N,RCC_ME6_N,RCC_MET_N,RCC_MIS_N,RCC_MNEO_N,RCC_NCC_N,RCC_NEC_N,RCC_NEO_N,RCC_NOTHOSP_N,RCC_NOTLS_N,RCC_N_N,RCC_OTH_N,RCC_OTK_N,RCC_PE11_N,RCC_PE15_N,RCC_PE21_N,RCC_PE31_N,RCC_PE6_N,RCC_POL_N,RCC_PPH_N,RCC_PRA79_N,RCC_PRA80_N,RCC_PRA9_N,RCC_PRAU_N,RCC_PTXN_N,RCC_PTXU_N,RCC_PTXY_N,RCC_RA_N,RCC_RB_N,RCC_RET_N,RCC_RH_N,RCC_RO_N,RCC_RU_N,RCC_RW_N,RCC_SGS_N,RCC_TINA_N,RCC_TST1A_N,RCC_TST1B_N,RCC_TST1_N,RCC_TST2A_N,RCC_TST2B_N,RCC_TST2_N,RCC_TST3_N,RCC_TUB_N,RCC_VAS_N,RCC_VHD_N,RCC_CON_N,D_OR_L,RCL_A10_N,RCL_A17_N,RCL_A2_N,RCL_A34_N,RCL_A49_N,RCL_A64_N,RCL_A65P_N,RCL_AU_N,RCL_BAB_N,RCL_BAT_N,RCL_BA_N,RCL_BB_N,RCL_BMI20_N,RCL_BMI25_N,RCL_BMI30_N,RCL_BMI31P_N,RCL_BMINR_N,RCL_BO_N,RCL_BU_N,RCL_CLD_N,RCL_COD_N,RCL_CYF_N,RCL_DEVS_N,RCL_DIA_N,RCL_ECO_N,RCL_GF_N,RCL_GLO_N,RCL_GM_N,RCL_GU_N,RCL_HOSPNR_N,RCL_HOSP_N,RCL_HYP_N,RCL_ICU_N,RCL_IDP_N,RCL_KIRET_N,RCL_LSNR_N,RCL_LS_N,RCL_LURET_N,RCL_ME11_N,RCL_ME15_N,RCL_ME21_N,RCL_ME31_N,RCL_ME6_N,RCL_MET_N,RCL_MIS_N,RCL_MNEO_N,RCL_NCC_N,RCL_NEC_N,RCL_NEO_N,RCL_NOTHOSP_N,RCL_NOTLS_N,RCL_N_N,RCL_OTH_N,RCL_OTK_N,RCL_PE11_N,RCL_PE15_N,RCL_PE21_N,RCL_PE31_N,RCL_PE6_N,RCL_POL_N,RCL_PPH_N,RCL_PRA79_N,RCL_PRA80_N,RCL_PRA9_N,RCL_PRAU_N,RCL_PTXN_N,RCL_PTXU_N,RCL_PTXY_N,RCL_RA_N,RCL_RB_N,RCL_RH_N,RCL_RO_N,RCL_RU_N,RCL_RW_N,RCL_TINA_N,RCL_TST1A_N,RCL_TST1B_N,RCL_TST1_N,RCL_TST2A_N,RCL_TST2B_N,RCL_TST3_N,RCL_TUB_N,RCL_VAS_N,RCL_CON_N,YEAR,MONTH,RCC_A69_N,RCC_A70P_N,RCC_BMI35_N,RCC_BMI40_N,RCC_BMI41P_N,RCL_A69_N,RCL_A70P_N,RCL_BMI35_N,RCL_BMI40_N,RCL_BMI41P_N,Unnamed: 0, CTR_CD, CTR_TY, RELEASE_DATE, ORG, RCC_A10_N, RCC_A17_N, RCC_A2_N, RCC_A34_N, RCC_A49_N, RCC_A64_N, RCC_A65P_N, RCC_AU_N, RCC_BAB_N, RCC_BAT_N, RCC_BA_N, RCC_BB_N, RCC_BMI20_N, RCC_BMI25_N, RCC_BMI30_N, RCC_BMI31P_N, RCC_BMINR_N, RCC_BO_N, RCC_BU_N, RCC_CAD_N, RCC_CAR_N, RCC_CHD_N, RCC_CLD_N, RCC_COD_N, RCC_CON_N, RCC_CYF_N, RCC_DEVS_N, RCC_DIA_N, RCC_ECO_N, RCC_FBP_N, RCC_GF_N, RCC_GLO_N, RCC_GM_N, RCC_GU_N, RCC_HOSPNR_N, RCC_HOSP_N, RCC_HYP_N, RCC_ICU_N, RCC_IDP_N, RCC_INRET_N, RCC_KIRET_N, RCC_LSNR_N, RCC_LS_N, RCC_LURET_N, RCC_ME11_N, RCC_ME15_N, RCC_ME21_N, RCC_ME31_N, RCC_ME6_N, RCC_MET_N, RCC_MIS_N, RCC_MNEO_N, RCC_NCC_N, RCC_NEC_N, RCC_NEO_N, RCC_NOTHOSP_N, RCC_NOTLS_N, RCC_N_N, RCC_OTH_N, RCC_OTK_N, RCC_PE11_N, RCC_PE15_N, RCC_PE21_N, RCC_PE31_N, RCC_PE6_N, RCC_POL_N, RCC_PPH_N, RCC_PRA79_N, RCC_PRA80_N, RCC_PRA9_N, RCC_PRAU_N, RCC_PTXN_N, RCC_PTXU_N, RCC_PTXY_N, RCC_RA_N, RCC_RB_N, RCC_RET_N, RCC_RH_N, RCC_RO_N, RCC_RU_N, RCC_RW_N, RCC_SGS_N, RCC_TINA_N, RCC_TST1A_N, RCC_TST1B_N, RCC_TST1_N, RCC_TST2A_N, RCC_TST2B_N, RCC_TST2_N, RCC_TST3_N, RCC_TUB_N, RCC_VAS_N, RCC_VHD_N, RCL_A10_N, RCL_A17_N, RCL_A2_N, RCL_A34_N, RCL_A49_N, RCL_A64_N, RCL_A65P_N, RCL_AU_N, RCL_BAB_N, RCL_BAT_N, RCL_BA_N, RCL_BB_N, RCL_BMI20_N, RCL_BMI25_N, RCL_BMI30_N, RCL_BMI31P_N, RCL_BMINR_N, RCL_BO_N, RCL_BU_N, RCL_CLD_N, RCL_COD_N, RCL_CON_N, RCL_CYF_N, RCL_DEVS_N, RCL_DIA_N, RCL_ECO_N, RCL_GF_N, RCL_GLO_N, RCL_GM_N, RCL_GU_N, RCL_HOSPNR_N, RCL_HOSP_N, RCL_HYP_N, RCL_ICU_N, RCL_IDP_N, RCL_KIRET_N, RCL_LSNR_N, RCL_LS_N, RCL_LURET_N, RCL_ME11_N, RCL_ME15_N, RCL_ME21_N, RCL_ME31_N, RCL_ME6_N, RCL_MET_N, RCL_MIS_N, RCL_MNEO_N, RCL_NCC_N, RCL_NEC_N, RCL_NEO_N, RCL_NOTHOSP_N, RCL_NOTLS_N, RCL_N_N, RCL_OTH_N, RCL_OTK_N, RCL_PE11_N, RCL_PE15_N, RCL_PE21_N, RCL_PE31_N, RCL_PE6_N, RCL_POL_N, RCL_PPH_N, RCL_PRA79_N, RCL_PRA80_N, RCL_PRA9_N, RCL_PRAU_N, RCL_PTXN_N, RCL_PTXU_N, RCL_PTXY_N, RCL_RA_N, RCL_RB_N, RCL_RH_N, RCL_RO_N, RCL_RU_N, RCL_RW_N, RCL_TINA_N, RCL_TST1A_N, RCL_TST1B_N, RCL_TST1_N, RCL_TST2A_N, RCL_TST2B_N, RCL_TST3_N, RCL_TUB_N, RCL_VAS_N
43,State University of New York Upstate Medical University (NYUM),NYUM,TX1,2023-01-05 18:00:00,PA,9.0163934426,1.6393442623,3.2786885246,18.852459016,45.081967213,21.31147541,,,0.8196721311,-,45.901639344,9.8360655738,23.770491803,28.68852459,33.606557377,,2.4590163934,43.442622951,0,-,-,-,-,-,-,0,-,-,-,45.901639344,-,54.098360656,0,100,0,-,0,-,-,-,100,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0,122,-,-,-,-,-,-,-,-,-,16.393442623,9.8360655738,73.770491803,0,48.360655738,0,51.639344262,2.4590163934,14.754098361,-,8.1967213115,0.8196721311,0,73.770491803,-,-,-,-,-,-,-,-,-,-,-,-,-,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,November,0.8196721311,0,9.0163934426,1.6393442623,0.8196721311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Indiana University Health (INIM),INIM,TX1,2023-01-05 18:00:00,PA,9.0163934426,1.6393442623,3.2786885246,18.852459016,45.081967213,21.31147541,,,0.8196721311,-,45.901639344,9.8360655738,23.770491803,28.68852459,33.606557377,,2.4590163934,43.442622951,0,-,-,-,-,-,-,0,-,-,-,45.901639344,-,54.098360656,0,100,0,-,0,-,-,-,100,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0,122,-,-,-,-,-,-,-,-,-,16.393442623,9.8360655738,73.770491803,0,48.360655738,0,51.639344262,2.4590163934,14.754098361,-,8.1967213115,0.8196721311,0,73.770491803,-,-,-,-,-,-,-,-,-,-,-,-,-,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,November,0.8196721311,0,9.0163934426,1.6393442623,0.8196721311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Henry Ford Hospital (MIHF),MIHF,TX1,2023-01-05 18:00:00,PA,9.0163934426,1.6393442623,3.2786885246,18.852459016,45.081967213,21.31147541,,,0.8196721311,-,45.901639344,9.8360655738,23.770491803,28.68852459,33.606557377,,2.4590163934,43.442622951,0,-,-,-,-,-,-,0,-,-,-,45.901639344,-,54.098360656,0,100,0,-,0,-,-,-,100,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0,122,-,-,-,-,-,-,-,-,-,16.393442623,9.8360655738,73.770491803,0,48.360655738,0,51.639344262,2.4590163934,14.754098361,-,8.1967213115,0.8196721311,0,73.770491803,-,-,-,-,-,-,-,-,-,-,-,-,-,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,November,0.8196721311,0,9.0163934426,1.6393442623,0.8196721311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,The Cleveland Clinic Foundation (OHCC),OHCC,TX1,2023-01-05 18:00:00,PA,9.0163934426,1.6393442623,3.2786885246,18.852459016,45.081967213,21.31147541,,,0.8196721311,-,45.901639344,9.8360655738,23.770491803,28.68852459,33.606557377,,2.4590163934,43.442622951,0,-,-,-,-,-,-,0,-,-,-,45.901639344,-,54.098360656,0,100,0,-,0,-,-,-,100,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0,122,-,-,-,-,-,-,-,-,-,16.393442623,9.8360655738,73.770491803,0,48.360655738,0,51.639344262,2.4590163934,14.754098361,-,8.1967213115,0.8196721311,0,73.770491803,-,-,-,-,-,-,-,-,-,-,-,-,-,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,November,0.8196721311,0,9.0163934426,1.6393442623,0.8196721311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Children's Hospital Medical Center (OHCM),OHCM,TX1,2023-01-05 18:00:00,PA,9.0163934426,1.6393442623,3.2786885246,18.852459016,45.081967213,21.31147541,,,0.8196721311,-,45.901639344,9.8360655738,23.770491803,28.68852459,33.606557377,,2.4590163934,43.442622951,0,-,-,-,-,-,-,0,-,-,-,45.901639344,-,54.098360656,0,100,0,-,0,-,-,-,100,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0,122,-,-,-,-,-,-,-,-,-,16.393442623,9.8360655738,73.770491803,0,48.360655738,0,51.639344262,2.4590163934,14.754098361,-,8.1967213115,0.8196721311,0,73.770491803,-,-,-,-,-,-,-,-,-,-,-,-,-,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,November,0.8196721311,0,9.0163934426,1.6393442623,0.8196721311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,University of Cincinnati  Medical Center (OHUC),OHUC,TX1,2023-01-05 18:00:00,PA,9.0163934426,1.6393442623,3.2786885246,18.852459016,45.081967213,21.31147541,,,0.8196721311,-,45.901639344,9.8360655738,23.770491803,28.68852459,33.606557377,,2.4590163934,43.442622951,0,-,-,-,-,-,-,0,-,-,-,45.901639344,-,54.098360656,0,100,0,-,0,-,-,-,100,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0,122,-,-,-,-,-,-,-,-,-,16.393442623,9.8360655738,73.770491803,0,48.360655738,0,51.639344262,2.4590163934,14.754098361,-,8.1967213115,0.8196721311,0,73.770491803,-,-,-,-,-,-,-,-,-,-,-,-,-,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,November,0.8196721311,0,9.0163934426,1.6393442623,0.8196721311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Duke University Hospital (NCDU),NCDU,TX1,2023-01-05 18:00:00,PA,9.0163934426,1.6393442623,3.2786885246,18.852459016,45.081967213,21.31147541,,,0.8196721311,-,45.901639344,9.8360655738,23.770491803,28.68852459,33.606557377,,2.4590163934,43.442622951,0,-,-,-,-,-,-,0,-,-,-,45.901639344,-,54.098360656,0,100,0,-,0,-,-,-,100,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0,122,-,-,-,-,-,-,-,-,-,16.393442623,9.8360655738,73.770491803,0,48.360655738,0,51.639344262,2.4590163934,14.754098361,-,8.1967213115,0.8196721311,0,73.770491803,-,-,-,-,-,-,-,-,-,-,-,-,-,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,November,0.8196721311,0,9.0163934426,1.6393442623,0.8196721311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Methodist University Hospital (TNMH),TNMH,TX1,2023-01-05 18:00:00,PA,9.0163934426,1.6393442623,3.2786885246,18.852459016,45.081967213,21.31147541,,,0.8196721311,-,45.901639344,9.8360655738,23.770491803,28.68852459,33.606557377,,2.4590163934,43.442622951,0,-,-,-,-,-,-,0,-,-,-,45.901639344,-,54.098360656,0,100,0,-,0,-,-,-,100,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0,122,-,-,-,-,-,-,-,-,-,16.393442623,9.8360655738,73.770491803,0,48.360655738,0,51.639344262,2.4590163934,14.754098361,-,8.1967213115,0.8196721311,0,73.770491803,-,-,-,-,-,-,-,-,-,-,-,-,-,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,November,0.8196721311,0,9.0163934426,1.6393442623,0.8196721311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Vanderbilt University Medical Center (TNVU),TNVU,TX1,2023-01-05 18:00:00,PA,9.0163934426,1.6393442623,3.2786885246,18.852459016,45.081967213,21.31147541,,,0.8196721311,-,45.901639344,9.8360655738,23.770491803,28.68852459,33.606557377,,2.4590163934,43.442622951,0,-,-,-,-,-,-,0,-,-,-,45.901639344,-,54.098360656,0,100,0,-,0,-,-,-,100,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0,122,-,-,-,-,-,-,-,-,-,16.393442623,9.8360655738,73.770491803,0,48.360655738,0,51.639344262,2.4590163934,14.754098361,-,8.1967213115,0.8196721311,0,73.770491803,-,-,-,-,-,-,-,-,-,-,-,-,-,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,November,0.8196721311,0,9.0163934426,1.6393442623,0.8196721311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Sentara Norfolk General Hospital (VANG),VANG,TX1,2023-01-05 18:00:00,PA,9.0163934426,1.6393442623,3.2786885246,18.852459016,45.081967213,21.31147541,,,0.8196721311,-,45.901639344,9.8360655738,23.770491803,28.68852459,33.606557377,,2.4590163934,43.442622951,0,-,-,-,-,-,-,0,-,-,-,45.901639344,-,54.098360656,0,100,0,-,0,-,-,-,100,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0,122,-,-,-,-,-,-,-,-,-,16.393442623,9.8360655738,73.770491803,0,48.360655738,0,51.639344262,2.4590163934,14.754098361,-,8.1967213115,0.8196721311,0,73.770491803,-,-,-,-,-,-,-,-,-,-,-,-,-,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,November,0.8196721311,0,9.0163934426,1.6393442623,0.8196721311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,University of Virginia Health Sciences Center (VAUV),VAUV,TX1,2023-01-05 18:00:00,PA,9.0163934426,1.6393442623,3.2786885246,18.852459016,45.081967213,21.31147541,,,0.8196721311,-,45.901639344,9.8360655738,23.770491803,28.68852459,33.606557377,,2.4590163934,43.442622951,0,-,-,-,-,-,-,0,-,-,-,45.901639344,-,54.098360656,0,100,0,-,0,-,-,-,100,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0,122,-,-,-,-,-,-,-,-,-,16.393442623,9.8360655738,73.770491803,0,48.360655738,0,51.639344262,2.4590163934,14.754098361,-,8.1967213115,0.8196721311,0,73.770491803,-,-,-,-,-,-,-,-,-,-,-,-,-,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,November,0.8196721311,0,9.0163934426,1.6393442623,0.8196721311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Yale New Haven Hospital (CTYN),CTYN,TX1,2017-01-04 18:00:00,PA,9.3896713615,0.4694835681,5.1643192488,23.004694836,35.680751174,26.291079812,0,0,2.8169014085,,41.784037559,12.20657277,24.41314554,34.741784038,29.107981221,9.8591549296,1.8779342723,43.192488263,0,,,,,,,0,,,,55.399061033,,44.600938967,0,100,0,,0,,,,100,0,,,,,,,,,,,,,0,0,213,,,,,,,,,,16.431924883,8.4507042254,75.117370892,0,54.929577465,0,45.070422535,1.8779342723,7.5117370892,,10.798122066,1.4084507042,0,78.403755869,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,January,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Boston Children's Hospital (MACH),MACH,TX1,2017-01-04 18:00:00,PA,9.3896713615,0.4694835681,5.1643192488,23.004694836,35.680751174,26.291079812,0,0,2.8169014085,,41.784037559,12.20657277,24.41314554,34.741784038,29.107981221,9.8591549296,1.8779342723,43.192488263,0,,,,,,,0,,,,55.399061033,,44.600938967,0,100,0,,0,,,,100,0,,,,,,,,,,,,,0,0,213,,,,,,,,,,16.431924883,8.4507042254,75.117370892,0,54.929577465,0,45.070422535,1.8779342723,7.5117370892,,10.798122066,1.4084507042,0,78.403755869,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,January,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Massachusetts General Hospital (MAMG),MAMG,TX1,2017-01-04 18:00:00,PA,9.3896713615,0.4694835681,5.1643192488,23.004694836,35.680751174,26.291079812,0,0,2.8169014085,,41.784037559,12.20657277,24.41314554,34.741784038,29.107981221,9.8591549296,1.8779342723,43.192488263,0,,,,,,,0,,,,55.399061033,,44.600938967,0,100,0,,0,,,,100,0,,,,,,,,,,,,,0,0,213,,,,,,,,,,16.431924883,8.4507042254,75.117370892,0,54.929577465,0,45.070422535,1.8779342723,7.5117370892,,10.798122066,1.4084507042,0,78.403755869,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,January,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,UMass Memorial Medical Center (MAUM),MAUM,TX1,2017-01-04 18:00:00,PA,9.3896713615,0.4694835681,5.1643192488,23.004694836,35.680751174,26.291079812,0,0,2.8169014085,,41.784037559,12.20657277,24.41314554,34.741784038,29.107981221,9.8591549296,1.8779342723,43.192488263,0,,,,,,,0,,,,55.399061033,,44.600938967,0,100,0,,0,,,,100,0,,,,,,,,,,,,,0,0,213,,,,,,,,,,16.431924883,8.4507042254,75.117370892,0,54.929577465,0,45.070422535,1.8779342723,7.5117370892,,10.798122066,1.4084507042,0,78.403755869,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,January,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Mary Hitchcock Memorial Hospital (NHDH),NHDH,TX1,2017-01-04 18:00:00,PA,9.3896713615,0.4694835681,5.1643192488,23.004694836,35.680751174,26.291079812,0,0,2.8169014085,,41.784037559,12.20657277,24.41314554,34.741784038,29.107981221,9.8591549296,1.8779342723,43.192488263,0,,,,,,,0,,,,55.399061033,,44.600938967,0,100,0,,0,,,,100,0,,,,,,,,,,,,,0,0,213,,,,,,,,,,16.431924883,8.4507042254,75.117370892,0,54.929577465,0,45.070422535,1.8779342723,7.5117370892,,10.798122066,1.4084507042,0,78.403755869,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,January,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
