ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,GSR_AD_OBS_C1M,GSR_AD_OBS_C1Y,GSR_AD_OBS_C3Y,GSR_AD_N_C1M,GSR_AD_N_C1Y,GSR_AD_N_C3Y,GSR_P0_OBS_C1M,GSR_P0_OBS_C1Y,GSR_P0_OBS_C3Y,GSR_P0_N_C1M,GSR_P0_N_C1Y,YEAR,MONTH
Keck Hospital of USC (CAUH),CAUH,TX1,2022-01-06 18:00:00,HR,0,1,3,53,53,37,,,,,,2021,11
Children's Hospital Colorado (COCH),COCH,TX1,2022-01-06 18:00:00,HR,0,0,0,1,1,2,1,1,3,28,28,2021,11
University of Colorado Hospital/Health Science Center (COUC),COUC,TX1,2022-01-06 18:00:00,HR,4,11,9,84,84,87,,,,,,2021,11
Hartford Hospital (CTHH),CTHH,TX1,2022-01-06 18:00:00,HR,1,4,5,43,43,38,,,,,,2021,11
Yale New Haven Hospital (CTYN),CTYN,TX1,2022-01-06 18:00:00,HR,2,12,3,97,97,30,0,0,,1,1,2021,11
Children's National Medical Center (DCCH),DCCH,TX1,2022-01-06 18:00:00,HR,,,,,,,1,3,7,18,18,2021,11
Washington Hospital Center (DCWH),DCWH,TX1,2022-01-06 18:00:00,HR,1,4,7,38,38,46,,,,,,2021,11
Alfred I DuPont Hospital for Children (DEAI),DEAI,TX1,2022-01-06 18:00:00,HR,,,,,,,0,0,1,6,6,2021,11
Johns Hopkins All Children's Hospital (FLAC),FLAC,TX1,2022-01-06 18:00:00,HR,,,,,,,0,0,3,1,1,2021,11
Cleveland Clinic Florida Weston (FLCC),FLCC,TX1,2022-01-06 18:00:00,HR,6,9,6,69,69,61,,,,,,2021,11
Florida Hospital Medical Center (FLFH),FLFH,TX1,2022-01-06 18:00:00,HR,7,10,20,117,117,134,,,,,,2021,11
Memorial Regional Hospital/Joe DiMaggio Children's Hospital (FLJD),FLJD,TX1,2022-01-06 18:00:00,HR,0,0,1,1,1,1,0,0,0,17,17,2021,11
Jackson Memorial Hospital University of Miami School of Medicine (FLJM),FLJM,TX1,2022-01-06 18:00:00,HR,3,5,9,43,43,65,0,0,0,1,1,2021,11
Largo Medical Center (FLLM),FLLM,TX1,2022-01-06 18:00:00,HR,1,2,,6,6,,,,,,,2021,11
Memorial Regional Hospital (FLMR),FLMR,TX1,2022-01-06 18:00:00,HR,0,2,1,37,37,10,,,,,,2021,11
Mayo Clinic Florida (FLSL),FLSL,TX1,2022-01-06 18:00:00,HR,1,3,15,76,76,53,0,0,,1,1,2021,11
Tampa General Hospital (FLTG),FLTG,TX1,2022-01-06 18:00:00,HR,5,8,10,86,86,125,,,,,,2021,11
UF Health Shands Hospital (FLUF),FLUF,TX1,2022-01-06 18:00:00,HR,1,3,10,36,36,43,2,3,6,35,35,2021,11
Children's Healthcare of Atlanta at Egleston (GAEH),GAEH,TX1,2022-01-06 18:00:00,HR,,,0,,,1,1,1,2,30,30,2021,11
Emory University Hospital (GAEM),GAEM,TX1,2022-01-06 18:00:00,HR,4,7,17,74,74,89,,,,,,2021,11
Piedmont Hospital (GAPH),GAPH,TX1,2022-01-06 18:00:00,HR,3,4,6,27,27,29,,,,,,2021,11
University of Iowa Hospitals and Clinics Transplant Programs (IAIV),IAIV,TX1,2022-01-06 18:00:00,HR,2,2,1,13,13,25,0,4,1,15,15,2021,11
Advocate Christ Medical Center (ILCH),ILCH,TX1,2022-01-06 18:00:00,HR,0,3,5,54,54,59,0,0,,1,1,2021,11
Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM),ILCM,TX1,2022-01-06 18:00:00,HR,0,0,,6,6,,0,4,0,59,59,2021,11
Loyola University Medical Center (ILLU),ILLU,TX1,2022-01-06 18:00:00,HR,1,4,9,44,44,69,0,0,,1,1,2021,11
Northwestern Memorial Hospital (ILNM),ILNM,TX1,2022-01-06 18:00:00,HR,7,13,9,82,82,87,0,0,,1,1,2021,11
University of Chicago Medical Center (ILUC),ILUC,TX1,2022-01-06 18:00:00,HR,1,1,7,73,73,74,0,0,0,5,5,2021,11
Indiana University Health (INIM),INIM,TX1,2022-01-06 18:00:00,HR,5,5,3,38,38,39,0,0,1,11,11,2021,11
Lutheran Hospital of Fort Wayne (INLH),INLH,TX1,2022-01-06 18:00:00,HR,1,1,4,8,8,17,,,,,,2021,11
St Vincent Hospital and Health Care Center (INSV),INSV,TX1,2022-01-06 18:00:00,HR,4,9,7,89,89,83,0,0,,2,2,2021,11
University of Kansas Hospital (KSUK),KSUK,TX1,2022-01-06 18:00:00,HR,3,6,0,68,68,29,,,,,,2021,11
Jewish Hospital (KYJH),KYJH,TX1,2022-01-06 18:00:00,HR,0,1,4,10,10,24,,,,,,2021,11
Norton Children's Hospital (KYKC),KYKC,TX1,2022-01-06 18:00:00,HR,0,0,,1,1,,1,2,2,13,13,2021,11
University of Kentucky Medical Center (KYUK),KYUK,TX1,2022-01-06 18:00:00,HR,5,6,13,60,60,90,,,,,,2021,11
Ochsner Foundation Hospital (LAOF),LAOF,TX1,2022-01-06 18:00:00,HR,4,4,3,49,49,57,0,0,0,5,5,2021,11
Boston Children's Hospital (MACH),MACH,TX1,2022-01-06 18:00:00,HR,0,0,0,1,1,1,0,1,6,28,28,2021,11
Massachusetts General Hospital (MAMG),MAMG,TX1,2022-01-06 18:00:00,HR,0,6,9,97,97,83,,,,,,2021,11
Tufts Medical Center (MANM),MANM,TX1,2022-01-06 18:00:00,HR,2,9,12,92,92,116,,,,,,2021,11
Brigham and Women's Hospital (MAPB),MAPB,TX1,2022-01-06 18:00:00,HR,1,4,12,45,45,55,,,,,,2021,11
Johns Hopkins Hospital (MDJH),MDJH,TX1,2022-01-06 18:00:00,HR,3,5,7,44,44,45,0,0,0,4,4,2021,11
University of Maryland Medical System (MDUM),MDUM,TX1,2022-01-06 18:00:00,HR,4,8,7,43,43,68,0,0,0,3,3,2021,11
Children's Hospital of Michigan (MICH),MICH,TX1,2022-01-06 18:00:00,HR,0,0,,1,1,,0,2,5,7,7,2021,11
Henry Ford Hospital (MIHF),MIHF,TX1,2022-01-06 18:00:00,HR,0,3,6,58,58,48,,,0,,,2021,11
Spectrum Health (MISH),MISH,TX1,2022-01-06 18:00:00,HR,0,2,8,45,45,49,,,,,,2021,11
University of Michigan Medical Center (MIUM),MIUM,TX1,2022-01-06 18:00:00,HR,1,3,3,58,58,57,0,1,2,39,39,2021,11
Abbott Northwestern Hospital (MNAN),MNAN,TX1,2022-01-06 18:00:00,HR,0,2,4,28,28,38,,,,,,2021,11
Children's Minnesota (MNCM),MNCM,TX1,2022-01-06 18:00:00,HR,,,,,,,0,0,,6,6,2021,11
Rochester Methodist Hospital (Mayo Clinic) (MNMC),MNMC,TX1,2022-01-06 18:00:00,HR,0,0,5,34,34,33,0,1,3,7,7,2021,11
"University of Minnesota Medical Center, Fairview (MNUM)",MNUM,TX1,2022-01-06 18:00:00,HR,1,4,8,64,64,69,2,3,2,29,29,2021,11
Barnes-Jewish Hospital (MOBH),MOBH,TX1,2022-01-06 18:00:00,HR,2,5,6,83,83,81,,,,,,2021,11
Cardinal Glennon Children's Hospital (MOCG),MOCG,TX1,2022-01-06 18:00:00,HR,0,0,,1,1,,0,0,0,2,2,2021,11
St. Louis Children's Hospital (MOCH),MOCH,TX1,2022-01-06 18:00:00,HR,0,0,1,3,3,8,1,3,2,32,32,2021,11
Children's Mercy Hospital (MOCM),MOCM,TX1,2022-01-06 18:00:00,HR,,,,,,,0,1,0,14,14,2021,11
St Luke's Hospital of Kansas City (MOLH),MOLH,TX1,2022-01-06 18:00:00,HR,3,4,12,85,85,99,,,,,,2021,11
University of Mississippi Medical Center (MSUM),MSUM,TX1,2022-01-06 18:00:00,HR,2,3,9,21,21,30,1,2,0,3,3,2021,11
Wake Forest Baptist Medical Center (NCBG),NCBG,TX1,2022-01-06 18:00:00,HR,0,0,1,25,25,21,,,,,,2021,11
Carolinas Medical Center (NCCM),NCCM,TX1,2022-01-06 18:00:00,HR,1,2,11,55,55,58,2,3,3,18,18,2021,11
Duke University Hospital (NCDU),NCDU,TX1,2022-01-06 18:00:00,HR,2,12,29,169,169,166,0,0,2,16,16,2021,11
University of North Carolina Hospitals (NCMH),NCMH,TX1,2022-01-06 18:00:00,HR,0,2,6,36,36,29,0,0,0,7,7,2021,11
Children's Hospital & Medical Center (NECH),NECH,TX1,2022-01-06 18:00:00,HR,,,0,,,1,0,3,2,9,9,2021,11
The Nebraska Medical Center (NEUN),NEUN,TX1,2022-01-06 18:00:00,HR,4,7,16,83,83,109,0,0,0,1,1,2021,11
Newark Beth Israel Medical Center (NJBI),NJBI,TX1,2022-01-06 18:00:00,HR,1,3,19,60,60,118,,,,,,2021,11
Robert Wood Johnson University Hospital (NJRW),NJRW,TX1,2022-01-06 18:00:00,HR,0,0,6,8,8,28,,,,,,2021,11
NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP),NYCP,TX1,2022-01-06 18:00:00,HR,0,5,15,135,135,122,0,2,6,55,55,2021,11
"Strong Memorial Hospital, University of Rochester Medical Center (NYFL)",NYFL,TX1,2022-01-06 18:00:00,HR,2,6,2,34,34,43,,,,,,2021,11
Montefiore Medical Center (NYMA),NYMA,TX1,2022-01-06 18:00:00,HR,1,8,14,84,84,83,0,0,1,8,8,2021,11
Mount Sinai Medical Center (NYMS),NYMS,TX1,2022-01-06 18:00:00,HR,2,5,15,60,60,68,0,0,2,2,2,2021,11
North Shore University Hospital/Northwell Health (NYNS),NYNS,TX1,2022-01-06 18:00:00,HR,1,2,1,35,35,7,,,,,,2021,11
New York University Medical Center (NYUC),NYUC,TX1,2022-01-06 18:00:00,HR,1,1,1,74,74,16,,,,,,2021,11
Westchester Medical Center (NYWC),NYWC,TX1,2022-01-06 18:00:00,HR,2,6,10,62,62,57,,,,,,2021,11
The Cleveland Clinic Foundation (OHCC),OHCC,TX1,2022-01-06 18:00:00,HR,2,4,13,113,113,113,0,1,1,12,12,2021,11
Nationwide Children's Hospital (OHCH),OHCH,TX1,2022-01-06 18:00:00,HR,0,0,0,2,2,1,1,1,1,12,12,2021,11
Children's Hospital Medical Center (OHCM),OHCM,TX1,2022-01-06 18:00:00,HR,0,0,0,4,4,1,0,0,7,18,18,2021,11
Ohio State University Medical Center (OHOU),OHOU,TX1,2022-01-06 18:00:00,HR,2,2,11,61,61,57,,,,,,2021,11
University of Cincinnati  Medical Center (OHUC),OHUC,TX1,2022-01-06 18:00:00,HR,0,0,3,16,16,15,,,,,,2021,11
University Hospitals of Cleveland (OHUH),OHUH,TX1,2022-01-06 18:00:00,HR,2,4,4,37,37,28,,,,,,2021,11
Integris Baptist Medical Center (OKBC),OKBC,TX1,2022-01-06 18:00:00,HR,1,3,9,40,40,48,,,,,,2021,11
St Vincent Hospital and Medical Center (ORSV),ORSV,TX1,2022-01-06 18:00:00,HR,0,1,,6,6,,,,,,,2021,11
Oregon Health & Science University (ORUO),ORUO,TX1,2022-01-06 18:00:00,HR,0,0,9,5,5,55,,,,,,2021,11
Allegheny General Hospital (PAAG),PAAG,TX1,2022-01-06 18:00:00,HR,5,6,7,50,50,60,,,,,,2021,11
UPMC Children's Hospital of Pittsburgh (PACH),PACH,TX1,2022-01-06 18:00:00,HR,0,0,,2,2,,0,0,2,24,24,2021,11
Children's Hospital of Philadelphia (PACP),PACP,TX1,2022-01-06 18:00:00,HR,,,,,,,4,4,2,23,23,2021,11
Penn State Milton S Hershey Medical Center (PAHE),PAHE,TX1,2022-01-06 18:00:00,HR,0,2,0,40,40,18,,,,,,2021,11
University of Pittsburgh Medical Center (PAPT),PAPT,TX1,2022-01-06 18:00:00,HR,5,10,8,68,68,72,,,,,,2021,11
Thomas Jefferson University Hospital (PATJ),PATJ,TX1,2022-01-06 18:00:00,HR,1,1,1,22,22,12,,,,,,2021,11
Temple University Hospital (PATU),PATU,TX1,2022-01-06 18:00:00,HR,1,6,5,36,36,51,,,,,,2021,11
Hospital of the University of Pennsylvania (PAUP),PAUP,TX1,2022-01-06 18:00:00,HR,3,7,24,110,110,144,,,,,,2021,11
Cardiovascular Center of Puerto Rico and the Caribbean (PRCC),PRCC,TX1,2022-01-06 18:00:00,HR,0,0,0,5,5,6,,,0,,,2021,11
MUSC Children's Hospital (SCCH),SCCH,TX1,2022-01-06 18:00:00,HR,,,,,,,1,1,1,10,10,2021,11
Medical University of South Carolina (SCMU),SCMU,TX1,2022-01-06 18:00:00,HR,4,5,2,73,73,24,,,0,,,2021,11
Baptist Memorial Hospital (TNBM),TNBM,TX1,2022-01-06 18:00:00,HR,2,3,5,31,31,36,,,,,,2021,11
Le Bonheur Children's Medical Center (TNLB),TNLB,TX1,2022-01-06 18:00:00,HR,,,,,,,1,2,1,23,23,2021,11
Saint Thomas Hospital (TNST),TNST,TX1,2022-01-06 18:00:00,HR,0,2,4,47,47,47,,,,,,2021,11
Vanderbilt University Medical Center (TNVU),TNVU,TX1,2022-01-06 18:00:00,HR,12,15,32,206,206,186,0,3,3,43,43,2021,11
Children's Medical Center of Dallas (TXCM),TXCM,TX1,2022-01-06 18:00:00,HR,,,,,,,2,9,3,54,54,2021,11
Seton Medical Center Austin (TXCT),TXCT,TX1,2022-01-06 18:00:00,HR,4,5,7,29,29,43,,,,,,2021,11
,TXDL,TX1,2022-01-06 18:00:00,HR,0,0,,1,1,,,,,,,2021,11
Medical City Dallas Hospital (TXHD),TXHD,TX1,2022-01-06 18:00:00,HR,0,2,9,29,29,30,,,,,,2021,11
"Memorial Hermann Hospital, University of Texas at Houston (TXHH)",TXHH,TX1,2022-01-06 18:00:00,HR,3,5,12,65,65,86,,,0,,,2021,11
CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI),TXHI,TX1,2022-01-06 18:00:00,HR,0,1,11,41,41,82,,,,,,2021,11
Methodist Specialty and Transplant Hospital (TXHS),TXHS,TX1,2022-01-06 18:00:00,HR,2,3,6,61,61,46,,,0,,,2021,11
University of Texas Medical Branch at Galveston (TXJS),TXJS,TX1,2022-01-06 18:00:00,HR,0,1,6,8,8,14,,,,,,2021,11
Houston Methodist Hospital (TXMH),TXMH,TX1,2022-01-06 18:00:00,HR,0,5,8,72,72,93,,,,,,2021,11
UT Southwestern Medical Center/ (TXSP),TXSP,TX1,2022-01-06 18:00:00,HR,0,2,12,65,65,84,,,0,,,2021,11
Scott and White Memorial Hospital (TXSW),TXSW,TX1,2022-01-06 18:00:00,HR,0,1,5,9,9,29,,,,,,2021,11
Texas Children's Hospital (TXTC),TXTC,TX1,2022-01-06 18:00:00,HR,0,0,0,2,2,2,1,1,6,65,65,2021,11
Baylor University Medical Center (TXTX),TXTX,TX1,2022-01-06 18:00:00,HR,2,6,29,113,113,142,,,,,,2021,11
Intermountain Medical Center (UTLD),UTLD,TX1,2022-01-06 18:00:00,HR,2,3,6,29,29,41,,,,,,2021,11
University of Utah Medical Center (UTMC),UTMC,TX1,2022-01-06 18:00:00,HR,2,3,5,57,57,55,,,,,,2021,11
Primary Children's Hospital (UTPC),UTPC,TX1,2022-01-06 18:00:00,HR,,,0,,,1,1,2,2,29,29,2021,11
Inova Fairfax Hospital (VAFH),VAFH,TX1,2022-01-06 18:00:00,HR,2,4,7,80,80,53,,,,,,2021,11
Medical College of Virginia Hospitals (VAMC),VAMC,TX1,2022-01-06 18:00:00,HR,1,2,5,60,60,60,0,0,,1,1,2021,11
Hunter Holmes McGuire Veterans Administration Medical Center (VAMV),VAMV,TX1,2022-01-06 18:00:00,HR,0,0,2,12,12,23,,,,,,2021,11
Sentara Norfolk General Hospital (VANG),VANG,TX1,2022-01-06 18:00:00,HR,3,6,11,54,54,48,,,,,,2021,11
University of Virginia Health Sciences Center (VAUV),VAUV,TX1,2022-01-06 18:00:00,HR,2,5,8,29,29,30,0,1,2,27,27,2021,11
Seattle Children's Hospital (WACH),WACH,TX1,2022-01-06 18:00:00,HR,0,0,2,1,1,4,0,1,3,37,37,2021,11
Providence Sacred Heart Medical Center & Children's Hospital (WASH),WASH,TX1,2022-01-06 18:00:00,HR,0,0,3,26,26,25,,,0,,,2021,11
University of Washington Medical Center (WAUW),WAUW,TX1,2022-01-06 18:00:00,HR,8,11,18,152,152,153,,,,,,2021,11
Children's Hospital of Wisconsin (WICH),WICH,TX1,2022-01-06 18:00:00,HR,0,0,,1,1,,1,2,3,18,18,2021,11
Froedtert Memorial Lutheran Hospital (WISE),WISE,TX1,2022-01-06 18:00:00,HR,0,2,6,36,36,23,,,,,,2021,11
Aurora St. Luke's Medical Center (WISL),WISL,TX1,2022-01-06 18:00:00,HR,4,5,7,66,66,57,,,,,,2021,11
University of Wisconsin Hospital and Clinics (WIUW),WIUW,TX1,2022-01-06 18:00:00,HR,5,8,6,73,73,43,,,,,,2021,11
West Virginia University Hospital (WVWU),WVWU,TX1,2022-01-06 18:00:00,HR,0,0,,9,9,,,,,,,2021,11
Children's of Alabama (ALCH),ALCH,TX1,2021-01-04 18:00:00,HR,,,0,,,1,0,0,4,22,22,2020,11
University of Alabama Hospital (ALUA),ALUA,TX1,2021-01-04 18:00:00,HR,0,1,2,62,62,37,,,,,,2020,11
Baptist Medical Center (ARBH),ARBH,TX1,2021-01-04 18:00:00,HR,1,4,6,30,30,38,,,,,,2020,11
Arkansas Children's Hospital (ARCH),ARCH,TX1,2021-01-04 18:00:00,HR,0,0,,1,1,,1,1,3,11,11,2020,11
Phoenix Children's Hospital (AZCH),AZCH,TX1,2021-01-04 18:00:00,HR,,,,,,,1,4,4,30,30,2020,11
Mayo Clinic Hospital (AZMC),AZMC,TX1,2021-01-04 18:00:00,HR,3,5,4,105,105,109,,,,,,2020,11
Banner University Medical Center-Tucson (AZUA),AZUA,TX1,2021-01-04 18:00:00,HR,2,5,7,30,30,17,0,0,,1,1,2020,11
Rady Children's Hospital and Health Center (CACH),CACH,TX1,2021-01-04 18:00:00,HR,,,,,,,1,3,0,20,20,2020,11
Childrens Hospital Los Angeles (CACL),CACL,TX1,2021-01-04 18:00:00,HR,1,1,0,2,2,1,0,0,0,14,14,2020,11
Cedars-Sinai Medical Center (CACS),CACS,TX1,2021-01-04 18:00:00,HR,7,21,36,238,238,261,,,0,,,2020,11
Loma Linda University Medical Center (CALL),CALL,TX1,2021-01-04 18:00:00,HR,1,3,7,29,29,30,0,1,2,26,26,2020,11
UCSF Medical Center at Mission Bay (CAMB),CAMB,TX1,2021-01-04 18:00:00,HR,,,,,,,0,0,,4,4,2020,11
Lucile Salter Packard Children's Hospital at Stanford (CAPC),CAPC,TX1,2021-01-04 18:00:00,HR,1,1,1,5,5,3,1,3,6,51,51,2020,11
California Pacific Medical Center (CAPM),CAPM,TX1,2021-01-04 18:00:00,HR,1,2,2,36,36,10,,,,,,2020,11
University of California San Diego Medical Center (CASD),CASD,TX1,2021-01-04 18:00:00,HR,3,6,5,124,124,53,0,0,,2,2,2020,11
University of California San Francisco Medical Center (CASF),CASF,TX1,2021-01-04 18:00:00,HR,1,2,7,41,41,36,,,,,,2020,11
Sutter Meidcal Center Sacramento (CASG),CASG,TX1,2021-01-04 18:00:00,HR,3,3,2,26,26,26,,,,,,2020,11
Sharp Memorial Hospital (CASH),CASH,TX1,2021-01-04 18:00:00,HR,3,4,1,33,33,26,,,,,,2020,11
Stanford Health Care (CASU),CASU,TX1,2021-01-04 18:00:00,HR,2,7,29,147,147,134,,,0,,,2020,11
University of California at Los Angeles Medical Center (CAUC),CAUC,TX1,2021-01-04 18:00:00,HR,3,6,20,95,95,110,0,0,1,24,24,2020,11
Keck Hospital of USC (CAUH),CAUH,TX1,2021-01-04 18:00:00,HR,0,0,4,41,41,42,,,,,,2020,11
Children's Hospital Colorado (COCH),COCH,TX1,2021-01-04 18:00:00,HR,0,0,0,1,1,1,1,2,2,34,34,2020,11
University of Colorado Hospital/Health Science Center (COUC),COUC,TX1,2021-01-04 18:00:00,HR,1,6,13,100,100,80,,,,,,2020,11
Hartford Hospital (CTHH),CTHH,TX1,2021-01-04 18:00:00,HR,0,2,4,39,39,32,,,,,,2020,11
Yale New Haven Hospital (CTYN),CTYN,TX1,2021-01-04 18:00:00,HR,2,10,6,75,75,27,,,,,,2020,11
Children's National Medical Center (DCCH),DCCH,TX1,2021-01-04 18:00:00,HR,,,,,,,1,5,3,16,16,2020,11
Washington Hospital Center (DCWH),DCWH,TX1,2021-01-04 18:00:00,HR,0,1,5,40,40,44,,,,,,2020,11
Alfred I DuPont Hospital for Children (DEAI),DEAI,TX1,2021-01-04 18:00:00,HR,,,,,,,0,0,2,5,5,2020,11
Johns Hopkins All Children's Hospital (FLAC),FLAC,TX1,2021-01-04 18:00:00,HR,,,,,,,0,1,0,9,9,2020,11
Cleveland Clinic Florida Weston (FLCC),FLCC,TX1,2021-01-04 18:00:00,HR,4,7,6,61,61,41,,,,,,2020,11
Florida Hospital Medical Center (FLFH),FLFH,TX1,2021-01-04 18:00:00,HR,7,15,12,136,136,100,,,,,,2020,11
Memorial Regional Hospital/Joe DiMaggio Children's Hospital (FLJD),FLJD,TX1,2021-01-04 18:00:00,HR,1,1,,2,2,,0,0,0,21,21,2020,11
Jackson Memorial Hospital University of Miami School of Medicine (FLJM),FLJM,TX1,2021-01-04 18:00:00,HR,3,5,11,60,60,56,0,0,0,5,5,2020,11
Memorial Regional Hospital (FLMR),FLMR,TX1,2021-01-04 18:00:00,HR,0,2,1,39,39,14,,,,,,2020,11
Mayo Clinic Florida (FLSL),FLSL,TX1,2021-01-04 18:00:00,HR,2,7,9,63,63,45,0,0,,1,1,2020,11
Tampa General Hospital (FLTG),FLTG,TX1,2021-01-04 18:00:00,HR,8,13,5,110,110,113,,,,,,2020,11
UF Health Shands Hospital (FLUF),FLUF,TX1,2021-01-04 18:00:00,HR,2,5,10,32,32,50,2,3,4,41,41,2020,11
Children's Healthcare of Atlanta at Egleston (GAEH),GAEH,TX1,2021-01-04 18:00:00,HR,,,0,,,2,1,1,4,28,28,2020,11
Emory University Hospital (GAEM),GAEM,TX1,2021-01-04 18:00:00,HR,3,9,14,86,86,79,,,,,,2020,11
Piedmont Hospital (GAPH),GAPH,TX1,2021-01-04 18:00:00,HR,2,5,8,31,31,27,,,,,,2020,11
University of Iowa Hospitals and Clinics Transplant Programs (IAIV),IAIV,TX1,2021-01-04 18:00:00,HR,1,2,2,22,22,23,0,3,3,16,16,2020,11
Advocate Christ Medical Center (ILCH),ILCH,TX1,2021-01-04 18:00:00,HR,0,0,7,64,64,48,0,0,,1,1,2020,11
Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM),ILCM,TX1,2021-01-04 18:00:00,HR,0,0,,5,5,,0,2,2,64,64,2020,11
Loyola University Medical Center (ILLU),ILLU,TX1,2021-01-04 18:00:00,HR,2,6,8,64,64,59,0,0,,1,1,2020,11
Northwestern Memorial Hospital (ILNM),ILNM,TX1,2021-01-04 18:00:00,HR,9,15,12,104,104,70,0,0,,1,1,2020,11
University of Chicago Medical Center (ILUC),ILUC,TX1,2021-01-04 18:00:00,HR,1,1,10,75,75,74,0,0,,5,5,2020,11
Indiana University Health (INIM),INIM,TX1,2021-01-04 18:00:00,HR,4,4,5,33,33,42,0,1,0,9,9,2020,11
Lutheran Hospital of Fort Wayne (INLH),INLH,TX1,2021-01-04 18:00:00,HR,1,3,2,8,8,15,,,,,,2020,11
St Vincent Hospital and Health Care Center (INSV),INSV,TX1,2021-01-04 18:00:00,HR,3,7,9,102,102,71,0,0,,2,2,2020,11
University of Kansas Hospital (KSUK),KSUK,TX1,2021-01-04 18:00:00,HR,1,2,0,52,52,10,,,,,,2020,11
Jewish Hospital (KYJH),KYJH,TX1,2021-01-04 18:00:00,HR,0,1,4,17,17,21,,,,,,2020,11
Norton Children's Hospital (KYKC),KYKC,TX1,2021-01-04 18:00:00,HR,0,0,,1,1,,2,3,1,20,20,2020,11
University of Kentucky Medical Center (KYUK),KYUK,TX1,2021-01-04 18:00:00,HR,3,8,17,75,75,100,,,,,,2020,11
Ochsner Foundation Hospital (LAOF),LAOF,TX1,2021-01-04 18:00:00,HR,3,3,5,57,57,62,0,0,0,6,6,2020,11
Boston Children's Hospital (MACH),MACH,TX1,2021-01-04 18:00:00,HR,,,0,,,1,0,1,8,32,32,2020,11
Massachusetts General Hospital (MAMG),MAMG,TX1,2021-01-04 18:00:00,HR,1,7,12,98,98,66,,,,,,2020,11
Tufts Medical Center (MANM),MANM,TX1,2021-01-04 18:00:00,HR,2,10,4,112,112,90,,,,,,2020,11
Brigham and Women's Hospital (MAPB),MAPB,TX1,2021-01-04 18:00:00,HR,0,6,11,54,54,49,,,,,,2020,11
Johns Hopkins Hospital (MDJH),MDJH,TX1,2021-01-04 18:00:00,HR,5,7,3,49,49,43,0,0,0,8,8,2020,11
University of Maryland Medical System (MDUM),MDUM,TX1,2021-01-04 18:00:00,HR,4,8,7,56,56,64,0,0,0,3,3,2020,11
Children's Hospital of Michigan (MICH),MICH,TX1,2021-01-04 18:00:00,HR,0,0,0,1,1,1,2,4,3,9,9,2020,11
Henry Ford Hospital (MIHF),MIHF,TX1,2021-01-04 18:00:00,HR,1,3,10,50,50,49,0,0,,1,1,2020,11
Spectrum Health (MISH),MISH,TX1,2021-01-04 18:00:00,HR,0,4,7,49,49,45,,,,,,2020,11
University of Michigan Medical Center (MIUM),MIUM,TX1,2021-01-04 18:00:00,HR,1,3,8,51,51,69,1,2,1,28,28,2020,11
Abbott Northwestern Hospital (MNAN),MNAN,TX1,2021-01-04 18:00:00,HR,0,1,5,36,36,42,,,,,,2020,11
Children's Minnesota (MNCM),MNCM,TX1,2021-01-04 18:00:00,HR,,,,,,,0,0,,4,4,2020,11
Rochester Methodist Hospital (Mayo Clinic) (MNMC),MNMC,TX1,2021-01-04 18:00:00,HR,0,1,5,38,38,34,0,3,1,15,15,2020,11
"University of Minnesota Medical Center, Fairview (MNUM)",MNUM,TX1,2021-01-04 18:00:00,HR,0,6,7,70,70,59,3,3,1,19,19,2020,11
Barnes-Jewish Hospital (MOBH),MOBH,TX1,2021-01-04 18:00:00,HR,0,1,12,82,82,77,,,,,,2020,11
Cardinal Glennon Children's Hospital (MOCG),MOCG,TX1,2021-01-04 18:00:00,HR,0,0,,1,1,,0,0,0,3,3,2020,11
St. Louis Children's Hospital (MOCH),MOCH,TX1,2021-01-04 18:00:00,HR,0,0,1,4,4,8,1,2,5,45,45,2020,11
Children's Mercy Hospital (MOCM),MOCM,TX1,2021-01-04 18:00:00,HR,,,,,,,0,1,0,15,15,2020,11
St Luke's Hospital of Kansas City (MOLH),MOLH,TX1,2021-01-04 18:00:00,HR,2,4,10,97,97,100,,,,,,2020,11
University of Mississippi Medical Center (MSUM),MSUM,TX1,2021-01-04 18:00:00,HR,2,3,8,22,22,36,1,2,0,5,5,2020,11
Wake Forest Baptist Medical Center (NCBG),NCBG,TX1,2021-01-04 18:00:00,HR,0,0,1,27,27,21,,,,,,2020,11
Carolinas Medical Center (NCCM),NCCM,TX1,2021-01-04 18:00:00,HR,4,5,9,53,53,61,2,3,3,21,21,2020,11
Duke University Hospital (NCDU),NCDU,TX1,2021-01-04 18:00:00,HR,3,21,17,180,180,134,0,0,4,15,15,2020,11
University of North Carolina Hospitals (NCMH),NCMH,TX1,2021-01-04 18:00:00,HR,1,4,3,42,42,21,0,0,0,5,5,2020,11
Children's Hospital & Medical Center (NECH),NECH,TX1,2021-01-04 18:00:00,HR,0,0,,1,1,,0,2,3,11,11,2020,11
The Nebraska Medical Center (NEUN),NEUN,TX1,2021-01-04 18:00:00,HR,2,5,18,95,95,99,0,0,,2,2,2020,11
Newark Beth Israel Medical Center (NJBI),NJBI,TX1,2021-01-04 18:00:00,HR,4,11,16,92,92,130,,,,,,2020,11
