ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,GSR_AD_OBS_C1M,GSR_AD_OBS_C1Y,GSR_AD_OBS_C3Y,GSR_AD_ACT_C1M,GSR_AD_ACT_C1Y,GSR_AD_ACT_C3Y,GSR_AD_ADJ_C1M,GSR_AD_ADJ_C1Y,GSR_AD_ADJ_C3Y,GSR_AD_EXP_C1M,GSR_AD_EXP_C1Y,GSR_AD_EXP_C3Y,GSR_AD_N_C1M,GSR_AD_N_C1Y,GSR_AD_N_C3Y,GSR_P0_OBS_C1M,GSR_P0_OBS_C1Y,GSR_P0_OBS_C3Y,GSR_P0_ACT_C1M,GSR_P0_ACT_C1Y,GSR_P0_ADJ_C1M,GSR_P0_ADJ_C1Y,GSR_P0_ADJ_C3Y,GSR_P0_EXP_C1M,GSR_P0_EXP_C1Y,GSR_P0_EXP_C3Y,GSR_P0_N_C1M,GSR_P0_N_C1Y,YEAR,MONTH
Hennepin County Medical Center (MNHC) , MNHC , TX1 , 2014/12/16 , Kidney , 3 , 6 , 32 ,97.67,95.2, 85.59 , 98.73 , 95.79 , 89.36 , 1.64 , 5.23 , 22.56 , 129 , 129 , 222 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Rochester Methodist Hospital (Mayo Clinic) (MNMC) , MNMC , TX1 , 2014/12/16 , Kidney , 2 , 7 , 33 ,99.43,97.94, 91.62 , 99.02 , 96.69 , 90.58 , 3.47 , 11.06 , 37.70 , 353 , 353 , 394 , 0 , 0 , 2 , 100.00 , 100.00 , 98.24 , 97.39 , 93.01 , 0.02 , 0.03 , 0.23 , 1 , 1 ,2014,12
Saint Marys Hospital (Mayo Clinic) (MNSM) , MNSM , TX1 , 2014/12/16 , Kidney ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0 , 0 , 1 , 100.00 , 100.00 , 98.06 , 96.83 , 88.58 , 0.29 , 0.46 , 1.42 , 15 , 15 ,2014,12
"University of Minnesota Medical Center, Fairview (MNUM) ", MNUM , TX1 , 2014/12/16 , Kidney , 5 , 15 , 39 ,98.4,94.65, 88.83 , 98.72 , 95.79 , 88.73 , 3.99 , 12.23 , 40.68 , 312 , 312 , 349 , 2 , 2 , 5 , 95.65 , 95.65 , 98.03 , 96.82 , 92.17 , 0.91 , 1.41 , 2.28 , 46 , 46 ,2014,12
Barnes-Jewish Hospital (MOBH) , MOBH , TX1 , 2014/12/16 , Kidney , 6 , 18 , 57 ,98.76,95.78, 88.17 , 98.36 , 94.70 , 87.68 , 7.95 , 24.43 , 60.90 , 482 , 482 , 482 ,0,0, 0 ,0,0,0,0, 95.93 ,0,0, 0.04 ,0,0,2014,12
Cardinal Glennon Children's Hospital (MOCG) , MOCG , TX1 , 2014/12/16 , Kidney ,0,0, 0 ,0,0, 100.00 ,0,0, 76.28 ,0,0, 0.27 ,0,0, 1 , 1 , 1 , 1 , 91.67 , 91.67 , 98.05 , 96.58 , 86.49 , 0.21 , 0.37 , 1.37 , 12 , 12 ,2014,12
St. Louis Children's Hospital (MOCH) , MOCH , TX1 , 2014/12/16 , Kidney , 0 , 0 , 0 ,100,100, 100.00 , 99.46 , 98.10 , 92.09 , 0.02 , 0.06 , 0.17 , 3 , 3 , 2 , 1 , 1 , 3 , 92.86 , 92.86 , 98.06 , 96.74 , 90.54 , 0.27 , 0.43 , 1.50 , 14 , 14 ,2014,12
Children's Mercy Hospital (MOCM) , MOCM , TX1 , 2014/12/16 , Kidney , 0 , 0 , 1 ,100,100, 88.89 , 99.40 , 97.94 , 86.23 , 0.02 , 0.08 , 1.27 , 4 , 4 , 9 , 0 , 0 , 1 , 100.00 , 100.00 , 98.03 , 96.76 , 92.10 , 0.46 , 0.73 , 2.20 , 23 , 23 ,2014,12
St Luke's Hospital of Kansas City (MOLH) , MOLH , TX1 , 2014/12/16 , Kidney , 1 , 5 , 24 ,98.84,93.97, 74.74 , 98.18 , 94.16 , 83.09 , 1.53 , 4.91 , 15.02 , 86 , 86 , 95 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Research Medical Center (MORH) , MORH , TX1 , 2014/12/16 , Kidney , 1 , 2 , 24 ,99.24,98.29, 82.86 , 98.41 , 94.88 , 85.66 , 2.11 , 6.49 , 19.40 , 132 , 132 , 140 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Saint Louis University Hospital (MOSL) , MOSL , TX1 , 2014/12/16 , Kidney , 2 , 8 , 15 ,98.08,91.41, 89.05 , 97.90 , 93.27 , 84.44 , 2.21 , 6.50 , 22.13 , 104 , 104 , 137 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
University of Missouri Hospital and Clinics (MOUM) , MOUM , TX1 , 2014/12/16 , Kidney , 2 , 5 , 11 ,95.24,88.1, 81.67 , 98.18 , 94.12 , 85.68 , 0.76 , 2.27 , 8.18 , 42 , 42 , 60 , 0 , 1 , 3 , 100.00 , 66.67 , 97.71 , 96.11 , 89.41 , 0.07 , 0.12 , 0.48 , 3 , 3 ,2014,12
University of Mississippi Medical Center (MSUM) , MSUM , TX1 , 2014/12/16 , Kidney , 1 , 12 , 22 ,99.59,94.71, 86.08 , 98.28 , 94.47 , 86.39 , 4.24 , 12.82 , 21.59 , 244 , 244 , 158 , 0 , 0 ,0, 100.00 , 100.00 , 97.53 , 95.61 ,0, 0.13 , 0.21 ,0, 5 , 5 ,2014,12
Wake Forest Baptist Medical Center (NCBG) , NCBG , TX1 , 2014/12/16 , Kidney , 14 , 35 , 82 ,96.44,90.55, 80.10 , 97.31 , 91.50 , 81.04 , 10.39 , 30.57 , 79.11 , 393 , 393 , 412 , 0 , 0 , 3 , 100.00 , 100.00 , 98.10 , 96.78 , 89.40 , 0.25 , 0.41 , 1.86 , 13 , 13 ,2014,12
Carolinas Medical Center (NCCM) , NCCM , TX1 , 2014/12/16 , Kidney , 2 , 10 , 58 ,99.23,95.8, 83.57 , 98.71 , 95.78 , 86.76 , 3.38 , 10.12 , 44.38 , 259 , 259 , 353 , 1 , 1 , 3 , 95.24 , 95.24 , 97.60 , 96.00 , 90.35 , 0.51 , 0.82 , 0.98 , 21 , 21 ,2014,12
Duke University Hospital (NCDU) , NCDU , TX1 , 2014/12/16 , Kidney , 3 , 6 , 42 ,98.55,97.1, 82.79 , 98.27 , 94.43 , 84.85 , 3.55 , 10.83 , 34.85 , 207 , 207 , 244 , 0 , 0 , 0 , 100.00 , 100.00 , 98.33 , 97.18 , 85.56 , 0.17 , 0.26 , 0.65 , 10 , 10 ,2014,12
Vidant Medical Center (NCEC) , NCEC , TX1 , 2014/12/16 , Kidney , 9 , 16 , 21 ,95.85,92.49, 86.27 , 97.08 , 90.81 , 83.04 , 6.31 , 18.49 , 26.81 , 217 , 217 , 153 , 0 , 0 , 0 , 100.00 , 100.00 , 98.22 , 96.93 , 94.49 , 0.09 , 0.13 , 0.06 , 5 , 5 ,2014,12
University of North Carolina Hospitals (NCMH) , NCMH , TX1 , 2014/12/16 , Kidney , 2 , 7 , 23 ,98.74,95.41, 85.44 , 98.45 , 94.94 , 85.35 , 2.49 , 7.79 , 22.82 , 159 , 159 , 158 , 0 , 0 , 1 , 100.00 , 100.00 , 97.07 , 94.86 , 88.60 , 0.30 , 0.52 , 1.82 , 10 , 10 ,2014,12
Sanford Bismarck Medical Center (NDMC) , NDMC , TX1 , 2014/12/16 , Kidney , 0 , 3 , 7 ,100,91.18, 78.13 , 98.66 , 95.58 , 87.38 , 0.46 , 1.29 , 3.55 , 34 , 34 , 32 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Sanford Medical Center Fargo (NDSL) , NDSL , TX1 , 2014/12/16 , Kidney , 1 , 2 , 11 ,98.11,96.23, 83.08 , 98.48 , 95.02 , 88.52 , 0.81 , 2.52 , 7.39 , 53 , 53 , 65 ,0,0, 0 ,0,0,0,0, 89.77 ,0,0, 0.11 ,0,0,2014,12
The Nebraska Medical Center (NEUN) , NEUN , TX1 , 2014/12/16 , Kidney , 8 , 20 , 38 ,97.61,93.68, 86.67 , 98.00 , 93.61 , 87.18 , 6.72 , 20.27 , 36.54 , 335 , 335 , 285 , 1 , 1 , 1 , 94.12 , 94.12 , 97.73 , 96.16 , 91.13 , 0.38 , 0.64 , 1.85 , 17 , 17 ,2014,12
Mary Hitchcock Memorial Hospital (NHDH) , NHDH , TX1 , 2014/12/16 , Kidney , 2 , 4 , 17 ,97.78,95.06, 85.95 , 98.81 , 96.05 , 88.97 , 1.06 , 3.38 , 12.28 , 90 , 90 , 121 , 0 , 0 , 1 , 100.00 , 100.00 , 98.74 , 97.75 , 92.83 , 0.04 , 0.06 , 0.28 , 3 , 3 ,2014,12
Newark Beth Israel Medical Center (NJBI) , NJBI , TX1 , 2014/12/16 , Kidney , 2 , 11 , 45 ,98.64,92.11, 76.19 , 98.40 , 94.78 , 82.72 , 2.37 , 7.49 , 30.99 , 147 , 147 , 189 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Hackensack University Medical Center (NJHK) , NJHK , TX1 , 2014/12/16 , Kidney , 0 , 0 , 24 ,100,100, 76.24 , 98.90 , 96.42 , 86.34 , 0.28 , 0.85 , 12.49 , 25 , 25 , 101 , 1 , 1 , 2 , 50.00 , 50.00 , 98.39 , 97.14 , 90.04 , 0.02 , 0.02 , 1.12 , 2 , 2 ,2014,12
Our Lady of Lourdes Medical Center (NJLL) , NJLL , TX1 , 2014/12/16 , Kidney , 0 , 2 , 5 ,100,96.72, 91.53 , 98.35 , 94.66 , 86.81 , 1.01 , 2.98 , 8.22 , 61 , 61 , 59 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Robert Wood Johnson University Hospital (NJRW) , NJRW , TX1 , 2014/12/16 , Kidney , 1 , 8 , 34 ,99.36,94.56, 84.04 , 98.47 , 95.04 , 86.65 , 2.40 , 7.37 , 27.65 , 156 , 156 , 213 , 0 , 0 , 1 , 100.00 , 100.00 , 97.95 , 96.48 , 82.59 , 0.08 , 0.14 , 1.12 , 4 , 4 ,2014,12
Saint Barnabas Medical Center (NJSB) , NJSB , TX1 , 2014/12/16 , Kidney , 9 , 31 , 60 ,98.32,93.93, 88.44 , 98.48 , 95.04 , 86.83 , 8.14 , 24.38 , 67.98 , 537 , 537 , 519 , 1 , 1 , 0 , 94.74 , 94.74 , 98.00 , 96.74 , 84.04 , 0.37 , 0.58 , 1.60 , 19 , 19 ,2014,12
"University Hospital, University of New Mexico Health Sciences Center (NMAQ) ", NMAQ , TX1 , 2014/12/16 , Kidney , 0 , 4 , 6 ,100,92.69, 94.06 , 98.06 , 93.79 , 88.09 , 1.20 , 3.66 , 12.60 , 61 , 61 , 101 , 0 , 0 , 0 , 100.00 , 100.00 , 98.47 , 97.34 , 88.50 , 0.11 , 0.15 , 0.74 , 7 , 7 ,2014,12
Presbyterian Hospital (NMPH) , NMPH , TX1 , 2014/12/16 , Kidney , 3 , 9 , 11 ,96.91,90.09, 89.72 , 98.39 , 94.83 , 88.80 , 1.57 , 4.52 , 12.16 , 97 , 97 , 107 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
University Medical Center of Southern Nevada (NVUM) , NVUM , TX1 , 2014/12/16 , Kidney , 2 , 4 , 13 ,98.58,97.01, 87.74 , 98.89 , 96.41 , 90.24 , 1.57 , 4.77 , 10.17 , 141 , 141 , 106 , 0 , 0 , 1 , 100.00 , 100.00 , 97.04 , 94.75 , 86.47 , 0.09 , 0.15 , 0.86 , 3 , 3 ,2014,12
Albany Medical Center Hospital (NYAM) , NYAM , TX1 , 2014/12/16 , Kidney , 2 , 4 , 3 ,98.17,96.18, 97.44 , 98.45 , 94.99 , 87.94 , 1.71 , 5.28 , 15.01 , 109 , 109 , 117 , 0 , 0 ,0, 100.00 , 100.00 , 98.04 , 96.78 ,0, 0.04 , 0.06 ,0, 2 , 2 ,2014,12
Buffalo General Hospital/ Children's Hospital (NYBU) , NYBU , TX1 , 2014/12/16 , Kidney , 0 , 1 , 16 ,100,95.45, 88.41 , 97.95 , 93.39 , 86.03 , 0.46 , 1.50 , 18.98 , 22 , 22 , 138 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP) , NYCP , TX1 , 2014/12/16 , Kidney , 16 , 40 , 84 ,97.11,92.31, 85.54 , 98.28 , 94.48 , 87.84 , 9.26 , 27.59 , 69.97 , 553 , 553 , 581 , 0 , 0 , 1 , 100.00 , 100.00 , 98.37 , 97.52 , 90.81 , 0.16 , 0.24 , 1.59 , 10 , 10 ,2014,12
"State University of New York, Downstate Medical Center (NYDS) ", NYDS , TX1 , 2014/12/16 , Kidney , 2 , 10 , 14 ,97.14,85.1, 73.08 , 97.58 , 92.33 , 79.52 , 1.70 , 4.76 , 10.62 , 70 , 70 , 52 , 0 , 0 , 2 , 100.00 , 100.00 , 97.71 , 95.92 , 87.82 , 0.07 , 0.11 , 0.38 , 3 , 3 ,2014,12
Erie County Medical Center (NYEC) , NYEC , TX1 , 2014/12/16 , Kidney , 2 , 6 , 13 ,98.68,95.83, 84.34 , 97.99 , 93.56 , 86.04 , 3.04 , 9.15 , 11.19 , 151 , 151 , 83 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
"Strong Memorial Hospital, University of Rochester Medical Center (NYFL) ", NYFL , TX1 , 2014/12/16 , Kidney , 5 , 10 , 22 ,96.69,93.24, 86.16 , 98.73 , 95.84 , 87.64 , 1.89 , 5.88 , 19.07 , 151 , 151 , 159 , 0 , 0 , 0 , 100.00 , 100.00 , 98.09 , 96.71 , 86.85 , 0.19 , 0.34 , 1.74 , 10 , 10 ,2014,12
Montefiore Medical Center (NYMA) , NYMA , TX1 , 2014/12/16 , Kidney , 6 , 18 , 41 ,98.03,93.81, 82.33 , 97.35 , 91.64 , 84.18 , 8.08 , 24.14 , 35.89 , 304 , 304 , 232 , 1 , 1 , 4 , 93.75 , 93.75 , 98.00 , 96.55 , 87.32 , 0.30 , 0.50 , 3.07 , 16 , 16 ,2014,12
Mount Sinai Medical Center (NYMS) , NYMS , TX1 , 2014/12/16 , Kidney , 8 , 26 , 82 ,98.16,93.71, 80.89 , 98.11 , 93.93 , 82.72 , 8.18 , 25.08 , 72.84 , 434 , 434 , 429 , 1 , 1 , 4 , 97.22 , 97.22 , 98.14 , 96.98 , 83.67 , 0.67 , 1.07 , 4.73 , 36 , 36 ,2014,12
North Shore University Hospital (NYNS) , NYNS , TX1 , 2014/12/16 , Kidney , 0 , 1 , 17 ,100,97.96, 78.21 , 99.06 , 96.80 , 90.71 , 0.58 , 1.87 , 7.02 , 61 , 61 , 78 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
New York-Presbyterian Hospital/ Weill Cornell Medical Center (NYNY) , NYNY , TX1 , 2014/12/16 , Kidney , 9 , 27 , 67 ,98.14,94.04, 86.65 , 98.41 , 94.84 , 86.26 , 7.69 , 23.45 , 68.69 , 484 , 484 , 502 , 2 , 2 , 2 , 85.71 , 85.71 , 98.25 , 97.37 , 86.81 , 0.23 , 0.33 , 2.01 , 14 , 14 ,2014,12
University Hospital of State University of New York at Stony Brook (NYSB) , NYSB , TX1 , 2014/12/16 , Kidney , 2 , 9 , 27 ,98.68,93.46, 82.47 , 97.60 , 92.38 , 79.88 , 3.68 , 11.08 , 31.38 , 152 , 152 , 154 , 0 , 0 , 2 , 100.00 , 100.00 , 98.31 , 97.05 , 87.19 , 0.14 , 0.23 , 0.46 , 8 , 8 ,2014,12
St. Luke's Roosevelt Hospital Center (NYSL) , NYSL , TX1 , 2014/12/16 , Kidney , 1 , 2 , 2 ,96.3,92.59, 94.87 , 98.20 , 94.22 , 87.80 , 0.48 , 1.44 , 4.81 , 27 , 27 , 39 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
New York University Medical Center (NYUC) , NYUC , TX1 , 2014/12/16 , Kidney , 1 , 2 , 8 ,98.25,95.91, 85.96 , 98.15 , 94.02 , 87.96 , 1.06 , 3.15 , 6.45 , 57 , 57 , 57 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
State University of New York Upstate Medical University (NYUM) , NYUM , TX1 , 2014/12/16 , Kidney , 0 , 2 , 10 ,100,96.36, 86.30 , 98.39 , 94.81 , 84.97 , 1.19 , 3.68 , 11.11 , 73 , 73 , 73 , 0 , 0 , 1 , 100.00 , 100.00 , 98.09 , 96.81 , 90.29 , 0.10 , 0.16 , 0.88 , 5 , 5 ,2014,12
Westchester Medical Center (NYWC) , NYWC , TX1 , 2014/12/16 , Kidney , 2 , 3 , 13 ,97.3,95.68, 88.50 , 97.58 , 92.28 , 83.81 , 1.82 , 5.60 , 18.64 , 74 , 74 , 113 , 0 , 0 , 1 , 100.00 , 100.00 , 97.97 , 96.70 , 91.72 , 0.10 , 0.17 , 0.51 , 5 , 5 ,2014,12
The Cleveland Clinic Foundation (OHCC) , OHCC , TX1 , 2014/12/16 , Kidney , 8 , 19 , 30 ,97.91,94.96, 90.77 , 98.37 , 94.74 , 86.49 , 6.17 , 18.61 , 45.27 , 382 , 382 , 325 , 0 , 0 , 0 , 100.00 , 100.00 , 99.22 , 98.61 , 90.95 , 0.01 , 0.01 , 0.38 , 1 , 1 ,2014,12
Nationwide Children's Hospital (OHCH) , OHCH , TX1 , 2014/12/16 , Kidney , 0 , 0 ,0,100,100,0, 99.22 , 97.47 ,0, 0.01 , 0.03 ,0, 1 , 1 ,0, 0 , 0 , 2 , 100.00 , 100.00 , 98.02 , 96.74 , 91.18 , 0.44 , 0.69 , 1.71 , 22 , 22 ,2014,12
Children's Hospital Medical Center (OHCM) , OHCM , TX1 , 2014/12/16 , Kidney , 0 , 0 , 2 ,100,100, 71.43 , 99.62 , 98.66 , 89.16 , 0.05 , 0.17 , 0.64 , 14 , 14 , 7 , 0 , 1 , 4 , 100.00 , 98.15 , 97.93 , 96.67 , 90.73 , 1.13 , 1.70 , 3.69 , 54 , 54 ,2014,12
University of Toledo Medical Center (OHCO) , OHCO , TX1 , 2014/12/16 , Kidney , 3 , 9 , 23 ,98.08,93.62, 85.44 , 98.45 , 95.00 , 87.84 , 2.40 , 7.33 , 18.72 , 156 , 156 , 158 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Miami Valley Hospital (OHMV) , OHMV , TX1 , 2014/12/16 , Kidney , 1 , 4 , 20 ,98.99,95.96, 75.90 , 98.38 , 94.74 , 86.25 , 1.62 , 5.28 , 10.49 , 99 , 99 , 83 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Ohio State University Medical Center (OHOU) , OHOU , TX1 , 2014/12/16 , Kidney , 4 , 31 , 90 ,99.12,92.65, 80.85 , 98.57 , 95.31 , 87.20 , 6.52 , 19.97 , 57.45 , 455 , 455 , 470 , 0 , 0 ,0, 100.00 , 100.00 , 98.24 , 97.39 ,0, 0.02 , 0.03 ,0, 1 , 1 ,2014,12
The Christ Hospital (OHTC) , OHTC , TX1 , 2014/12/16 , Kidney , 3 , 6 , 13 ,97.95,95.74, 90.08 , 98.97 , 96.56 , 90.15 , 1.48 , 4.52 , 13.09 , 146 , 146 , 131 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
University of Cincinnati  Medical Center (OHUC) , OHUC , TX1 , 2014/12/16 , Kidney , 1 , 4 , 24 ,99.43,97.53, 82.73 , 99.02 , 96.72 , 90.05 , 1.71 , 5.32 , 13.56 , 174 , 174 , 139 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
University Hospitals of Cleveland (OHUH) , OHUH , TX1 , 2014/12/16 , Kidney , 2 , 13 , 31 ,98.98,92.85, 83.77 , 97.94 , 93.38 , 84.98 , 4.07 , 11.99 , 28.31 , 197 , 197 , 191 , 0 , 0 , 1 , 100.00 , 100.00 , 98.31 , 97.26 , 88.34 , 0.14 , 0.22 , 1.01 , 8 , 8 ,2014,12
Integris Baptist Medical Center (OKBC) , OKBC , TX1 , 2014/12/16 , Kidney , 3 , 10 , 32 ,98.53,94.47, 85.05 , 98.47 , 95.03 , 87.06 , 3.13 , 9.50 , 27.41 , 204 , 204 , 214 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Children's Hospital of Oklahoma (OKCM) , OKCM , TX1 , 2014/12/16 , Kidney , 0 , 0 , 1 ,100,100, 0.00 , 99.45 , 98.07 , 81.77 , 0.01 , 0.02 , 0.10 , 1 , 1 , 1 , 0 , 0 , 4 , 100.00 , 100.00 , 98.48 , 97.38 , 90.68 , 0.31 , 0.51 , 2.43 , 20 , 20 ,2014,12
OU Medical Center (OKMD) , OKMD , TX1 , 2014/12/16 , Kidney , 1 , 2 , 4 ,98.61,97.22, 90.48 , 98.36 , 94.70 , 85.62 , 1.19 , 3.65 , 5.84 , 72 , 72 , 42 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
St. Anthony Hospital (OKSA) , OKSA , TX1 , 2014/12/16 , Kidney , 2 , 2 , 4 ,71.43,71.43, 85.19 , 98.18 , 94.05 , 85.67 , 0.12 , 0.32 , 3.83 , 7 , 7 , 27 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Saint Francis Hospital (OKSF) , OKSF , TX1 , 2014/12/16 , Kidney , 0 , 5 , 11 ,100,91.34, 78.85 , 98.49 , 95.09 , 85.23 , 0.98 , 2.96 , 6.91 , 64 , 64 , 52 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
St John Medical Center (OKSJ) , OKSJ , TX1 , 2014/12/16 , Kidney , 1 , 1 , 5 ,97.83,97.83, 87.18 , 98.61 , 95.47 , 87.67 , 0.65 , 1.99 , 4.79 , 46 , 46 , 39 , 0 , 0 ,0, 100.00 , 100.00 , 99.31 , 98.77 ,0, 0.01 , 0.01 ,0, 1 , 1 ,2014,12
Legacy Good Samaritan Hospital and Medical Center (ORGS) , ORGS , TX1 , 2014/12/16 , Kidney , 5 , 11 , 21 ,96.73,92.04, 89.60 , 98.54 , 95.24 , 88.56 , 2.20 , 6.62 , 23.26 , 153 , 153 , 202 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Oregon Health & Science University (ORUO) , ORUO , TX1 , 2014/12/16 , Kidney , 3 , 6 , 16 ,98.54,96.97, 92.16 , 98.75 , 95.92 , 90.02 , 2.55 , 7.90 , 20.33 , 205 , 205 , 204 , 1 , 1 , 3 , 95.45 , 95.45 , 98.23 , 97.10 , 91.12 , 0.39 , 0.58 , 1.51 , 22 , 22 ,2014,12
Portland Veterans Administration Medical Center (ORUO) , ORUO , VA1 , 2014/12/16 , Kidney , 2 , 4 , 10 ,98.23,96.21, 86.49 , 98.44 , 94.98 , 87.55 , 1.76 , 5.26 , 9.44 , 113 , 113 , 74 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Albert Einstein Medical Center (PAAE) , PAAE , TX1 , 2014/12/16 , Kidney , 4 , 8 , 59 ,97.65,95.06, 78.23 , 98.23 , 94.32 , 83.30 , 2.95 , 8.97 , 44.23 , 170 , 170 , 271 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Allegheny General Hospital (PAAG) , PAAG , TX1 , 2014/12/16 , Kidney , 2 , 6 , 24 ,98.83,96.35, 85.28 , 98.39 , 94.77 , 86.83 , 2.75 , 8.34 , 21.19 , 171 , 171 , 163 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Crozer-Chester Medical Center (PACC) , PACC , TX1 , 2014/12/16 , Kidney , 0 , 1 ,0,100,88.89,0, 98.38 , 94.80 ,0, 0.15 , 0.40 ,0, 9 , 9 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Children's Hospital of Pittsburgh of UPMC (PACH) , PACH , TX1 , 2014/12/16 , Kidney , 0 , 0 ,0,100,100,0, 99.09 , 96.97 ,0, 0.05 , 0.14 ,0, 5 , 5 ,0, 0 , 0 , 3 , 100.00 , 100.00 , 97.90 , 96.54 , 92.00 , 0.57 , 0.95 , 3.08 , 27 , 27 ,2014,12
Children's Hospital of Philadelphia (PACP) , PACP , TX1 , 2014/12/16 , Kidney , 0 , 0 , 1 ,100,100, 80.00 , 99.57 , 98.48 , 84.53 , 0.00 , 0.02 , 0.76 , 1 , 1 , 5 , 1 , 1 , 4 , 97.06 , 97.06 , 97.88 , 96.52 , 88.29 , 0.72 , 1.07 , 3.35 , 34 , 34 ,2014,12
Geisinger Medical Center (PAGM) , PAGM , TX1 , 2014/12/16 , Kidney , 0 , 4 , 7 ,100,91.92, 91.14 , 98.81 , 96.05 , 89.20 , 0.72 , 2.27 , 8.92 , 60 , 60 , 79 , 0 , 0 , 1 , 100.00 , 100.00 , 98.22 , 96.98 , 92.41 , 0.20 , 0.34 , 0.28 , 11 , 11 ,2014,12
Penn State Milton S Hershey Medical Center (PAHE) , PAHE , TX1 , 2014/12/16 , Kidney , 1 , 2 , 8 ,98.31,96.3, 88.06 , 98.59 , 95.37 , 88.81 , 0.84 , 2.66 , 7.50 , 59 , 59 , 67 , 0 , 0 , 0 , 100.00 , 100.00 , 98.23 , 97.15 , 91.05 , 0.29 , 0.45 , 1.35 , 16 , 16 ,2014,12
Pinnacle Health System at Harrisburg Hospital (PAHH) , PAHH , TX1 , 2014/12/16 , Kidney , 2 , 8 , 25 ,98.6,94.19, 85.88 , 98.85 , 96.16 , 87.75 , 1.65 , 5.22 , 20.84 , 143 , 143 , 177 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Hahnemann University Hospital (PAHM) , PAHM , TX1 , 2014/12/16 , Kidney , 0 , 2 , 19 ,100,96.83, 80.61 , 98.47 , 95.04 , 83.20 , 1.22 , 3.79 , 15.25 , 79 , 79 , 98 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
The Lankenau Hospital (PALH) , PALH , TX1 , 2014/12/16 , Kidney , 2 , 3 , 14 ,96.67,94.57, 81.82 , 98.06 , 93.79 , 83.81 , 1.16 , 3.48 , 11.95 , 60 , 60 , 77 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Lehigh Valley Hospital (PALV) , PALV , TX1 , 2014/12/16 , Kidney , 3 , 10 , 33 ,98.16,93.87, 80.24 , 98.05 , 93.78 , 85.54 , 3.19 , 9.37 , 23.83 , 163 , 163 , 167 ,0,0, 0 ,0,0,0,0, 91.94 ,0,0, 0.08 ,0,0,2014,12
University of Pittsburgh Medical Center (PAPT) , PAPT , TX1 , 2014/12/16 , Kidney , 3 , 13 , 49 ,99.16,95.96, 86.68 , 98.50 , 95.12 , 87.30 , 5.41 , 16.50 , 46.50 , 358 , 358 , 368 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
St. Christopher's Hospital for Children (PASC) , PASC , TX1 , 2014/12/16 , Kidney ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 1 , 2 , 1 , 66.67 , 33.33 , 98.13 , 97.02 , 84.61 , 0.05 , 0.08 , 0.82 , 3 , 3 ,2014,12
Thomas Jefferson University Hospital (PATJ) , PATJ , TX1 , 2014/12/16 , Kidney , 4 , 11 , 24 ,97.86,93.55, 87.82 , 98.20 , 94.21 , 87.20 , 3.34 , 9.86 , 25.13 , 187 , 187 , 197 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Temple University Hospital (PATU) , PATU , TX1 , 2014/12/16 , Kidney , 0 , 2 , 9 ,100,94.87, 76.92 , 98.33 , 94.62 , 85.07 , 0.66 , 1.85 , 5.75 , 39 , 39 , 39 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
