ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,GSR_AD_OBS_C1M,GSR_AD_OBS_C1Y,GSR_AD_OBS_C3Y,GSR_AD_N_C1M,GSR_AD_N_C1Y,GSR_AD_N_C3Y,GSR_P0_OBS_C1M,GSR_P0_OBS_C1Y,GSR_P0_OBS_C3Y,GSR_P0_N_C1M,GSR_P0_N_C1Y,YEAR,MONTH
Aurora St. Luke's Medical Center (WISL) , WISL , TX1 , 2016/06/16 , Liver , 4 , 5 , 14 , 80 , 80 , 64 , NA , NA , NA , NA , NA ,2016,6
University of Wisconsin Hospital and Clinics (WIUW) , WIUW , TX1 , 2016/06/16 , Liver , 11 , 27 , 28 , 184 , 184 , 155 , 1 , 1 , 1 , 4 , 4 ,2016,6
Children's of Alabama (ALCH) , ALCH , TX1 , 2014/06/17 , Liver ,   ,   ,   ,   ,   ,   , 0 , 0 ,   , 3 , 3 ,2014,6
University of Alabama Hospital (ALUA) , ALUA , TX1 , 2014/06/17 , Liver , 10 , 34 , 56 , 244 , 244 , 256 , 2 , 2 , 2 , 7 , 7 ,2014,6
Arkansas Children's Hospital (ARCH) , ARCH , TX1 , 2014/06/17 , Liver ,   ,   ,   ,   ,   ,   ,   ,   , 1 ,   ,   ,2014,6
UAMS Medical Center (ARUA) , ARUA , TX1 , 2014/06/17 , Liver , 1 , 2 , 14 , 51 , 51 , 74 ,   ,   ,   ,   ,   ,2014,6
Phoenix Children's Hospital (AZCH) , AZCH , TX1 , 2014/06/17 , Liver ,   ,   ,   ,   ,   ,   , 0 , 0 ,   , 4 , 4 ,2014,6
Banner Good Samaritan Medical Center (AZGS) , AZGS , TX1 , 2014/06/17 , Liver , 3 , 15 , 39 , 140 , 140 , 123 ,   ,   ,   ,   ,   ,2014,6
Mayo Clinic Hospital (AZMC) , AZMC , TX1 , 2014/06/17 , Liver , 2 , 5 , 24 , 154 , 154 , 126 ,   ,   ,   ,   ,   ,2014,6
"University Medical Center, Univ of Arizona (AZUA) ", AZUA , TX1 , 2014/06/17 , Liver , 3 , 4 , 5 , 24 , 24 , 26 , 0 , 1 , 1 , 8 , 8 ,2014,6
Rady Children's Hospital and Health Center (CACH) , CACH , TX1 , 2014/06/17 , Liver ,   ,   ,   ,   ,   ,   , 0 , 0 , 1 , 5 , 5 ,2014,6
Childrens Hospital Los Angeles (CACL) , CACL , TX1 , 2014/06/17 , Liver , 0 , 0 ,   , 3 , 3 ,   , 1 , 2 , 2 , 40 , 40 ,2014,6
Cedars-Sinai Medical Center (CACS) , CACS , TX1 , 2014/06/17 , Liver , 9 , 19 , 36 , 115 , 115 , 118 ,   ,   ,   ,   ,   ,2014,6
Scripps Green Hospital (CAGH) , CAGH , TX1 , 2014/06/17 , Liver , 3 , 10 , 12 , 82 , 82 , 74 ,   ,   ,   ,   ,   ,2014,6
Loma Linda University Medical Center (CALL) , CALL , TX1 , 2014/06/17 , Liver , 0 , 5 , 16 , 65 , 65 , 61 ,   ,   ,   ,   ,   ,2014,6
Lucile Salter Packard Children's Hospital at Stanford (CAPC) , CAPC , TX1 , 2014/06/17 , Liver , 0 , 0 ,   , 1 , 1 ,   , 6 , 7 , 1 , 78 , 78 ,2014,6
California Pacific Medical Center (CAPM) , CAPM , TX1 , 2014/06/17 , Liver , 1 , 5 , 21 , 162 , 162 , 137 ,   ,   ,   ,   ,   ,2014,6
University of California San Diego Medical Center (CASD) , CASD , TX1 , 2014/06/17 , Liver , 7 , 9 , 21 , 93 , 93 , 87 , 0 , 0 ,   , 1 , 1 ,2014,6
University of California San Francisco Medical Center (CASF) , CASF , TX1 , 2014/06/17 , Liver , 11 , 30 , 44 , 310 , 310 , 287 , 3 , 3 , 8 , 20 , 20 ,2014,6
University of California Davis Medical Center (CASM) , CASM , TX1 , 2014/06/17 , Liver ,   ,   , 2 ,   ,   , 7 ,   ,   ,   ,   ,   ,2014,6
Stanford University Medical Center (CASU) , CASU , TX1 , 2014/06/17 , Liver , 3 , 11 , 23 , 128 , 128 , 121 ,   ,   , 0 ,   ,   ,2014,6
University of California at Los Angeles Medical Center (CAUC) , CAUC , TX1 , 2014/06/17 , Liver , 20 , 64 , 123 , 359 , 359 , 399 , 8 , 11 , 8 , 37 , 37 ,2014,6
Keck Hospital of USC (CAUH) , CAUH , TX1 , 2014/06/17 , Liver , 6 , 23 , 23 , 140 , 140 , 85 ,   ,   ,   ,   ,   ,2014,6
Children's Hospital Colorado (COCH) , COCH , TX1 , 2014/06/17 , Liver ,   ,   , 0 ,   ,   , 2 , 3 , 4 , 3 , 26 , 26 ,2014,6
Centura Porter Adventist Hospital (COPM) , COPM , TX1 , 2014/06/17 , Liver , 0 , 1 , 2 , 21 , 21 , 7 ,   ,   ,   ,   ,   ,2014,6
University of Colorado Hospital/Health Science Center (COUC) , COUC , TX1 , 2014/06/17 , Liver , 9 , 22 , 36 , 208 , 208 , 206 ,   ,   , 0 ,   ,   ,2014,6
Hartford Hospital (CTHH) , CTHH , TX1 , 2014/06/17 , Liver , 3 , 4 , 12 , 29 , 29 , 43 ,   ,   ,   ,   ,   ,2014,6
Yale New Haven Hospital (CTYN) , CTYN , TX1 , 2014/06/17 , Liver , 4 , 9 , 12 , 66 , 66 , 71 , 2 , 2 , 2 , 22 , 22 ,2014,6
Georgetown University Medical Center (DCGU) , DCGU , TX1 , 2014/06/17 , Liver , 5 , 25 , 35 , 203 , 203 , 169 , 3 , 3 , 9 , 31 , 31 ,2014,6
Alfred I DuPont Hospital for Children (DEAI) , DEAI , TX1 , 2014/06/17 , Liver ,   ,   , 0 ,   ,   , 2 , 0 , 1 , 4 , 20 , 20 ,2014,6
Broward General Medical Center (FLBC) , FLBC , TX1 , 2014/06/17 , Liver , 1 , 6 , 19 , 64 , 64 , 74 ,   ,   ,   ,   ,   ,2014,6
Florida Hospital Medical Center (FLFH) , FLFH , TX1 , 2014/06/17 , Liver , 2 , 13 , 34 , 161 , 161 , 153 ,   ,   ,   ,   ,   ,2014,6
Jackson Memorial Hospital University of Miami School of Medicine (FLJM) , FLJM , TX1 , 2014/06/17 , Liver , 7 , 23 , 55 , 208 , 208 , 231 , 6 , 8 , 8 , 47 , 47 ,2014,6
Mayo Clinic Florida (FLSL) , FLSL , TX1 , 2014/06/17 , Liver , 14 , 35 , 66 , 368 , 368 , 382 ,   ,   ,   ,   ,   ,2014,6
Tampa General Hospital (FLTG) , FLTG , TX1 , 2014/06/17 , Liver , 13 , 24 , 52 , 261 , 261 , 228 ,   ,   ,   ,   ,   ,2014,6
Shands Hospital at The University of Florida (FLUF) , FLUF , TX1 , 2014/06/17 , Liver , 3 , 11 , 21 , 49 , 49 , 106 , 1 , 1 , 3 , 9 , 9 ,2014,6
Children's Healthcare of Atlanta at Egleston (GAEH) , GAEH , TX1 , 2014/06/17 , Liver ,   ,   , 0 ,   ,   , 3 , 4 , 4 , 9 , 55 , 55 ,2014,6
Emory University Hospital (GAEM) , GAEM , TX1 , 2014/06/17 , Liver , 7 , 30 , 49 , 246 , 246 , 215 ,   ,   ,   ,   ,   ,2014,6
Piedmont Hospital (GAPH) , GAPH , TX1 , 2014/06/17 , Liver , 12 , 24 , 35 , 207 , 207 , 185 ,   ,   ,   ,   ,   ,2014,6
The Queen's Medical Center (HIQM) , HIQM , TX1 , 2014/06/17 , Liver , 2 , 2 ,   , 15 , 15 ,   ,   ,   ,   ,   ,   ,2014,6
Hawaii Medical Center East (HISF) , HISF , TX1 , 2014/06/17 , Liver , 0 , 2 , 5 , 16 , 16 , 35 ,   ,   ,   ,   ,   ,2014,6
University of Iowa Hospitals and Clinics (IAIV) , IAIV , TX1 , 2014/06/17 , Liver , 3 , 11 , 13 , 71 , 71 , 86 ,   ,   , 2 ,   ,   ,2014,6
Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM) , ILCM , TX1 , 2014/06/17 , Liver , 0 , 0 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 40 , 40 ,2014,6
Loyola University Medical Center (ILLU) , ILLU , TX1 , 2014/06/17 , Liver , 1 , 7 , 10 , 43 , 43 , 32 ,   ,   ,   ,   ,   ,2014,6
Northwestern Memorial Hospital (ILNM) , ILNM , TX1 , 2014/06/17 , Liver , 16 , 29 , 45 , 231 , 231 , 228 ,   ,   ,   ,   ,   ,2014,6
Rush University Medical Center (ILPL) , ILPL , TX1 , 2014/06/17 , Liver , 8 , 14 , 47 , 65 , 65 , 132 ,   ,   , 1 ,   ,   ,2014,6
University of Chicago Medical Center (ILUC) , ILUC , TX1 , 2014/06/17 , Liver , 3 , 6 , 9 , 51 , 51 , 41 , 2 , 2 , 4 , 12 , 12 ,2014,6
University of Illinois Medical Center (ILUI) , ILUI , TX1 , 2014/06/17 , Liver , 7 , 16 , 20 , 72 , 72 , 89 ,   ,   , 1 ,   ,   ,2014,6
Indiana University Health (INIM) , INIM , TX1 , 2014/06/17 , Liver , 7 , 21 , 37 , 249 , 249 , 240 , 1 , 1 , 0 , 10 , 10 ,2014,6
University of Kansas Hospital (KSUK) , KSUK , TX1 , 2014/06/17 , Liver , 3 , 17 , 41 , 209 , 209 , 191 ,   ,   ,   ,   ,   ,2014,6
Jewish Hospital (KYJH) , KYJH , TX1 , 2014/06/17 , Liver , 4 , 15 , 20 , 86 , 86 , 118 ,   ,   ,   ,   ,   ,2014,6
University of Kentucky Medical Center (KYUK) , KYUK , TX1 , 2014/06/17 , Liver , 1 , 9 , 24 , 88 , 88 , 83 ,   ,   ,   ,   ,   ,2014,6
Ochsner Foundation Hospital (LAOF) , LAOF , TX1 , 2014/06/17 , Liver , 4 , 26 , 45 , 339 , 339 , 261 , 1 , 1 , 1 , 6 , 6 ,2014,6
Tulane Medical Center (LATU) , LATU , TX1 , 2014/06/17 , Liver , 3 , 10 , 15 , 74 , 74 , 70 , 1 , 1 , 0 , 1 , 1 ,2014,6
Willis-Knighton Medical Center (LAWK) , LAWK , TX1 , 2014/06/17 , Liver , 1 , 5 , 8 , 24 , 24 , 28 ,   ,   ,   ,   ,   ,2014,6
Beth Israel Deaconess Medical Center (MABI) , MABI , TX1 , 2014/06/17 , Liver , 2 , 4 , 13 , 61 , 61 , 65 ,   ,   ,   ,   ,   ,2014,6
Boston Children's Hospital (MACH) , MACH , TX1 , 2014/06/17 , Liver , 0 , 1 ,   , 2 , 2 ,   , 2 , 2 , 3 , 31 , 31 ,2014,6
Lahey Clinic Medical Center (MALC) , MALC , TX1 , 2014/06/17 , Liver , 13 , 21 , 35 , 119 , 119 , 137 ,   ,   ,   ,   ,   ,2014,6
Massachusetts General Hospital (MAMG) , MAMG , TX1 , 2014/06/17 , Liver , 7 , 17 , 22 , 135 , 135 , 97 , 0 , 0 , 1 , 3 , 3 ,2014,6
Tufts Medical Center (MANM) , MANM , TX1 , 2014/06/17 , Liver ,   ,   , 4 ,   ,   , 11 ,   ,   ,   ,   ,   ,2014,6
UMass Memorial Medical Center (MAUM) , MAUM , TX1 , 2014/06/17 , Liver , 8 , 22 , 23 , 146 , 146 , 107 ,   ,   ,   ,   ,   ,2014,6
Johns Hopkins Hospital (MDJH) , MDJH , TX1 , 2014/06/17 , Liver , 4 , 10 , 32 , 89 , 89 , 106 , 1 , 2 , 4 , 10 , 10 ,2014,6
University of Maryland Medical System (MDUM) , MDUM , TX1 , 2014/06/17 , Liver , 11 , 24 , 34 , 177 , 177 , 120 ,   ,   ,   ,   ,   ,2014,6
William Beaumont Hospital (MIBH) , MIBH , TX1 , 2014/06/17 , Liver , 3 , 5 , 0 , 29 , 29 , 2 ,   ,   ,   ,   ,   ,2014,6
Henry Ford Hospital (MIHF) , MIHF , TX1 , 2014/06/17 , Liver , 7 , 23 , 62 , 210 , 210 , 231 ,   ,   ,   ,   ,   ,2014,6
University of Michigan Medical Center (MIUM) , MIUM , TX1 , 2014/06/17 , Liver , 11 , 20 , 43 , 139 , 139 , 192 , 0 , 1 , 5 , 29 , 29 ,2014,6
Rochester Methodist Hospital (Mayo Clinic) (MNMC) , MNMC , TX1 , 2014/06/17 , Liver , 3 , 23 , 47 , 235 , 235 , 238 , 0 , 0 ,   , 1 , 1 ,2014,6
Saint Marys Hospital (Mayo Clinic) (MNSM) , MNSM , TX1 , 2014/06/17 , Liver , 0 , 0 ,   , 1 , 1 ,   , 4 , 6 , 2 , 18 , 18 ,2014,6
"University of Minnesota Medical Center, Fairview (MNUM) ", MNUM , TX1 , 2014/06/17 , Liver , 13 , 24 , 33 , 153 , 153 , 112 , 2 , 2 , 6 , 21 , 21 ,2014,6
Barnes-Jewish Hospital (MOBH) , MOBH , TX1 , 2014/06/17 , Liver , 11 , 19 , 52 , 203 , 203 , 218 ,   ,   ,   ,   ,   ,2014,6
Cardinal Glennon Children's Hospital (MOCG) , MOCG , TX1 , 2014/06/17 , Liver ,   ,   ,   ,   ,   ,   , 0 , 0 , 2 , 7 , 7 ,2014,6
St. Louis Children's Hospital (MOCH) , MOCH , TX1 , 2014/06/17 , Liver ,   ,   ,   ,   ,   ,   , 4 , 4 , 5 , 26 , 26 ,2014,6
Children's Mercy Hospital (MOCM) , MOCM , TX1 , 2014/06/17 , Liver ,   ,   ,   ,   ,   ,   , 1 , 2 , 1 , 16 , 16 ,2014,6
St Luke's Hospital of Kansas City (MOLH) , MOLH , TX1 , 2014/06/17 , Liver , 0 , 0 ,   , 11 , 11 ,   ,   ,   ,   ,   ,   ,2014,6
Saint Louis University Hospital (MOSL) , MOSL , TX1 , 2014/06/17 , Liver , 1 , 7 , 22 , 69 , 69 , 82 ,   ,   ,   ,   ,   ,2014,6
University of Mississippi Medical Center (MSUM) , MSUM , TX1 , 2014/06/17 , Liver , 1 , 1 ,   , 9 , 9 ,   ,   ,   ,   ,   ,   ,2014,6
Carolinas Medical Center (NCCM) , NCCM , TX1 , 2014/06/17 , Liver , 6 , 18 , 29 , 140 , 140 , 140 , 1 , 1 , 2 , 8 , 8 ,2014,6
Duke University Hospital (NCDU) , NCDU , TX1 , 2014/06/17 , Liver , 2 , 4 , 20 , 113 , 113 , 100 , 5 , 5 , 2 , 31 , 31 ,2014,6
University of North Carolina Hospitals (NCMH) , NCMH , TX1 , 2014/06/17 , Liver , 3 , 10 , 19 , 84 , 84 , 96 ,   ,   , 0 ,   ,   ,2014,6
The Nebraska Medical Center (NEUN) , NEUN , TX1 , 2014/06/17 , Liver , 16 , 30 , 44 , 183 , 183 , 179 , 0 , 0 , 2 , 19 , 19 ,2014,6
Our Lady of Lourdes Medical Center (NJLL) , NJLL , TX1 , 2014/06/17 , Liver , 0 , 1 , 3 , 34 , 34 , 27 ,   ,   ,   ,   ,   ,2014,6
University Hospital (NJUH) , NJUH , TX1 , 2014/06/17 , Liver , 0 , 8 , 22 , 95 , 95 , 125 ,   ,   ,   ,   ,   ,2014,6
NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP) , NYCP , TX1 , 2014/06/17 , Liver , 13 , 34 , 68 , 249 , 249 , 272 , 1 , 1 , 9 , 46 , 46 ,2014,6
"Strong Memorial Hospital, University of Rochester Medical Center (NYFL) ", NYFL , TX1 , 2014/06/17 , Liver , 9 , 23 , 19 , 84 , 84 , 118 ,   ,   ,   ,   ,   ,2014,6
Montefiore Medical Center (NYMA) , NYMA , TX1 , 2014/06/17 , Liver , 4 , 6 , 4 , 53 , 53 , 30 , 1 , 1 , 0 , 7 , 7 ,2014,6
Mount Sinai Medical Center (NYMS) , NYMS , TX1 , 2014/06/17 , Liver , 16 , 34 , 80 , 211 , 211 , 240 , 3 , 5 , 10 , 24 , 24 ,2014,6
New York-Presbyterian Hospital/ Weill Cornell Medical Center (NYNY) , NYNY , TX1 , 2014/06/17 , Liver , 2 , 4 , 1 , 19 , 19 , 4 ,   ,   ,   ,   ,   ,2014,6
New York University Medical Center (NYUC) , NYUC , TX1 , 2014/06/17 , Liver , 3 , 10 , 33 , 83 , 83 , 129 , 0 , 0 , 0 , 1 , 1 ,2014,6
Westchester Medical Center (NYWC) , NYWC , TX1 , 2014/06/17 , Liver , 4 , 4 , 25 , 46 , 46 , 86 , 1 , 1 , 3 , 3 , 3 ,2014,6
The Cleveland Clinic Foundation (OHCC) , OHCC , TX1 , 2014/06/17 , Liver , 13 , 30 , 59 , 296 , 296 , 308 , 3 , 4 , 2 , 16 , 16 ,2014,6
Children's Hospital Medical Center (OHCM) , OHCM , TX1 , 2014/06/17 , Liver , 0 , 0 , 0 , 2 , 2 , 6 , 0 , 4 , 6 , 49 , 49 ,2014,6
Ohio State University Medical Center (OHOU) , OHOU , TX1 , 2014/06/17 , Liver , 3 , 6 , 13 , 60 , 60 , 42 ,   ,   ,   ,   ,   ,2014,6
University of Cincinnati  Medical Center (OHUC) , OHUC , TX1 , 2014/06/17 , Liver , 6 , 14 , 24 , 116 , 116 , 89 , 0 , 0 ,   , 1 , 1 ,2014,6
University Hospitals of Cleveland (OHUH) , OHUH , TX1 , 2014/06/17 , Liver , 4 , 9 , 15 , 50 , 50 , 44 ,   ,   ,   ,   ,   ,2014,6
Integris Baptist Medical Center (OKBC) , OKBC , TX1 , 2014/06/17 , Liver , 0 , 8 , 26 , 95 , 95 , 106 , 0 , 1 , 1 , 6 , 6 ,2014,6
Children's Hospital of Oklahoma (OKCM) , OKCM , TX1 , 2014/06/17 , Liver ,   ,   ,   ,   ,   ,   , 0 , 0 ,   , 2 , 2 ,2014,6
OU Medical Center (OKMD) , OKMD , TX1 , 2014/06/17 , Liver , 2 , 3 ,   , 31 , 31 ,   , 0 , 0 ,   , 1 , 1 ,2014,6
Oregon Health & Science University (ORUO) , ORUO , TX1 , 2014/06/17 , Liver , 1 , 11 , 14 , 92 , 92 , 79 , 0 , 0 ,   , 1 , 1 ,2014,6
Portland Veterans Administration Medical Center (ORUO) , ORUO , VA1 , 2014/06/17 , Liver , 0 , 4 , 10 , 37 , 37 , 43 ,   ,   ,   ,   ,   ,2014,6
Albert Einstein Medical Center (PAAE) , PAAE , TX1 , 2014/06/17 , Liver , 2 , 4 , 28 , 44 , 44 , 70 ,   ,   ,   ,   ,   ,2014,6
Allegheny General Hospital (PAAG) , PAAG , TX1 , 2014/06/17 , Liver , 4 , 4 , 4 , 40 , 40 , 28 ,   ,   ,   ,   ,   ,2014,6
Children's Hospital of Pittsburgh of UPMC (PACH) , PACH , TX1 , 2014/06/17 , Liver , 0 , 0 , 1 , 9 , 9 , 4 , 2 , 3 , 8 , 62 , 62 ,2014,6
Children's Hospital of Philadelphia (PACP) , PACP , TX1 , 2014/06/17 , Liver ,   ,   ,   ,   ,   ,   , 3 , 3 , 2 , 45 , 45 ,2014,6
Geisinger Medical Center (PAGM) , PAGM , TX1 , 2014/06/17 , Liver , 1 , 2 , 12 , 25 , 25 , 30 ,   ,   ,   ,   ,   ,2014,6
Penn State Milton S Hershey Medical Center (PAHE) , PAHE , TX1 , 2014/06/17 , Liver , 2 , 6 , 11 , 53 , 53 , 45 ,   ,   ,   ,   ,   ,2014,6
Hahnemann University Hospital (PAHM) , PAHM , TX1 , 2014/06/17 , Liver , 1 , 2 , 7 , 40 , 40 , 24 ,   ,   ,   ,   ,   ,2014,6
University of Pittsburgh Medical Center (PAPT) , PAPT , TX1 , 2014/06/17 , Liver , 9 , 19 , 84 , 151 , 151 , 284 ,   ,   ,   ,   ,   ,2014,6
Thomas Jefferson University Hospital (PATJ) , PATJ , TX1 , 2014/06/17 , Liver , 3 , 11 , 23 , 111 , 111 , 107 ,   ,   ,   ,   ,   ,2014,6
Temple University Hospital (PATU) , PATU , TX1 , 2014/06/17 , Liver , 7 , 8 , 13 , 52 , 52 , 36 ,   ,   ,   ,   ,   ,2014,6
Hospital of the University of Pennsylvania (PAUP) , PAUP , TX1 , 2014/06/17 , Liver , 6 , 37 , 73 , 298 , 298 , 292 ,   ,   ,   ,   ,   ,2014,6
VA Pittsburgh Healthcare System (PAVA) , PAVA , TX1 , 2014/06/17 , Liver , 3 , 16 , 31 , 102 , 102 , 102 ,   ,   ,   ,   ,   ,2014,6
Auxilio Mutuo Hospital (PRSJ) , PRSJ , TX1 , 2014/06/17 , Liver , 3 , 5 ,   , 30 , 30 ,   ,   ,   ,   ,   ,   ,2014,6
Medical University of South Carolina (SCMU) , SCMU , TX1 , 2014/06/17 , Liver , 6 , 18 , 35 , 141 , 141 , 158 , 5 , 5 , 4 , 15 , 15 ,2014,6
Le Bonheur Children's Medical Center (TNLB) , TNLB , TX1 , 2014/06/17 , Liver ,   ,   ,   ,   ,   ,   , 1 , 3 , 1 , 11 , 11 ,2014,6
Methodist University Hospital (TNMH) , TNMH , TX1 , 2014/06/17 , Liver , 21 , 44 , 65 , 289 , 289 , 283 ,   ,   ,   ,   ,   ,2014,6
Vanderbilt University Medical Center (TNVU) , TNVU , TX1 , 2014/06/17 , Liver , 12 , 30 , 47 , 268 , 268 , 221 ,   ,   , 7 ,   ,   ,2014,6
Baylor All Saints Medical Center (TXAS) , TXAS , TX1 , 2014/06/17 , Liver , 6 , 9 , 16 , 63 , 63 , 77 ,   ,   ,   ,   ,   ,2014,6
"University Hospital, University of Texas Health Science Center (TXBC) ", TXBC , TX1 , 2014/06/17 , Liver , 2 , 7 , 30 , 98 , 98 , 123 ,   ,   , 1 ,   ,   ,2014,6
Children's Medical Center of Dallas (TXCM) , TXCM , TX1 , 2014/06/17 , Liver ,   ,   , 0 ,   ,   , 1 , 0 , 1 , 6 , 28 , 28 ,2014,6
"Memorial Hermann Hospital, University of Texas at Houston (TXHH) ", TXHH , TX1 , 2014/06/17 , Liver , 0 , 4 , 11 , 50 , 50 , 47 , 0 , 0 , 0 , 7 , 7 ,2014,6
CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI) , TXHI , TX1 , 2014/06/17 , Liver , 0 , 10 , 14 , 143 , 143 , 141 ,   ,   ,   ,   ,   ,2014,6
Methodist Specialty and Transplant Hospital (TXHS) , TXHS , TX1 , 2014/06/17 , Liver , 2 , 5 , 13 , 89 , 89 , 83 , 0 , 0 ,   , 1 , 1 ,2014,6
University of Texas Medical Branch at Galveston (TXJS) , TXJS , TX1 , 2014/06/17 , Liver , 2 , 4 , 7 , 18 , 18 , 24 ,   ,   ,   ,   ,   ,2014,6
Methodist Dallas Medical Center (TXMC) , TXMC , TX1 , 2014/06/17 , Liver , 4 , 10 , 23 , 102 , 102 , 117 ,   ,   ,   ,   ,   ,2014,6
The Methodist Hospital (TXMH) , TXMH , TX1 , 2014/06/17 , Liver , 11 , 16 , 21 , 131 , 131 , 92 ,   ,   ,   ,   ,   ,2014,6
Christus Santa Rosa Hospital Medical Center (TXRM) , TXRM , TX1 , 2014/06/17 , Liver ,   ,   ,   ,   ,   ,   , 5 , 5 , 4 , 7 , 7 ,2014,6
University Hospital - St. Paul (TXSP) , TXSP , TX1 , 2014/06/17 , Liver , 3 , 7 , 4 , 58 , 58 , 29 , 0 , 0 ,   , 1 , 1 ,2014,6
Texas Children's Hospital (TXTC) , TXTC , TX1 , 2014/06/17 , Liver , 0 , 0 , 0 , 2 , 2 , 1 , 7 , 8 , 5 , 86 , 86 ,2014,6
Baylor University Medical Center (TXTX) , TXTX , TX1 , 2014/06/17 , Liver , 7 , 15 , 58 , 202 , 202 , 227 ,   ,   ,   ,   ,   ,2014,6
Michael E. DeBakey VA Medical Center (TXVA) , TXVA , TX1 , 2014/06/17 , Liver , 0 , 1 , 5 , 18 , 18 , 33 ,   ,   ,   ,   ,   ,2014,6
Intermountain Medical Center (UTLD) , UTLD , TX1 , 2014/06/17 , Liver , 3 , 8 , 15 , 68 , 68 , 87 ,   ,   ,   ,   ,   ,2014,6
University of Utah Medical Center (UTMC) , UTMC , TX1 , 2014/06/17 , Liver , 0 , 2 , 17 , 56 , 56 , 42 ,   ,   , 0 ,   ,   ,2014,6
Primary Children's Medical Center (UTPC) , UTPC , TX1 , 2014/06/17 , Liver ,   ,   , 0 ,   ,   , 1 , 1 , 1 , 5 , 28 , 28 ,2014,6
Medical College of Virginia Hospitals (VAMC) , VAMC , TX1 , 2014/06/17 , Liver , 7 , 12 , 23 , 129 , 129 , 124 , 0 , 0 , 0 , 3 , 3 ,2014,6
University of Virginia Health Sciences Center (VAUV) , VAUV , TX1 , 2014/06/17 , Liver , 3 , 12 , 42 , 138 , 138 , 194 , 0 , 0 , 3 , 2 , 2 ,2014,6
Seattle Children's Hospital (WACH) , WACH , TX1 , 2014/06/17 , Liver , 0 , 0 , 0 , 2 , 2 , 4 , 1 , 1 , 3 , 39 , 39 ,2014,6
Swedish Medical Center (WASM) , WASM , TX1 , 2014/06/17 , Liver , 0 , 1 , 1 , 19 , 19 , 1 ,   ,   ,   ,   ,   ,2014,6
University of Washington Medical Center (WAUW) , WAUW , TX1 , 2014/06/17 , Liver , 2 , 13 , 31 , 186 , 186 , 174 ,   ,   ,   ,   ,   ,2014,6
Children's Hospital of Wisconsin (WICH) , WICH , TX1 , 2014/06/17 , Liver ,   ,   ,   ,   ,   ,   , 0 , 0 , 5 , 5 , 5 ,2014,6
Froedtert Memorial Lutheran Hospital (WISE) , WISE , TX1 , 2014/06/17 , Liver , 0 , 0 , 10 , 42 , 42 , 47 ,   ,   ,   ,   ,   ,2014,6
Aurora St. Luke's Medical Center (WISL) , WISL , TX1 , 2014/06/17 , Liver , 1 , 5 , 17 , 64 , 64 , 52 ,   ,   ,   ,   ,   ,2014,6
University of Wisconsin Hospital and Clinics (WIUW) , WIUW , TX1 , 2014/06/17 , Liver , 9 , 19 , 42 , 147 , 147 , 190 , 1 , 1 , 1 , 8 , 8 ,2014,6
Children's of Alabama (ALCH),ALCH,TX1,2023-01-05 18:00:00,LI,,,,,,,0,0,3,6,6,2022,11
University of Alabama Hospital (ALUA),ALUA,TX1,2023-01-05 18:00:00,LI,5,9,34,188,188,277,,,,,,2022,11
UAMS Medical Center (ARUA),ARUA,TX1,2023-01-05 18:00:00,LI,2,4,5,80,80,88,,,,,,2022,11
Phoenix Children's Hospital (AZCH),AZCH,TX1,2023-01-05 18:00:00,LI,,,,,,,0,0,1,11,11,2022,11
Banner-University Medical Center Phoenix (AZGS),AZGS,TX1,2023-01-05 18:00:00,LI,6,16,41,168,168,269,,,,,,2022,11
Mayo Clinic Hospital (AZMC),AZMC,TX1,2023-01-05 18:00:00,LI,13,29,28,394,394,275,,,,,,2022,11
St. Joseph's Hospital and Medical Center (AZSJ),AZSJ,TX1,2023-01-05 18:00:00,LI,0,6,5,54,54,45,,,,,,2022,11
Banner University Medical Center-Tucson (AZUA),AZUA,TX1,2023-01-05 18:00:00,LI,0,2,8,10,10,32,,,,,,2022,11
Childrens Hospital Los Angeles (CACL),CACL,TX1,2023-01-05 18:00:00,LI,0,1,0,2,2,2,0,0,5,55,55,2022,11
Cedars-Sinai Medical Center (CACS),CACS,TX1,2023-01-05 18:00:00,LI,14,18,19,196,196,200,,,,,,2022,11
Scripps Green Hospital (CAGH),CAGH,TX1,2023-01-05 18:00:00,LI,5,5,12,47,47,73,,,,,,2022,11
Loma Linda University Medical Center (CALL),CALL,TX1,2023-01-05 18:00:00,LI,8,12,22,224,224,176,,,0,,,2022,11
UCSF Medical Center at Mission Bay (CAMB),CAMB,TX1,2023-01-05 18:00:00,LI,,,1,,,1,0,0,2,14,14,2022,11
Lucile Salter Packard Children's Hospital at Stanford (CAPC),CAPC,TX1,2023-01-05 18:00:00,LI,0,0,,2,2,,5,6,5,44,44,2022,11
California Pacific Medical Center (CAPM),CAPM,TX1,2023-01-05 18:00:00,LI,2,6,17,119,119,135,,,,,,2022,11
University of California San Diego Medical Center (CASD),CASD,TX1,2023-01-05 18:00:00,LI,1,8,7,154,154,89,1,1,,1,1,2022,11
University of California San Francisco Medical Center (CASF),CASF,TX1,2023-01-05 18:00:00,LI,5,10,31,341,341,375,,,0,,,2022,11
